sma30_current,sma50_previous,class
243.04666666666665,243.188,1
243.02,243.18000000000004,1
243.03333333333336,243.182,0
243.0533333333333,243.19,1
243.07333333333332,243.2,1
243.09333333333333,243.21,0
243.11,243.226,0
243.1266666666667,243.23999999999995,0
243.15,243.25399999999996,0
243.16666666666663,243.264,1
243.17666666666665,243.264,1
243.21,243.266,1
243.2633333333333,243.28,0
243.31666666666663,243.278,1
243.38333333333333,243.272,1
243.42666666666665,243.266,1
243.46,243.266,1
243.4933333333333,243.272,1
243.53333333333333,243.28400000000002,0
243.56666666666663,243.29999999999995,1
243.6033333333333,243.308,0
243.63333333333333,243.318,1
243.65666666666667,243.32799999999997,0
243.63666666666668,243.38800000000003,0
243.58666666666667,243.41000000000003,1
243.58333333333331,243.422,0
243.59000000000003,243.442,1
243.59333333333336,243.50000000000003,1
243.56333333333333,243.598,0
243.57,243.596,1
243.57,243.596,1
243.57,243.59600000000003,1
243.56666666666663,243.594,0
244.03333333333333,243.83599999999998,1
244.1,243.864,0
244.15666666666667,243.898,0
244.54666666666665,244.086,0
244.6,244.12800000000004,1
244.7,244.19600000000003,1
244.77666666666664,244.22800000000004,1
245.04333333333332,244.362,0
246.18666666666664,245.93000000000004,0
246.23666666666665,245.924,0
246.15,245.972,0
246.13333333333333,245.98999999999995,0
246.10333333333332,246.03,1
246.0966666666667,246.088,1
246.11000000000004,246.108,0
246.10333333333332,246.122,1
246.10666666666665,246.188,1
246.11666666666667,246.20999999999995,0
246.1233333333333,246.214,1
246.1266666666667,246.212,0
243.1133333333333,243.8,0
243.17333333333332,243.72,1
243.19333333333333,243.694,0
243.25666666666663,243.61,0
243.28333333333333,243.582,0
243.31666666666663,243.53000000000003,0
243.33333333333331,243.498,1
243.33666666666667,243.466,0
243.43,243.308,1
243.44666666666672,243.264,0
243.45000000000007,243.25600000000003,1
243.46000000000004,243.25800000000004,0
243.4733333333334,243.26800000000003,0
243.47333333333336,243.306,1
243.48666666666668,243.32,0
243.49000000000007,243.34,1
243.51,243.356,0
243.52,243.376,0
243.50333333333333,243.434,0
243.50666666666663,243.456,0
243.51,243.47599999999997,0
243.5133333333333,243.484,0
243.51333333333332,243.486,1
243.51666666666668,243.488,0
243.51666666666668,243.496,1
243.5333333333334,243.498,1
243.55000000000007,243.504,0
243.5666666666667,243.51,0
243.58,243.518,1
243.58333333333331,243.52599999999998,0
243.58666666666664,243.534,0
243.58666666666664,243.54000000000005,0
243.57666666666668,243.54200000000003,1
243.51,243.52,1
243.50333333333327,243.524,0
243.38,243.44,1
243.41,243.45,0
243.44666666666663,243.474,0
243.47333333333333,243.504,1
243.59666666666664,243.588,1
243.63333333333333,243.616,0
243.67,243.63,0
243.70666666666665,243.644,0
243.63,243.506,0
243.54,243.508,1
243.50666666666663,243.51799999999997,1
243.48,243.522,1
243.45,243.52599999999998,0
243.42,243.53800000000004,1
243.3766666666667,243.56600000000003,1
243.55000000000007,243.66,0
243.59000000000003,243.69,0
243.63,243.71599999999998,0
243.69666666666672,243.73799999999997,0
243.7433333333333,243.75799999999995,1
243.79333333333332,243.79,1
243.87,243.81,1
243.9,243.814,1
243.92,243.808,0
243.95666666666665,243.8,0
243.98333333333332,243.79999999999995,1
244.00666666666663,243.794,0
244.03333333333333,243.778,0
243.9833333333333,243.762,1
243.94666666666663,243.80200000000005,0
243.91333333333333,243.81600000000003,0
243.89,243.82599999999996,0
243.86666666666665,243.83,1
243.85,243.842,0
243.83666666666664,243.854,0
243.32333333333332,243.532,0
243.30666666666667,243.5,0
243.30666666666667,243.5,1
243.27999999999997,243.45,0
243.26999999999995,243.43600000000004,0
243.26,243.426,1
243.25,243.414,1
243.26666666666668,243.404,0
243.29333333333332,243.408,1
243.31,243.41599999999997,1
243.34333333333333,243.426,1
243.62,243.53800000000004,1
243.72666666666672,243.59000000000003,0
243.76333333333335,243.612,1
243.79333333333335,243.624,1
243.9,243.65000000000003,0
243.94333333333333,243.662,1
