sma30_previous,stoch_rsi_14_previous,class
243.07,83.93754063278692,1
243.02,100.0,1
243.02,95.6193041181328,0
243.03333333333336,100.0,1
243.0533333333333,100.0,1
243.07333333333332,91.26723929384715,0
243.09333333333333,100.0,0
243.11,91.04485588976624,0
243.1266666666667,91.04485588976627,0
243.15,80.65900828262838,1
243.16666666666663,47.10473139803854,1
243.18666666666664,21.14328396361089,1
243.23666666666665,37.71240329969313,0
243.29666666666668,0.0,1
243.35,30.89166434935492,1
243.40666666666667,0.0,1
243.42666666666665,19.99722085346585,1
243.46,52.247124095496886,1
243.4933333333333,65.41630055570515,0
243.53333333333333,77.31529121644729,1
243.56666666666663,42.492268864146226,0
243.6033333333333,73.85038129375035,1
243.63333333333333,73.85038129375035,0
243.64,0.0,0
243.59666666666664,24.28660159413655,1
243.58666666666667,59.07453707633842,0
243.58333333333331,81.57748574983876,1
243.60333333333335,100.0,1
243.56333333333333,43.946570765172176,0
243.56333333333333,21.344353790494136,1
243.57,85.1606708297445,1
243.57,47.872566859533435,1
243.57,100.0,0
243.98666666666665,70.48002307213666,1
244.03333333333333,51.17347630761283,0
244.1,60.38213367781202,0
244.4766666666666,35.33658083910636,0
244.54666666666665,56.738923307686385,1
244.64666666666665,9.551159609367305,1
244.7,27.14521603864653,1
244.9533333333333,100.0,0
246.16666666666663,0.0,0
246.22,28.756051257656274,0
246.15,100.0,0
246.15,96.13692187877035,0
246.1133333333333,84.15408982058239,1
246.09000000000003,100.0,1
246.0966666666667,100.0,0
246.11000000000004,100.0,1
246.10666666666668,100.0,1
246.11,31.103224557005788,0
246.11666666666667,45.14023347990386,1
246.1233333333333,0.0,0
243.13333333333333,78.71121629459716,0
243.1266666666667,2.7141294901922466,1
243.17333333333332,2.7141294901922466,0
243.23666666666665,24.515437246073876,0
243.25666666666663,46.63159785095691,0
243.30666666666667,62.11121912149045,0
243.31666666666663,16.70862091603072,1
243.33333333333331,59.7656923986028,0
243.41333333333333,3.608995139268009,1
243.44000000000003,83.94939056617491,0
243.44666666666672,83.94939056617491,1
243.45000000000007,83.94939056617491,0
243.46000000000004,100.0,0
243.4733333333334,100.0,1
243.47333333333336,48.37268506164109,0
243.48666666666668,90.97026693738823,1
243.49000000000007,60.409908302721284,0
243.51,96.68050150455852,0
243.4933333333333,54.67971582219765,0
243.50333333333333,99.72813516405235,0
243.50666666666663,99.72813516405235,0
243.51,87.71818431464987,0
243.5133333333333,61.85059786979043,1
243.51333333333332,74.8558425022343,0
243.51333333333335,74.8558425022343,1
243.51666666666668,74.8558425022343,1
243.5333333333334,88.80712605132376,0
243.55000000000007,100.0,0
243.5666666666667,84.38039864214826,1
243.58,64.67527056395471,0
243.58333333333331,64.67527056395471,0
243.58666666666664,59.37525096117794,0
243.58333333333331,4.7328939332397075,1
243.52,91.20842341977463,1
243.51,100.0,0
243.37,100.0,1
243.38,88.98375557720291,0
243.41,97.33353953636237,0
243.44666666666663,99.9887940515733,1
243.5533333333333,100.0,1
243.59666666666664,95.14327495117088,0
243.63333333333333,87.29779602613846,0
243.67,87.29779602613846,0
243.61999999999995,87.31825139682074,0
243.58,73.55320541789546,1
243.54,84.7822423933027,1
243.50666666666663,45.24559670624518,1
243.48,100.0,0
243.45,100.0,1
243.38,88.89314561000013,1
243.50333333333336,83.20548203416988,0
243.55000000000007,83.20548203416988,0
243.59000000000003,73.46664913090882,0
243.63,46.57993017179693,0
243.69666666666672,46.57993017179693,1
243.7433333333333,12.782206237349241,1
243.83666666666664,28.03718340851975,1
243.87,28.03718340851975,1
243.9,28.03718340851975,0
243.92,41.98050090227376,0
243.95666666666665,54.74475354537572,1
243.98333333333332,19.791215705546048,0
244.00666666666663,24.603018275446768,0
243.9966666666666,65.86169952882888,1
243.9633333333333,96.99007430814251,0
243.94666666666663,100.0,0
243.91333333333333,91.67590488561798,0
243.89,99.07300654103969,1
243.86666666666665,99.07300654103969,0
243.85,100.0,0
243.33666666666667,95.0612461296213,0
243.31666666666663,100.0,0
243.31666666666663,100.0,1
243.2866666666666,100.0,0
243.27999999999997,85.75895175068598,0
243.26999999999995,84.34089184237841,1
243.26,75.26046225985358,1
243.25,75.26046225985358,0
243.27666666666667,77.52234619578424,1
243.29333333333332,89.02189991712179,1
243.31,99.60371264094181,1
243.5533333333333,90.92470966997251,1
243.67333333333332,42.05776173905254,0
243.72666666666672,42.05776173905257,1
243.76333333333335,5.4375782736624965,1
243.85666666666668,41.903373211795305,0
243.9,11.12594936770667,1
