sma10_current,adi14_previous,class
242.71,29.49350703497163,1
243.01,27.33001566438905,1
243.12000000000003,28.138500306321497,0
243.22000000000003,28.88923604525876,1
243.32,29.839196304385656,1
243.44,30.127138022428827,0
243.55,30.39451247489746,0
243.64000000000004,30.64278875218976,0
243.71,29.65413273155519,0
243.7,28.7360949981088,1
243.68,26.808864225706376,1
243.7,23.357547893495926,1
243.7,24.263916931273553,0
243.6,23.099130809294962,1
243.59,20.347613516425785,1
243.59,17.624687130911788,1
243.56,16.909175483037668,1
243.57,16.711535284196447,1
243.58,17.33874074742248,0
243.59,18.274806785425405,1
243.63,18.52174525658243,0
243.66000000000003,18.167628804815713,1
243.67,17.838806385318048,0
243.63,14.047811285716715,0
243.5,12.590495292347144,1
243.49,11.723718980900244,0
243.48,11.781263603796566,1
243.53,11.993563461893716,1
243.51,10.348523684005812,0
243.51,9.84139887985757,1
243.49,9.479940862592802,1
243.48999999999995,9.669916171077272,1
243.51,9.846321814670004,0
245.44,36.52739609974017,1
245.65,36.066683634769795,0
245.79,35.901222962108825,0
245.17,30.784253475909622,0
245.19,30.407514357618858,1
245.14,28.696111592936987,1
245.19,27.828190657430497,1
245.38,27.777909474020287,0
246.39,20.94931758949373,0
246.3,21.726828807740823,0
245.78000000000003,20.850100747130746,0
245.76,21.022582531595226,0
245.79,18.96465301825261,1
246.14,17.64296552108821,1
246.22,18.029949940459744,0
246.21000000000004,17.774539048536305,1
246.47000000000003,19.521597386233346,1
246.52000000000004,17.83628053099605,0
246.49,16.85596897350981,1
246.45,16.43903175848917,0
243.4,27.351905880629463,0
243.41000000000003,24.396514368889193,1
243.40000000000003,23.5180218814308,0
243.42,20.313481744341985,0
243.46,18.921429054368943,0
243.49,18.333946911158463,0
243.47,17.202181312156974,1
243.49,16.527741506593383,0
243.43,16.255569177702306,1
243.45,15.199733703992365,0
243.45,14.799968119111641,1
243.47,14.428757218865249,0
243.48,14.084061382922178,0
243.48,14.132824171475516,1
243.54,13.345742014891947,0
243.57,12.614880012350055,1
243.64,11.936222438561153,0
243.67,12.060965966298456,0
243.40000000000003,10.508742724530194,0
243.42,10.551203324066408,0
243.44,11.592449135621335,0
243.44,12.559320246350902,0
243.47,12.074671102857986,1
243.51,11.62463975532885,0
243.6,10.818716270723105,1
243.63,10.894874503855435,1
243.67,10.965592863192592,0
243.66,11.471529205555143,0
243.64999999999995,11.941327237748899,1
243.64999999999995,12.816823244868123,0
243.67,13.62978382290741,0
243.67,15.187370909879633,0
243.67,17.210901329108648,1
243.32,14.66350116158429,1
243.34,13.647362654291612,0
243.3,18.43783559312172,1
243.44,19.612686809556244,0
243.58,21.5913002090508,0
243.71,23.42858408001002,1
244.17,28.103873545614746,1
244.36000000000004,29.967589134721035,0
244.53000000000003,31.34619330779241,0
244.53000000000003,32.62632575421583,0
243.09,20.223506211936744,0
243.38,14.575185601099449,1
243.39,14.166002276412636,1
243.42,13.78604633206057,1
243.48,12.916829735310811,0
243.54,13.554546592099786,1
243.75,15.423272252521436,1
244.22,22.18564036177448,0
244.3,24.034625244078985,0
244.32,24.433777777973873,0
244.36000000000004,24.804419416590573,0
244.41,24.335039209540483,1
244.4,23.89918616013681,1
244.37,22.6391366890462,1
244.31,22.225102817930544,1
244.28000000000003,21.3864821100137,0
244.26,21.278555190048625,0
244.23,21.17833733579531,1
244.22,20.594244309146553,0
244.2,19.582386587333122,0
243.42,26.633500708305892,1
243.48,24.21716023652717,0
243.52000000000004,22.662838967734423,0
243.57,21.31852480705852,0
243.63,20.07023308643088,1
243.7,18.85586140719128,0
243.77000000000004,17.7821959635366,0
243.09,29.25380614078433,0
243.13,26.561938597080665,0
243.13,26.561938597080665,1
243.4,22.64447630571141,0
243.48999999999995,22.225217024745675,0
243.52,21.40025334139247,1
243.56,20.250489922857888,1
243.64,19.182852462790052,0
243.72000000000003,18.491834369966604,1
243.78000000000003,18.068313226042694,1
243.83,17.981200619141127,1
244.28,24.98727059245132,1
244.45,25.77062932335507,0
244.5,26.14294611517559,1
244.53,26.186910541257912,1
244.62,25.845676933774147,0
244.61,26.037022757697486,1
