sma100_current,uosc_current,class
243.29500000000004,21.73981761800549,1
243.296,25.79184034575511,1
243.302,27.410741074107047,0
243.308,25.458241947805533,1
243.312,22.059716360914866,1
243.31600000000003,22.53823196687541,0
243.318,17.008123195731017,0
243.32100000000003,18.001621612297242,0
243.323,21.294207393056475,0
243.32000000000005,18.823053158624145,1
243.31700000000004,18.40018779047218,1
243.31800000000004,24.898530091291583,1
243.321,20.041599065123695,0
243.318,22.632547091945906,1
243.321,15.68505663134856,1
243.324,17.598505696236007,1
243.32800000000003,25.244667205092536,1
243.33300000000003,25.249840853002485,1
243.341,24.48608887900327,0
243.34600000000003,20.68233353947642,1
243.34900000000002,23.03139518331161,0
243.353,25.313688402191204,1
243.357,27.7983641514426,0
243.366,32.136985555576594,0
243.372,31.831787260358386,1
243.375,33.67464714709917,0
243.377,30.50520907663741,1
243.378,27.385426892815772,1
243.38600000000002,38.083953960731904,0
243.38800000000003,45.29616724738735,1
243.389,38.155061019383176,1
243.392,41.79587880618865,1
243.396,42.747729538901595,0
243.568,11.016211916399515,1
243.59099999999995,10.700751923449292,0
243.61299999999997,11.397583103340258,0
243.75,25.58364296705452,0
243.76999999999995,26.44745501293643,1
243.81399999999996,20.504068649828078,1
243.838,20.10329201522816,1
243.921,16.042671807504803,0
245.595,18.091746962714303,0
245.641,13.347815385319764,0
245.68400000000003,25.024668661996568,0
245.689,22.66507885341846,0
245.715,19.125336279995143,1
245.768,18.533360537814385,1
245.786,23.974840469084764,0
245.801,26.17734288287027,1
245.87,21.78115975099018,1
245.893,21.20493225785105,0
245.90500000000003,22.597534560382535,1
245.915,17.862198395321165,0
244.886,42.98227227399214,0
244.799,40.04091994637346,1
244.766,38.65157398992244,0
244.67400000000006,29.467876039305487,0
244.6490000000001,25.602943840185226,0
244.59900000000005,31.432506261682025,0
244.57500000000005,33.68136187095412,1
244.548,33.28713458506989,0
244.396,30.263857267044934,1
244.365,35.26533304614739,0
244.344,35.51621465746649,1
244.317,35.2383180954608,0
244.292,30.00099267330749,0
244.267,33.81157340985156,1
244.247,41.478646253021104,0
244.223,35.67655987503232,1
244.201,42.090403875300176,0
244.176,44.50969795231997,0
243.892,24.090984102535906,0
243.866,23.367220712535282,0
243.84099999999998,22.030616651112343,0
243.815,20.930118181710338,0
243.791,23.598901098901,1
243.769,20.58849779661936,0
243.743,19.07207006191723,1
243.72599999999997,23.222917307625213,1
243.711,30.54741988643785,0
243.69400000000002,35.26624442880442,0
243.681,35.5825206580791,1
243.667,38.38355303274524,0
243.654,40.77758625813279,0
243.643,37.97508151814147,0
243.62099999999995,39.402789901124265,1
243.406,23.64773866535798,1
243.393,26.14139814600563,0
243.42999999999995,40.707841220730856,1
243.44400000000002,38.199920714206435,0
243.457,34.934560388860234,0
243.47100000000003,31.093998491570744,1
243.525,22.414338104076982,1
243.543,21.35090829231859,0
243.56,19.118047448054604,0
243.571,19.248889408464443,0
243.529,19.21139380253013,0
243.51800000000003,46.43433231459743,1
243.51500000000004,56.2979917565609,1
243.51700000000002,56.73128261177804,1
243.52599999999998,56.45098948670705,0
243.53200000000004,43.778893660313855,1
243.552,27.796629444037556,1
243.589,21.582156528700303,0
243.59900000000002,24.40108987600564,0
243.604,21.897842594564352,0
243.611,23.470062016355136,0
243.614,22.459849038908096,1
243.618,17.539360562863887,1
243.63200000000003,21.363808605188233,1
243.641,21.907519585081612,1
243.65200000000004,22.359463608892398,0
243.664,21.19047920468336,0
243.67500000000004,22.151191698592022,1
243.683,28.53547406734099,0
243.69,26.705413759481825,0
243.66600000000003,32.89703926646609,1
243.66800000000003,36.99339763163145,0
243.67000000000004,30.552163548508094,0
243.67300000000003,27.50345713227412,0
243.676,25.68820737495389,1
243.68,25.71765347360269,0
243.68400000000003,23.572125142941925,0
243.65,31.488374427887784,0
243.647,28.90510468289171,0
243.647,28.90510468289171,1
243.618,20.766228061634067,0
243.61000000000004,21.60682454800091,0
243.59600000000003,20.9438278518816,1
243.584,22.39925482890425,1
243.578,30.2793265847447,0
243.56600000000003,27.290729283839113,1
243.569,31.71212972033501,1
243.576,33.113674577969014,1
243.646,25.780138262747503,1
243.687,23.77513642819716,0
243.705,21.334289747762075,1
243.718,18.502682733675357,1
243.74400000000009,17.408876232405245,0
243.7510000000001,19.015269484327774,1
