sma200_previous,stoch_rsi_14_previous,class
243.0835,83.93754063278692,1
243.101,100.0,1
243.1065,95.6193041181328,0
243.112,100.0,1
243.1185,100.0,1
243.1245,91.26723929384715,0
243.1325,100.0,0
243.139,91.04485588976624,0
243.1455,91.04485588976627,0
243.152,80.65900828262838,1
243.157,47.10473139803854,1
243.17,21.14328396361089,1
243.1845,37.71240329969313,0
243.2035,0.0,1
243.215,30.89166434935492,1
243.22550000000004,0.0,1
243.231,19.99722085346585,1
243.238,52.247124095496886,1
243.2445,65.41630055570515,0
243.249,77.31529121644729,1
243.253,42.492268864146226,0
243.2575,73.85038129375035,1
243.2625,73.85038129375035,0
243.2855,0.0,0
243.2935,24.28660159413655,1
243.297,59.07453707633842,0
243.301,81.57748574983876,1
243.3175,100.0,1
243.3445,43.946570765172176,0
243.3475,21.344353790494136,1
243.3505,85.1606708297445,1
243.354,47.872566859533435,1
243.358,100.0,0
243.5165,70.48002307213666,1
243.5275,51.17347630761283,0
243.5395,60.38213367781202,0
243.5915,35.33658083910636,0
243.5955,56.738923307686385,1
243.5995,9.551159609367305,1
243.6045,27.14521603864653,1
243.6315,100.0,0
244.579,0.0,0
244.6355,28.756051257656274,0
244.771,100.0,0
244.78800000000004,96.13692187877035,0
244.8385,84.15408982058239,1
244.89,100.0,1
244.909,100.0,0
244.928,100.0,1
245.0005,100.0,1
245.0285,31.103224557005788,0
245.0415,45.14023347990386,1
245.0535,0.0,0
245.218,78.71121629459716,0
245.1855,2.7141294901922466,1
245.17050000000003,2.7141294901922466,0
245.13500000000005,24.515437246073876,0
245.1265,46.63159785095691,0
245.11,62.11121912149045,0
245.10050000000004,16.70862091603072,1
245.094,59.7656923986028,0
245.0415,3.608995139268009,1
245.024,83.94939056617491,0
245.016,83.94939056617491,1
245.007,83.94939056617491,0
244.998,100.0,0
244.98800000000003,100.0,1
244.978,48.37268506164109,0
244.971,90.97026693738823,1
244.963,60.409908302721284,0
244.958,96.68050150455852,0
244.8935,54.67971582219765,0
244.8865,99.72813516405235,0
244.8795,99.72813516405235,0
244.873,87.71818431464987,0
244.865,61.85059786979043,1
244.859,74.8558425022343,0
244.8475,74.8558425022343,1
244.841,74.8558425022343,1
244.833,88.80712605132376,0
244.824,100.0,0
244.815,84.38039864214826,1
244.807,64.67527056395471,0
244.7985,64.67527056395471,0
244.789,59.37525096117794,0
244.7695,4.7328939332397075,1
244.5765,91.20842341977463,1
244.566,100.0,0
244.455,100.0,1
244.4475,88.98375557720291,0
244.44100000000003,97.33353953636237,0
244.435,99.9887940515733,1
244.4175,100.0,1
244.412,95.14327495117088,0
244.406,87.29779602613846,0
244.3975,87.29779602613846,0
244.1475,87.31825139682074,0
244.0465,73.55320541789546,1
244.033,84.7822423933027,1
244.0185,45.24559670624518,1
244.00600000000003,100.0,0
243.996,100.0,1
243.9705,88.89314561000013,1
243.949,83.20548203416988,0
243.9405,83.20548203416988,0
243.933,73.46664913090882,0
243.92550000000003,46.57993017179693,0
243.917,46.57993017179693,1
243.9075,12.782206237349241,1
243.88550000000004,28.03718340851975,1
243.874,28.03718340851975,1
243.8625,28.03718340851975,0
243.8525,41.98050090227376,0
243.841,54.74475354537572,1
243.82800000000003,19.791215705546048,0
243.815,24.603018275446768,0
243.68,65.86169952882888,1
243.6665,96.99007430814251,0
243.661,100.0,0
243.6565,91.67590488561798,0
243.652,99.07300654103969,1
243.6485,99.07300654103969,0
243.6455,100.0,0
243.5275,95.0612461296213,0
243.5315,100.0,0
243.5315,100.0,1
243.541,100.0,0
243.5445,85.75895175068598,0
243.5475,84.34089184237841,1
243.5505,75.26046225985358,1
243.5545,75.26046225985358,0
243.5655,77.52234619578424,1
243.5685,89.02189991712179,1
243.5715,99.60371264094181,1
243.5975,90.92470966997251,1
243.609,42.05776173905254,0
243.61550000000003,42.05776173905257,1
243.6205,5.4375782736624965,1
243.6315,41.903373211795305,0
243.6345,11.12594936770667,1
