sma30_previous,mom10_current,class
243.07,0.30000000000001137,1
243.02,0.8000000000000114,1
243.02,1.0,0
243.03333333333336,1.1000000000000227,1
243.0533333333333,1.0,1
243.07333333333332,1.200000000000017,0
243.09333333333333,0.9000000000000057,0
243.11,0.8000000000000114,0
243.1266666666667,0.19999999999998866,0
243.15,-0.19999999999998866,1
243.16666666666663,-0.09999999999999433,1
243.18666666666664,0.19999999999998866,1
243.23666666666665,-0.09999999999999433,0
243.29666666666668,-0.19999999999998866,1
243.35,0.0,1
243.40666666666667,-0.5,1
243.42666666666665,0.0,1
243.46,0.0,1
243.4933333333333,0.30000000000001137,0
243.53333333333333,0.2999999999999829,1
243.56666666666663,0.30000000000001137,0
243.6033333333333,0.20000000000001705,1
243.63333333333333,0.2999999999999829,0
243.64,-0.09999999999999433,0
243.59666666666664,-0.19999999999998866,1
243.58666666666667,-0.09999999999999433,0
243.58333333333331,0.09999999999999433,1
243.60333333333335,0.19999999999998866,1
243.56333333333333,-0.19999999999998866,0
243.56333333333333,-0.09999999999999433,1
243.57,-0.19999999999998866,1
243.57,0.19999999999998866,1
243.57,0.09999999999999433,0
243.98666666666665,1.6999999999999886,1
244.03333333333333,1.5999999999999943,0
244.1,-0.8999999999999773,0
244.4766666666666,0.5,0
244.54666666666665,-0.19999999999998866,1
244.64666666666665,0.2999999999999829,1
244.7,0.5999999999999943,1
244.9533333333333,0.5,0
246.16666666666663,-0.30000000000001137,0
246.22,-0.3999999999999773,0
246.15,0.10000000000002274,0
246.15,-0.09999999999999433,0
246.1133333333333,0.7999999999999828,1
246.09000000000003,0.8000000000000114,1
246.0966666666667,0.09999999999999433,0
246.11000000000004,0.0,1
246.10666666666668,0.30000000000001137,1
246.11,-0.09999999999999433,0
246.11666666666667,-0.30000000000001137,1
246.1233333333333,-0.4000000000000057,0
243.13333333333333,-0.09999999999999433,0
243.1266666666667,-0.19999999999998866,1
243.17333333333332,0.0,0
243.23666666666665,0.19999999999998866,0
243.25666666666663,0.3999999999999773,0
243.30666666666667,-0.4000000000000057,0
243.31666666666663,0.2999999999999829,1
243.33333333333331,0.19999999999998866,0
243.41333333333333,-0.2999999999999829,1
243.44000000000003,0.0,0
243.44666666666672,0.09999999999999433,1
243.45000000000007,0.0,0
243.46000000000004,0.30000000000001137,0
243.4733333333334,0.30000000000001137,1
243.47333333333336,0.5,0
243.48666666666668,0.4000000000000057,1
243.49000000000007,0.5999999999999943,0
243.51,0.0,0
243.4933333333333,0.20000000000001705,0
243.50333333333333,0.30000000000001137,0
243.50666666666663,0.19999999999998866,0
243.51,0.19999999999998866,0
243.5133333333333,0.4000000000000057,1
243.51333333333332,0.4000000000000057,0
243.51333333333335,0.19999999999998866,1
243.51666666666668,0.2999999999999829,1
243.5333333333334,0.0,0
243.55000000000007,-0.10000000000002274,0
243.5666666666667,0.0,1
243.58,0.19999999999998866,0
243.58333333333331,0.09999999999999433,0
243.58666666666664,0.0,0
243.58333333333331,0.0,1
243.52,0.19999999999998866,1
243.51,0.30000000000001137,0
243.37,0.9000000000000057,1
243.38,1.1999999999999886,0
243.41,1.5999999999999943,0
243.44666666666663,1.200000000000017,1
243.5533333333333,2.200000000000017,1
243.59666666666664,1.6999999999999886,0
243.63333333333333,0.09999999999999433,0
243.67,0.4000000000000057,0
243.61999999999995,1.1999999999999886,0
243.58,0.19999999999998866,1
243.54,0.0,1
243.50666666666663,0.19999999999998866,1
243.48,0.7999999999999828,0
243.45,0.5,1
243.38,0.8000000000000114,1
243.50333333333336,0.9000000000000057,0
243.55000000000007,0.4000000000000057,0
243.59000000000003,0.4000000000000057,0
243.63,0.6000000000000227,0
243.69666666666672,0.09999999999999433,1
243.7433333333333,-0.30000000000001137,1
243.83666666666664,-0.6000000000000227,1
243.87,-0.4000000000000057,1
243.9,-0.2999999999999829,0
243.92,-0.09999999999999433,0
243.95666666666665,-0.10000000000002274,1
243.98333333333332,-0.10000000000002274,0
244.00666666666663,-0.09999999999999433,0
243.9966666666666,0.19999999999998866,1
243.9633333333333,0.5,0
243.94666666666663,0.4000000000000057,0
243.91333333333333,0.5999999999999943,0
243.89,0.5999999999999943,1
243.86666666666665,0.8000000000000114,0
243.85,0.5,0
243.33666666666667,-0.09999999999999433,0
243.31666666666663,0.5999999999999943,0
243.31666666666663,0.5999999999999943,1
243.2866666666666,0.8999999999999773,0
243.27999999999997,0.3999999999999773,0
243.26999999999995,0.4000000000000057,1
243.26,0.5,1
243.25,0.4000000000000057,0
243.27666666666667,0.5,1
243.29333333333332,0.30000000000001137,1
243.31,0.2999999999999829,1
243.5533333333333,1.0,1
243.67333333333332,0.7999999999999828,0
243.72666666666672,0.4000000000000057,1
243.76333333333335,0.19999999999998866,1
243.85666666666668,-0.09999999999999433,0
243.9,-0.7999999999999828,1
