stochk_14_current,stoch_rsi_14_current,class
55.55555555555623,100.0,1
75.04713423831045,95.6193041181328,1
80.02450980392116,100.0,0
82.10784313725487,100.0,1
85.60924369747927,91.26723929384715,1
86.30952380952391,100.0,0
88.09523809523813,91.04485588976624,0
87.91208791208794,91.04485588976624,0
89.92673992674055,80.65900828262838,0
84.61538461538484,47.10473139803856,1
74.35897435897455,18.114273800187064,1
58.13908313908306,87.27427147493471,1
68.18181818181891,50.63369496578653,0
47.222222222223365,16.25870698135886,1
37.50000000000088,0.0,1
37.50000000000088,19.99722085346585,1
33.333333333334515,52.247124095496886,1
45.83333333333361,65.41630055570515,1
62.500000000000284,77.31529121644724,0
75.00000000000058,42.492268864146226,1
75.00000000000058,73.85038129375035,0
70.83333333333421,73.85038129375035,1
70.83333333333421,48.20598456844496,0
16.6666666666659,34.68016337260493,0
31.48148148148163,59.07453707633842,1
29.62962962962989,81.57748574983876,0
49.735449735449656,81.57748574983876,1
85.71428571428288,100.0,1
33.333333333334735,21.344353790494093,0
34.92063492063627,85.16067082974463,1
42.06349206349282,47.872566859533364,1
44.44444444444502,100.0,1
61.111111111110056,100.0,0
47.91666666666654,51.17347630761281,1
44.27083333333314,60.38213367781202,0
43.74999999999983,53.64109123823603,0
32.555018786902735,56.73892330768643,0
45.005611672278064,28.074346063089763,1
59.44055944055873,27.14521603864653,1
62.820512820511986,55.02432458915143,1
81.1463046757168,49.9573019241618,0
26.666666666666387,0.0,0
8.88888888888836,40.685717256242974,0
54.761904761904546,96.13692187877035,0
70.89947089947083,83.65620794864253,0
61.904761904761756,88.33454660443716,1
73.01587301587256,100.0,1
79.36507936507894,100.0,0
85.71428571428531,90.65426261383531,1
82.664995822891,45.71769207521586,1
58.333333333333705,45.14023347990386,0
49.99999999999997,0.0,1
42.42424242424193,0.0,0
66.66666666666761,92.20395515751265,0
62.247474747475366,2.7141294901922466,1
51.13636363636466,25.70314745084002,0
45.83333333333361,46.63159785095691,0
45.83333333333361,83.19099685973963,0
54.166666666666366,16.708620916030778,0
50.0,59.765692398602866,1
54.166666666666366,37.79479690772285,0
46.6666666666659,28.476996527708703,1
56.66666666666533,83.94939056617491,0
66.66666666666477,83.94939056617491,1
79.99999999999828,100.0,0
83.33333333333142,100.0,0
86.66666666666458,48.37268506164109,1
83.33333333333144,90.97026693738823,0
86.66666666666553,60.409908302721284,1
79.74358974358908,96.68050150455852,0
84.61538461538456,54.879864698513906,0
36.3636363636362,99.72813516405235,0
54.54545454545517,99.72813516405235,0
66.66666666666752,87.71818431464987,0
75.757575757577,61.85059786979043,0
63.63636363636465,74.8558425022343,1
54.54545454545517,74.8558425022343,0
51.51515151515144,74.8558425022343,1
48.48484848484856,88.80712605132376,1
48.48484848484856,100.0,0
56.666666666667226,84.38039864214826,0
61.515151515151814,64.67527056395471,1
57.61904761904742,64.67527056395471,0
43.80952380952266,59.37525096117794,0
38.095238095236546,4.7328939332397075,0
36.507936507934886,4.7328939332397075,1
66.66666666666802,100.0,1
76.19047619047716,100.0,0
42.31884057970973,88.98375557720291,1
51.7632850241545,97.33353953636237,0
71.20772946859908,99.9887940515733,0
68.88888888888879,92.37089664886213,1
72.22222222222223,95.14327495117088,1
77.7777777777778,87.29779602613846,0
79.99999999999993,87.29779602613846,0
75.55555555555544,84.26482981448916,0
71.75925925925921,91.96335811126708,0
68.68945868945805,84.7822423933027,1
66.83760683760579,45.24559670624518,1
54.456654456653865,100.0,1
54.68975468975446,100.0,0
62.77056277056304,73.35173393948969,1
69.1142191142188,100.0,1
77.1929824561402,83.20548203416988,0
78.94736842105239,73.46664913090882,0
75.43859649122804,46.5799301717969,0
68.73065015479894,46.57993017179693,0
62.919246646027176,12.782206237349241,1
50.26260504201707,0.0,1
34.98168498168489,28.03718340851975,1
35.89743589743573,28.03718340851975,1
32.30769230769172,41.98050090227376,0
32.82051282051253,54.74475354537569,0
36.66666666666652,19.791215705546048,1
38.33333333333298,24.603018275446768,0
29.166666666665826,0.0,0
20.00000000000044,89.5093114708942,1
47.22222222222239,100.0,0
62.777777777778084,91.67590488561798,0
76.1111111111116,99.07300654103969,0
83.33333333333431,99.07300654103969,1
83.93939393939486,100.0,0
87.272727272728,91.60310406029741,0
62.35294117647146,89.38507814669218,0
69.49494949494998,90.51016299775259,0
69.49494949494998,90.51016299775259,1
80.21978021978012,85.75895175068598,0
85.71428571428595,84.34089184237841,0
85.71428571428595,75.26046225985358,1
76.19047619047636,75.26046225985358,1
71.42857142857117,96.12914387171419,0
76.6233766233772,89.02189991712179,1
80.08658008658112,99.60371264094181,1
81.81818181818281,100.0,1
64.10256410256358,42.05776173905254,1
56.410256410255954,42.05776173905254,0
48.71794871794831,5.437578273662547,1
43.16239316239307,0.0,1
37.37373737373759,11.125949367706623,0
38.38383838383855,11.12594936770667,1
