ema10_current,adi14_current,class
242.7479209911617,28.5086304682157,1
243.19277496110772,28.138500306321486,1
243.33424129512343,28.889236045258755,0
243.44716267918275,29.839196304385656,1
243.52137108432208,30.1271380224288,1
243.62409828516158,30.39451247489746,0
243.6871421966221,30.64278875218976,0
243.7330759820916,29.654132731555194,0
243.74682875538662,28.736094998108808,0
243.68094518336272,26.808864225706376,1
243.62421664429863,25.01929279418984,1
243.6797099783551,23.82751702419544,1
243.70511265958461,24.669145416417518,0
243.5862533612204,21.868108022296845,1
243.5521236878136,18.93572576097408,1
243.5200166835776,16.909175483037668,1
243.5442695279754,16.71153528419644,1
243.5935897757516,17.33874074742247,1
243.65212452393232,18.274806785425397,0
243.66365295426186,18.521745256582424,1
243.69973851948325,18.167628804815713,0
243.72643927452896,17.838806385318048,1
243.72445593202275,16.68817326665854,0
243.5840360620896,14.074892976867886,0
243.45028644571119,11.723718980900257,1
243.47468329362832,11.781263603796566,0
243.4946443510149,12.217731914307196,1
243.5875123366237,12.321318526539313,1
243.45672908434034,9.841398879857568,0
243.48277834173297,9.479940862592802,1
243.48026195569247,9.669916171077269,1
243.52021432738465,9.846321814669997,1
243.5585502281311,10.01012705514896,0
245.50810452669404,36.066683634769795,1
245.5659307410485,35.901222962108825,0
245.55711287366313,35.747580908923624,0
245.22668104841838,30.407514357618858,0
245.24565936352226,29.630795677328607,1
245.2036240059114,27.828190657430497,1
245.25344772369567,27.49926336354553,1
245.45208632206402,28.178075905958515,0
246.32841625520317,20.97154111331691,0
246.21236019291774,22.22618143909097,0
245.83872175958703,21.022582531595226,0
245.86239747939118,20.640385946514307,0
245.92871817021057,18.443075284331172,1
246.2231095049664,18.029949940459744,1
246.29604361787418,17.77453904853629,0
246.29393916176159,17.75913036032934,1
246.5462437742421,18.89200066982739,1
246.49611484768258,16.85596897350981,0
246.4338043895158,16.43903175848917,1
246.36181748906208,16.289187371129106,0
243.37641283585307,26.36142655977246,0
243.40324521285584,23.5180218814308,1
243.3998313758376,22.27543432637408,0
243.4354882885344,18.921429054368936,0
243.4948765202517,18.61680868381536,0
243.50019558876545,17.202181312156945,0
243.512694248719,16.52774150659339,1
243.51603380013188,15.901475972855765,0
243.36358347007842,16.360571372737304,1
243.4473852914805,14.799968119111641,0
243.4751334203021,14.428757218865249,1
243.52166584960904,14.084061382922178,0
243.57509585708831,14.132824171475525,0
243.5614420648904,13.34574201489194,1
243.6217590248139,12.614880012350055,0
243.6262742334359,11.936222438561153,1
243.69580914285018,12.060965966298456,0
243.6868606936474,11.728211985074987,0
243.4252531685399,10.551203324066408,0
243.49903655271262,11.592449135621324,0
243.54122295794483,12.559320246350902,0
243.53372787468217,12.074671102857986,0
243.55424874696445,11.624639755328849,1
243.57386234987632,11.206753504051797,0
243.6058634087236,10.894874503855425,1
243.63145054754384,10.965592863192587,1
243.67339109580487,11.471529205555123,0
243.67540528006856,11.941327237748927,0
243.6770532490116,12.816823244868123,1
243.6812253855549,13.6297838229074,0
243.69028654845218,15.187370909879636,0
243.67387081236998,16.633701776353846,0
243.6494507091071,17.047087438593024,1
243.37911578236424,13.647362654291616,1
243.4067423276598,12.703805468948413,0
243.45403016580346,19.612686809556244,1
243.68373967573535,21.5913002090508,0
243.90804745658886,23.42858408001002,0
244.03420275169705,24.812100966834027,1
244.48232238160404,29.967589134721035,1
244.5391886620677,31.34619330779241,0
244.58006802217602,32.62632575421583,0
244.54732838178035,32.74811854588482,0
243.27546065841813,19.198150644333147,0
243.39236570386976,14.166002276412605,1
243.3965775560289,13.786046332060563,1
243.46021666806632,12.916829735310724,1
243.59348370013961,13.554546592099767,0
243.66615672638144,14.14671224483238,1
243.90245075355125,16.677219901394473,1
244.3934105803183,24.034625244078974,0
244.435380861344,24.433777777973873,0
244.41641375591598,24.80441941659055,0
244.40654281174577,24.33503920954046,0
244.3831085648328,23.89918616013681,1
244.31062866381862,23.085019319478427,1
244.2660992276292,22.225102817930544,1
244.23713839633845,21.386482110013713,1
244.24009638387054,21.2785551900486,0
244.2635221719869,21.178337335795323,0
244.24350129121933,20.594244309146546,1
244.23276816722571,19.582386587333122,0
244.20298090382286,18.642804417077798,0
243.44774812135643,25.380583426642843,1
243.58341676266312,22.66283896773444,0
243.63409072635716,21.318524807058505,0
243.69655685860582,20.07023308643088,0
243.750489310581,18.85586140719128,1
243.8156214786961,17.7821959635366,0
243.850729616245,16.7852209087144,0
243.0978024922157,28.047482860480557,0
243.2223334674884,25.182504638209327,0
243.2223334674884,25.182504638209327,1
243.54469389076928,22.225217024745675,0
243.59834555003025,21.40025334139247,0
243.60711775406742,20.250489922857888,1
243.61711881023328,19.182852462790045,1
243.6911421403653,18.512652009814406,0
243.76636016075832,18.068313226042694,1
243.8257829214331,17.981200619141127,1
243.90794138184967,18.19813323954607,1
244.52553845914827,25.539220006270078,1
244.59302423718844,26.142946115175576,0
244.55386609474056,26.186910541257912,1
244.49799819973958,25.63961220031826,1
244.53205045954988,26.037022757697468,0
244.50521748676903,25.60473829445279,1
