ema200_previous,sma100_previous,class
243.18028035080428,243.301,1
243.1885337173301,243.291,1
243.1933459797288,243.296,0
243.2010954335464,243.302,1
243.209079250263,243.308,1
243.21583286519532,243.312,0
243.2251322735149,243.31600000000003,0
243.2328769176945,243.318,0
243.24054450073783,243.32100000000003,0
243.24714076454683,243.323,1
243.25021911142517,243.32000000000005,1
243.2582121099501,243.31400000000005,1
243.27440708951042,243.31900000000005,0
243.2898420512497,243.31800000000004,1
243.2985633976934,243.32,1
243.30382540270813,243.322,1
243.307490484158,243.324,1
243.31357635472497,243.32800000000003,1
243.32044095829545,243.33300000000003,0
243.32760933844415,243.341,1
243.3325606057296,243.34600000000003,0
243.33861336749587,243.34900000000002,1
243.34476163872287,243.353,0
243.3645936479768,243.36300000000003,0
243.36708943313937,243.36900000000003,1
243.36950207796414,243.372,0
243.37304147719482,243.375,1
243.3858355976397,243.377,1
243.40058643874156,243.38500000000008,0
243.40151501920658,243.38600000000002,1
243.40442440981647,243.38800000000003,1
243.40646556233645,243.389,1
243.41063219057838,243.392,0
243.61502808479324,243.551,1
243.63323011555946,243.568,0
243.6555426029863,243.59099999999995,0
243.7669883818001,243.72600000000003,0
243.78647319094304,243.75,1
243.81569136677163,243.792,1
243.83102294148858,243.81399999999996,1
243.89069443206319,243.89200000000002,0
245.16937120108838,245.59000000000003,0
245.221268953558,245.627,0
245.3142976184791,245.679,0
245.3294006245415,245.68400000000003,0
245.3628215401603,245.703,1
245.4044781685112,245.748,1
245.4212968492035,245.768,0
245.43794817983886,245.786,1
245.50779196801182,245.854,1
245.5331418154762,245.881,0
245.54581640464676,245.893,1
245.55606335685874,245.90500000000003,0
244.84953514904828,244.915,0
244.79956980428062,244.831,1
244.77997663331814,244.799,0
244.7292339831289,244.701,0
244.7143552881337,244.67400000000006,0
244.68815692543944,244.62500000000003,0
244.67238046061885,244.59900000000005,1
244.6596854409755,244.57500000000005,0
244.5701668429261,244.41600000000003,1
244.54258095555105,244.38,0
244.53071026543304,244.365,1
244.51864621974252,244.344,0
244.5076972391832,244.317,0
244.49754075668758,244.292,1
244.4845002590923,244.267,0
244.4755090079956,244.247,1
244.46430570044043,244.223,0
244.4571333588858,244.201,0
244.34275097974185,243.917,0
244.33517016923562,243.892,0
244.3276647896797,243.866,0
244.31939480158763,243.84099999999998,0
244.30874984434516,243.815,1
244.2998287757349,243.791,0
244.2824062421525,243.75899999999996,1
244.2735915629912,243.743,1
244.2653924091177,243.72599999999997,0
244.25795839184812,243.711,0
244.24960332002442,243.69400000000002,1
244.2416428551354,243.681,0
244.2336058629061,243.667,0
244.22533736885697,243.654,0
244.206912047493,243.631,1
244.03533324343348,243.414,1
244.02673608962624,243.406,0
243.91534511552524,243.421,1
243.9138514134928,243.42999999999995,0
243.9176591704376,243.44400000000002,0
243.92357482495086,243.457,1
243.93922171625272,243.505,1
243.94607357889316,243.525,0
243.94971645322295,243.543,0
243.95254440031627,243.56,0
243.76985276004143,243.529,0
243.71240866033918,243.518,1
243.7060902707865,243.51800000000003,1
243.698528254014,243.51500000000004,1
243.69464949960042,243.51700000000002,0
243.69556811899145,243.52599999999998,1
243.6937768964984,243.54500000000004,1
243.71981376774227,243.581,0
243.7259243286216,243.589,0
243.7312905349166,243.59900000000002,0
243.7346132963731,243.604,0
243.737591523634,243.611,1
243.73923362002532,243.614,1
243.73956739287001,243.625,1
243.74056688508657,243.63200000000003,1
243.7415564321067,243.641,0
243.74399836560193,243.65200000000004,0
243.74694381828903,243.664,1
243.7474027053993,243.67500000000004,0
243.74785702646872,243.683,0
243.68039544231635,243.66600000000003,1
243.67659891617447,243.66600000000003,0
243.67710871712399,243.66800000000003,0
243.6769298924438,243.67000000000004,0
243.67774787198908,243.67300000000003,1
243.67886918432689,243.676,0
243.6811301001497,243.68,0
243.5457242263327,243.64499999999995,0
243.5421211103425,243.657,0
243.5421211103425,243.657,1
243.54739633339383,243.62500000000003,0
243.5500049294603,243.618,0
243.55243183340087,243.61000000000004,1
243.55383956416782,243.59600000000003,1
243.55554475955554,243.584,0
243.5647780571777,243.571,1
243.5690480145738,243.56600000000003,1
243.57427050970742,243.569,1
243.6285425804848,243.63100000000003,1
243.65134221634617,243.669,0
243.6628061645771,243.687,1
243.6707037612065,243.705,1
243.68957198410823,243.733,0
243.69757533526607,243.74400000000009,1
