stochk_14_current,cci20_previous,class
55.55555555555623,-21.93861004597612,1
75.04713423831045,98.46214934662865,1
80.02450980392116,99.44153633195806,0
82.10784313725487,109.86786369240049,1
85.60924369747927,117.85839417655228,1
86.30952380952391,102.54540268262848,0
88.09523809523813,101.5148840559035,0
87.91208791208794,100.2514032848662,0
89.92673992674055,89.62036625169803,0
84.61538461538484,68.31116765052944,1
74.35897435897455,32.404516569699936,1
58.13908313908306,17.310135879888527,1
68.18181818181891,48.915501406250044,0
47.222222222223365,-16.972449761541213,1
37.50000000000088,-11.852478199791927,1
37.50000000000088,-30.68672425356317,1
33.333333333334515,-20.425177931153435,1
45.83333333333361,-5.560417832040456,1
62.500000000000284,22.40958172723565,0
75.00000000000058,35.295075132829474,1
75.00000000000058,21.399168773441684,0
70.83333333333421,12.854910300272394,1
70.83333333333421,17.648530028721336,0
16.6666666666659,-22.11970965669456,0
31.48148148148163,-44.81815314474896,1
29.62962962962989,-25.72284948559573,0
49.735449735449656,-2.3439712122770304,1
85.71428571428288,8.251245230768731,1
33.333333333334735,-21.24280038042813,0
34.92063492063627,-14.312606738079404,1
42.06349206349282,0.9751093585219838,1
44.44444444444502,10.273256892477988,1
61.111111111110056,19.401388098101425,0
47.91666666666654,151.9226115840708,1
44.27083333333314,108.8270309077913,0
43.74999999999983,128.3364314514768,0
32.555018786902735,27.99312385517817,0
45.005611672278064,40.903421667583906,1
59.44055944055873,-32.190404548676966,1
62.820512820511986,-40.56706791491077,1
81.1463046757168,51.90944694485402,0
26.666666666666387,-8.995491459682867,0
8.88888888888836,-16.855271087085068,0
54.761904761904546,7.21770126800119,0
70.89947089947083,25.74828855910637,0
61.904761904761756,1.570210856888903,1
73.01587301587256,24.008482703539052,1
79.36507936507894,35.7745350951466,0
85.71428571428531,25.988900499439648,1
82.664995822891,49.044444732569396,1
58.333333333333705,9.0097089461724,0
49.99999999999997,14.074815463533866,1
42.42424242424193,2.074795549648184,0
66.66666666666761,1.6931903945987798,0
62.247474747475366,12.67003486075333,1
51.13636363636466,6.090511470373088,0
45.83333333333361,6.002632994934852,0
45.83333333333361,2.1022616972241503,0
54.166666666666366,10.32250636708142,0
50.0,0.20060782566124225,1
54.166666666666366,7.9331357560764895,0
46.6666666666659,-10.512683350294218,1
56.66666666666533,1.0140571852020823,0
66.66666666666477,10.155883880388977,1
79.99999999999828,8.239774257040409,0
83.33333333333142,9.782567757734258,0
86.66666666666458,14.788556684189846,1
83.33333333333144,2.145695416204102,0
86.66666666666553,9.924854323598376,1
79.74358974358908,9.226674290765313,0
84.61538461538456,18.167946716552493,0
36.3636363636362,-1.5567982264922733,0
54.54545454545517,9.666897424865118,0
66.66666666666752,20.297657338070763,0
75.757575757577,13.134358230237774,0
63.63636363636465,0.8352073297805495,1
54.54545454545517,0.9410111478481138,0
51.51515151515144,1.5732571457343036,1
48.48484848484856,3.4680404310444994,1
48.48484848484856,5.687527252733164,0
56.666666666667226,11.818834156428812,0
61.515151515151814,10.147069082510924,1
57.61904761904742,11.967321798105953,0
43.80952380952266,9.443652168006508,0
38.095238095236546,12.859754283041301,0
36.507936507934886,0.2132241625619085,1
66.66666666666802,-4.000354626029926,1
76.19047619047716,3.2464791933174246,0
42.31884057970973,30.059927471407587,1
51.7632850241545,53.19638857036657,0
71.20772946859908,81.3145467002538,0
68.88888888888879,74.3504030470735,1
72.22222222222223,81.69973293605865,1
77.7777777777778,72.76839284692278,0
79.99999999999993,53.55319289403757,0
75.55555555555544,47.95776900458728,0
71.75925925925921,-5.7915725313419575,0
68.68945868945805,11.722195488176482,1
66.83760683760579,12.39264619035711,1
54.456654456653865,13.50377462865776,1
54.68975468975446,25.677465313541607,0
62.77056277056304,47.30146802286857,1
69.1142191142188,38.023243575150225,1
77.1929824561402,61.333038218453396,0
78.94736842105239,57.36154804477928,0
75.43859649122804,40.61701965325139,0
68.73065015479894,30.899287469173284,0
62.919246646027176,23.614745532899367,1
50.26260504201707,16.207691846396994,1
34.98168498168489,8.223205462261372,1
35.89743589743573,7.776476739407178,1
32.30769230769172,2.7058180499685762,0
32.82051282051253,10.713579423575938,0
36.66666666666652,9.712520242697996,1
38.33333333333298,0.6783551786306558,0
29.166666666665826,-8.94465644412215,0
20.00000000000044,-20.00836688860914,1
47.22222222222239,-3.3938866056316583,0
62.777777777778084,4.7521805719972035,0
76.1111111111116,10.300130872784028,0
83.33333333333431,11.893405724981433,1
83.93939393939486,13.609423164598494,0
87.272727272728,21.45268599887544,0
62.35294117647146,12.383244020872727,0
69.49494949494998,22.634572329555308,0
69.49494949494998,22.634572329555308,1
80.21978021978012,49.93076117163393,0
85.71428571428595,41.92757825674757,0
85.71428571428595,34.02023926196701,1
76.19047619047636,17.073708397702525,1
71.42857142857117,19.24499833813184,0
76.6233766233772,36.18590817735621,1
80.08658008658112,29.4195555761516,1
81.81818181818281,35.2728580864134,1
64.10256410256358,93.41935005226318,1
56.410256410255954,38.33324415451012,0
48.71794871794831,38.25601746660492,1
43.16239316239307,21.18985839706248,1
37.37373737373759,26.090087134056763,0
38.38383838383855,20.7488672030532,1
