macd_12_26_previous,stoch_rsi_14_previous,class
-0.1337023578838057,83.93754063278692,1
0.0718227186549143,100.0,1
0.12682504136861894,95.6193041181328,0
0.1905253506889153,100.0,1
0.2345323651046556,100.0,1
0.2591456587062737,91.26723929384715,0
0.2908785881535607,100.0,0
0.3080925934912955,91.04485588976624,0
0.3199307683841539,91.04485588976627,0
0.3183861695091537,80.65900828262838,1
0.2775441674219508,47.10473139803854,1
0.20710927546488733,21.14328396361089,1
0.20165745529271814,37.71240329969313,0
0.0928637293278598,0.0,1
0.03902717971513425,30.89166434935492,1
-0.024329775267545983,0.0,1
-0.03149576330866921,19.99722085346585,1
-0.019570723288950376,52.247124095496886,1
-0.0021188470064146263,65.41630055570515,0
0.008904161459867055,77.31529121644729,1
0.010205171747799113,42.492268864146226,0
0.018729063130194845,73.85038129375035,1
0.028469605969064563,73.85038129375035,0
-0.004725512820897393,0.0,0
-0.07827023907455555,24.28660159413655,1
-0.07566565891602295,59.07453707633842,0
-0.06050809276126756,81.57748574983876,1
-0.02326748620757257,100.0,1
-0.03668713125549061,43.946570765172176,0
-0.03882043863879403,21.344353790494136,1
-0.022322784941934515,85.1606708297445,1
-0.02013872107414727,47.872566859533435,1
0.0015673193133807215,100.0,0
0.7797795650313049,70.48002307213666,1
0.7297572968053885,51.17347630761283,0
0.7196259668604057,60.38213367781202,0
0.19342405207081012,35.33658083910636,0
0.17764630974522788,56.738923307686385,1
0.08959585952706561,9.551159609367305,1
0.05700402546034411,27.14521603864653,1
0.0634161183641595,100.0,0
0.08094530992821093,0.0,0
-0.055702065088922836,28.756051257656274,0
-0.1979721459049415,100.0,0
-0.13178172017259726,96.13692187877035,0
-0.0909764807263116,84.15408982058239,1
0.03354662755606341,100.0,1
0.09849970845419877,100.0,0
0.15662089614417596,100.0,1
0.2551660048045505,100.0,1
0.20836379929249915,31.103224557005788,0
0.1938630133359993,45.14023347990386,1
0.160980668429346,0.0,0
0.12465988930847514,78.71121629459716,0
0.11920721728205308,2.7141294901922466,1
0.09067777347249263,2.7141294901922466,0
0.0621082347476829,24.515437246073876,0
0.06203469308994159,46.63159785095691,0
0.08435726888487237,62.11121912149045,0
0.06881273874401472,16.70862091603072,1
0.07276303079814284,59.7656923986028,0
-0.02625713168032462,3.608995139268009,1
-0.014632209954299926,83.94939056617491,0
-0.003013091751000729,83.94939056617491,1
0.007005956479360975,83.94939056617491,0
0.029581846751199237,100.0,0
0.04921625113934169,100.0,1
0.03825492998095115,48.37268506164109,0
0.05172719668613013,90.97026693738823,1
0.0484992841704468,60.409908302721284,0
0.0846987068671865,96.68050150455852,0
-0.07438483060266776,54.67971582219765,0
-0.037168028456505915,99.72813516405235,0
-0.004310280983958137,99.72813516405235,0
0.007219187602032663,87.71818431464987,0
0.002255794306421421,61.85059786979043,1
0.006299028708184551,74.8558425022343,0
0.016092245237274483,74.8558425022343,1
0.02404070627056853,74.8558425022343,1
0.04285771744895328,88.80712605132376,0
0.06943013003984788,100.0,0
0.07394393191543712,84.38039864214826,1
0.07814985831404897,64.67527056395471,0
0.07266457982714769,64.67527056395471,0
0.06406546134567748,59.37525096117794,0
0.045882300482332994,4.7328939332397075,1
-0.07842963261808222,91.20842341977463,1
-0.05937556254858122,100.0,0
0.0005869406725196312,100.0,1
0.06274715405439224,88.98375557720291,0
0.15582042757469594,97.33353953636237,0
0.24538621995904464,99.9887940515733,1
0.4097479303741807,100.0,1
0.4436799919469081,95.14327495117088,0
0.4375541252802577,87.29779602613846,0
0.4230473103599763,87.29779602613846,0
-0.2480501683870955,87.31825139682074,0
0.03650554513575344,73.55320541789546,1
0.06635131947479067,84.7822423933027,1
0.07674353461939631,45.24559670624518,1
0.10421059682659006,100.0,0
0.17124704945547364,100.0,1
0.21491705052076784,88.89314561000013,1
0.3659322977125328,83.20548203416988,0
0.3793532015095025,83.20548203416988,0
0.3671659246579111,73.46664913090882,0
0.3402430245924961,46.57993017179693,0
0.3106636093045836,46.57993017179693,1
0.2654168359564437,12.782206237349241,1
0.19395503921435875,28.03718340851975,1
0.16493463663729813,28.03718340851975,1
0.13543830961705794,28.03718340851975,0
0.11386364032782124,41.98050090227376,0
0.09449580349021858,54.74475354537572,1
0.060957060129226186,19.791215705546048,0
0.031672475444622705,24.603018275446768,0
-0.28207550303474704,65.86169952882888,1
-0.19376704971193706,96.99007430814251,0
-0.13532989786270375,100.0,0
-0.09331999406211366,91.67590488561798,0
-0.04870552330271494,99.07300654103969,1
-0.010536825017112506,99.07300654103969,0
0.02780711649523937,100.0,0
-0.07599369002784329,95.0612461296213,0
0.00473563387691911,100.0,0
0.00473563387691911,100.0,1
0.1705511231326966,100.0,0
0.1896293242305376,85.75895175068598,0
0.20410365901540214,84.34089184237841,1
0.20584891528389448,75.26046225985358,1
0.21152674575094466,75.26046225985358,0
0.22721605576617776,77.52234619578424,1
0.23257107149584044,89.02189991712179,1
0.23418957531265505,99.60371264094181,1
0.4247405747289577,90.92470966997251,1
0.39997542284586973,42.05776173905254,0
0.3862044937837936,42.05776173905257,1
0.3424731753056278,5.4375782736624965,1
0.28278152386968713,41.903373211795305,0
0.25111569541053314,11.12594936770667,1
