ema30_previous,sma50_current,class
242.9144385936486,243.18,1
242.98529712205425,243.182,1
243.01850375934106,243.19,0
243.07295857572075,243.2,1
243.12591803017983,243.21,1
243.16900913273852,243.226,0
243.2222233899707,243.23999999999995,0
243.2645439303941,243.25399999999996,0
243.3041341133707,243.264,0
243.33673633013032,243.264,1
243.34586248731742,243.264,1
243.36493252760067,243.278,1
243.43955676419841,243.28,0
243.48380094054627,243.276,1
243.50802759313214,243.268,1
243.51103901776986,243.266,1
243.51638037919358,243.272,1
243.53831606654,243.28400000000002,1
243.56528816115448,243.29999999999995,0
243.59898958557525,243.308,1
243.61559564670355,243.318,0
243.6385908879724,243.32799999999997,1
243.6580847132489,243.342,0
243.6249990209944,243.4,0
243.564435182531,243.422,1
243.5572512959214,243.442,0
243.55900035080987,243.46599999999998,1
243.57855783038582,243.52000000000004,1
243.52979519327096,243.596,0
243.5214213098341,243.596,1
243.52850875478757,243.59600000000003,1
243.52666948028502,243.594,1
243.5378520944602,243.592,0
244.4607540082531,243.864,1
244.51612064941682,243.898,0
244.59977525694646,243.926,0
244.8740516610031,244.12800000000004,0
244.9420744841278,244.164,1
245.00309169998917,244.22800000000004,1
245.03193827759642,244.272,1
245.20260905760682,244.4,0
246.30332334604032,245.924,0
246.259489231279,245.93,0
245.99252418047746,245.98999999999995,0
246.0123613301241,246.002,0
245.9879062877316,246.05000000000004,1
246.0276145239743,246.108,1
246.06010885833803,246.122,0
246.0925246360728,246.13,1
246.22516331926442,246.198,1
246.2415524759692,246.214,0
246.25379274891387,246.212,1
246.25234010102352,246.21599999999998,0
243.21463646838947,243.768,0
243.26448111036132,243.694,1
243.28089761590496,243.67,0
243.32648786616485,243.582,0
243.34373575349878,243.55599999999998,0
243.39638398539182,243.498,0
243.39964405471613,243.466,1
243.41761487483325,243.44000000000003,0
243.42726740693783,243.288,1
243.43847632196517,243.25600000000003,0
243.4509150564587,243.25800000000004,1
243.46154236593262,243.26800000000003,0
243.47995350748016,243.306,0
243.50463737236697,243.32,1
243.50433818705292,243.34,0
243.5274488468061,243.356,1
243.5331384923867,243.376,0
243.56286053286743,243.39,0
243.45820252883306,243.456,0
243.48328075664506,243.47599999999997,0
243.50472318223603,243.484,0
243.51833061262766,243.486,0
243.518156918478,243.488,1
243.52343711728585,243.492,0
243.53293242687215,243.498,1
243.5382682930937,243.504,1
243.55374722686386,243.51,0
243.5746791326489,243.518,0
243.5878089799962,243.52599999999998,1
243.5990828143981,243.534,0
243.6066025265857,243.54000000000005,0
243.6136370960516,243.53600000000003,0
243.6109253068412,243.548,1
243.44512963700657,243.524,1
243.44564288236637,243.522,0
243.3278241255824,243.45,1
243.37421708908798,243.474,0
243.45592857880862,243.504,0
243.54728943736094,243.528,1
243.77734837128372,243.616,1
243.85644193397408,243.63,0
243.9090599954189,243.644,0
243.9582833432222,243.658,0
243.4449527612511,243.50600000000003,0
243.40234369508644,243.51799999999997,1
243.396536989618,243.522,1
243.38667114944485,243.52599999999998,1
243.39881450583863,243.53800000000004,0
243.4349719454776,243.548,1
243.50059506736,243.582,1
243.7787364802131,243.69,0
243.84584618770188,243.71599999999998,0
243.9001567717003,243.73799999999997,0
243.93806022124718,243.75799999999995,0
243.9815896951104,243.79,1
244.00980564679938,243.814,1
244.0487579907386,243.814,1
244.06860479992088,243.808,1
244.0861622437814,243.8,0
244.10601178417218,243.79999999999995,0
244.13607695205584,243.794,1
244.1482724278233,243.778,0
244.15867217268269,243.76400000000004,0
243.76964794867558,243.78600000000003,1
243.7511221222051,243.81600000000003,0
243.75568251648,243.82599999999996,0
243.74845244876752,243.83,0
243.751167227999,243.842,1
243.75370686018329,243.854,0
243.7645521100725,243.862,0
243.18844949648891,243.51000000000005,0
243.19741807780457,243.484,0
243.19741807780457,243.484,1
243.2873798290107,243.43600000000004,0
243.31198263316404,243.426,0
243.33398923361042,243.414,1
243.34812444047932,243.404,1
243.36134769851824,243.406,0
243.42990350741684,243.41599999999997,1
243.46527694348882,243.426,1
243.5048198352981,243.44200000000004,1
243.8712557949692,243.56600000000003,1
243.99727352745518,243.612,0
244.0523019226453,243.624,1
244.0793806299824,243.634,1
244.15436452698864,243.662,0
244.1833280151173,243.672,1
