ema10_previous,adi14_previous,class
242.71412565586436,29.49350703497163,1
243.10379487591626,27.33001566438905,1
243.19277496110772,28.138500306321497,0
243.33424129512343,28.88923604525876,1
243.44716267918275,29.839196304385656,1
243.52137108432208,30.127138022428827,0
243.62409828516158,30.39451247489746,0
243.6871421966221,30.64278875218976,0
243.7330759820916,29.65413273155519,0
243.74682875538662,28.7360949981088,1
243.68094518336272,26.808864225706376,1
243.60163179988075,23.357547893495926,1
243.68057527488227,24.263916931273553,0
243.61577470198813,23.099130809294962,1
243.58592895177216,20.347613516425785,1
243.52446483548383,17.624687130911788,1
243.5200166835776,16.909175483037668,1
243.5442695279754,16.711535284196447,1
243.5935897757516,17.33874074742248,0
243.65212452393232,18.274806785425405,1
243.66365295426186,18.52174525658243,0
243.69973851948325,18.167628804815713,1
243.72643927452896,17.838806385318048,0
243.59084244749508,14.047811285716715,0
243.4495929163659,12.590495292347144,1
243.45028644571119,11.723718980900244,0
243.47468329362832,11.781263603796566,1
243.55561245998678,11.993563461893716,1
243.47623816563598,10.348523684005812,0
243.45672908434034,9.84139887985757,1
243.48277834173297,9.479940862592802,1
243.48026195569247,9.669916171077272,1
243.52021432738465,9.846321814670004,0
245.53321954948075,36.52739609974017,1
245.50810452669404,36.066683634769795,0
245.5659307410485,35.901222962108825,0
245.12991604518257,30.784253475909622,0
245.22668104841838,30.407514357618858,1
245.2078806496128,28.696111592936987,1
245.2036240059114,27.828190657430497,1
245.4310849109149,27.777909474020287,0
246.41865419052056,20.94931758949373,0
246.1997872983417,21.726828807740823,0
245.7362154839397,20.850100747130746,0
245.83872175958703,21.022582531595226,0
245.87685030515075,18.96465301825261,1
246.11325995708577,17.64296552108821,1
246.2231095049664,18.029949940459744,0
246.29604361787418,17.774539048536305,1
246.56493715452262,19.521597386233346,1
246.50711977555991,17.83628053099605,0
246.49611484768258,16.85596897350981,1
246.4338043895158,16.43903175848917,0
243.3711712438205,27.351905880629463,0
243.42963990254498,24.396514368889193,1
243.40324521285584,23.5180218814308,0
243.41424973454428,20.313481744341985,0
243.4354882885344,18.921429054368943,0
243.52246127515772,18.333946911158463,0
243.50019558876545,17.202181312156974,1
243.512694248719,16.527741506593383,0
243.39151836631362,16.255569177702306,1
243.40656829370056,15.199733703992365,0
243.4473852914805,14.799968119111641,1
243.4751334203021,14.428757218865249,0
243.52166584960904,14.084061382922178,0
243.57509585708831,14.132824171475516,1
243.5614420648904,13.345742014891947,0
243.6217590248139,12.614880012350055,1
243.6262742334359,11.936222438561153,0
243.69580914285018,12.060965966298456,0
243.34542740393653,10.508742724530194,0
243.4252531685399,10.551203324066408,0
243.49903655271262,11.592449135621335,0
243.54122295794483,12.559320246350902,0
243.53372787468217,12.074671102857986,1
243.55424874696445,11.62463975532885,0
243.5899098431678,10.818716270723105,1
243.6058634087236,10.894874503855435,1
243.63145054754384,10.965592863192592,0
243.67339109580487,11.471529205555143,0
243.67540528006856,11.941327237748899,1
243.6770532490116,12.816823244868123,0
243.6812253855549,13.62978382290741,0
243.69028654845218,15.187370909879633,0
243.66043975557545,17.210901329108648,1
243.3488013138351,14.66350116158429,1
243.37911578236424,13.647362654291612,0
243.31544699070977,18.43783559312172,1
243.45403016580346,19.612686809556244,0
243.68373967573535,21.5913002090508,0
243.90804745658886,23.42858408001002,1
244.35995771947742,28.103873545614746,1
244.48232238160404,29.967589134721035,0
244.5391886620677,31.34619330779241,0
244.58006802217602,32.62632575421583,0
243.21175779073772,20.223506211936744,0
243.3753495895052,14.575185601099449,1
243.39236570386976,14.166002276412636,1
243.3965775560289,13.78604633206057,1
243.46021666806632,12.916829735310811,0
243.59348370013961,13.554546592099786,1
243.77959338601846,15.423272252521436,1
244.30608611173585,22.18564036177448,0
244.3934105803183,24.034625244078985,0
244.435380861344,24.433777777973873,0
244.41641375591598,24.804419416590573,0
244.40654281174577,24.335039209540483,1
244.3831085648328,23.89918616013681,1
244.2876905629889,22.6391366890462,1
244.2660992276292,22.225102817930544,1
244.23713839633845,21.3864821100137,0
244.24009638387054,21.278555190048625,0
244.2635221719869,21.17833733579531,1
244.24350129121933,20.594244309146553,0
244.23276816722571,19.582386587333122,0
243.39169214832455,26.633500708305892,1
243.4992596959261,24.21716023652717,0
243.58341676266312,22.662838967734423,0
243.63409072635716,21.31852480705852,0
243.69655685860582,20.07023308643088,1
243.750489310581,18.85586140719128,0
243.8156214786961,17.7821959635366,0
243.0938628480981,29.25380614078433,0
243.17940070676468,26.561938597080665,0
243.17940070676468,26.561938597080665,1
243.48602225867037,22.64447630571141,0
243.54469389076928,22.225217024745675,0
243.59834555003025,21.40025334139247,1
243.60711775406742,20.250489922857888,1
243.61711881023328,19.182852462790052,0
243.71940587343246,18.491834369966604,1
243.76636016075832,18.068313226042694,1
243.8257829214331,17.981200619141127,1
244.4744783595258,24.98727059245132,1
244.5673149042939,25.77062932335507,0
244.59302423718844,26.14294611517559,1
244.55386609474056,26.186910541257912,1
244.5544923880077,25.845676933774147,0
244.53205045954988,26.037022757697486,1
