sma10_previous,cci20_current,class
242.71,-5.2461893588155135,1
242.95,99.64844030261105,1
243.01,110.09598665324188,0
243.12000000000003,118.13748784129135,1
243.22000000000003,102.77251972195542,1
243.32,101.60461917177555,0
243.44,100.3399432682205,0
243.55,89.68626710730992,0
243.64000000000004,68.27101198753904,0
243.71,32.394986720875075,1
243.7,17.376334972152776,1
243.68,56.60882274233385,1
243.69,46.12032989732397,0
243.63,-21.389936685779873,1
243.59,-22.542948732960976,1
243.59,-20.4578161690408,1
243.59,-5.570503072135273,1
243.56,22.473355404484664,1
243.57,35.34707220893523,0
243.58,21.45386919838161,1
243.59,12.885520981862042,0
243.63,17.67550166287405,1
243.66000000000003,4.125630396320813,0
243.66,-2.0737227803129046,0
243.53000000000003,-25.677066905842857,1
243.5,-2.338440862321084,0
243.49,10.547870455276616,1
243.51,12.258992914290946,1
243.53000000000003,-14.242332073244302,0
243.51,0.9703462195385196,1
243.51,10.238648264406,1
243.49,19.323507012039247,1
243.48999999999995,22.83960877370644,0
245.25,109.76007684580786,1
245.44,129.27469851050364,0
245.65,116.8335175603984,0
245.13,41.128358894923416,0
245.17,5.13969696346237,1
245.15,-40.87334261773007,1
245.14,-17.44594112402482,1
245.35,33.85398713794782,0
246.44,-20.739605309821133,0
246.32,-9.215831673515432,0
245.78,25.89207121538188,0
245.78000000000003,4.899010655049458,0
245.75,10.991475998205106,1
246.0,36.012724055309526,1
246.14,26.147137271377325,0
246.22,27.29378253288497,1
246.43,29.7656349240886,1
246.49,14.143147764342453,0
246.52000000000004,2.0851578464506475,1
246.49,-7.261784423761567,0
243.40000000000003,4.780772878864045,0
243.42,6.085607295325249,1
243.41000000000003,7.188800424040278,0
243.40000000000003,2.1009215482277104,0
243.42,13.61464718202567,0
243.48999999999995,0.20043701683465748,0
243.49,7.924009113693473,1
243.47,7.531457996277207,0
243.47,-10.411599856539748,1
243.43,10.140571851998343,0
243.45,8.22626594311218,1
243.45,9.765658378716743,0
243.47,14.775753384074203,0
243.48,2.1417909680533183,1
243.48,9.911069303424178,0
243.54,9.208627722924962,1
243.57,18.145792771847308,0
243.64,5.850694705330643,0
243.41,9.652149004273683,0
243.40000000000003,20.26930105213196,0
243.42,13.115409356906445,0
243.44,0.833927506682864,0
243.44,0.939608246004676,1
243.47,3.1367038261502755,0
243.55,3.4611657206133217,1
243.6,5.674975250800742,1
243.63,11.796352820485128,0
243.67,10.130429276936669,0
243.66,11.943945899210016,1
243.64999999999995,9.425589734790103,0
243.64999999999995,12.83912261043683,0
243.67,7.65208519321725,0
243.67,-3.198362438428628,1
243.31000000000003,3.243530777866139,1
243.32,3.8957750319798015,0
243.25,53.23339883118257,1
243.3,81.26922607053814,0
243.44,74.21045323853883,0
243.58,63.40041732585371,1
244.02,72.71933333719154,1
244.17,53.48038510436458,0
244.36000000000004,47.84670512663989,0
244.53000000000003,33.988418858753775,0
243.05000000000004,-0.8910111586722304,0
243.4,12.392035230359134,1
243.38,13.509100802101527,1
243.39,25.668331938763128,1
243.42,47.22420794620932,0
243.48,42.381220758079394,1
243.65,48.90305073382071,1
244.1,57.30386052527028,0
244.22,40.55640701603382,0
244.3,30.855470731062226,0
244.32,23.595819521913274,0
244.36000000000004,16.19296836541758,1
244.41,4.502136624000659,1
244.39,7.772618861589832,1
244.37,2.7048614745744044,1
244.31,10.71052978113523,0
244.28000000000003,9.698608741341415,0
244.26,0.6776176913504856,1
244.23,-8.931676518642751,0
244.22,-9.510773940587145,0
243.42,-9.49549615052686,1
243.44,4.75144124788355,0
243.48,10.296391239332738,0
243.52000000000004,11.884766391672391,0
243.57,13.592463685693614,1
243.63,21.434841484245624,0
243.7,19.8635981471046,0
243.08,11.257494564432543,0
243.12,27.25157464553147,0
243.12,27.25157464553147,1
243.33,41.91020903772641,0
243.4,34.01671443472049,0
243.48999999999995,17.0666316563346,1
243.52,19.222055811979352,1
243.56,29.773144487819053,0
243.67,29.379781247449113,1
243.72000000000003,35.21259547724794,1
243.78000000000003,40.734461919147456,1
244.18,53.98320106426594,1
244.38,38.219495655535404,0
244.45,21.17743824044208,1
244.5,7.177210102232031,1
244.6,20.735353093439898,0
244.62,11.970500309451449,1
