sma100_previous,stoch_rsi_14_current,class
243.301,100.0,1
243.291,95.6193041181328,1
243.296,100.0,0
243.302,100.0,1
243.308,91.26723929384715,1
243.312,100.0,0
243.31600000000003,91.04485588976624,0
243.318,91.04485588976624,0
243.32100000000003,80.65900828262838,0
243.323,47.10473139803856,1
243.32000000000005,18.114273800187064,1
243.31400000000005,87.27427147493471,1
243.31900000000005,50.63369496578653,0
243.31800000000004,16.25870698135886,1
243.32,0.0,1
243.322,19.99722085346585,1
243.324,52.247124095496886,1
243.32800000000003,65.41630055570515,1
243.33300000000003,77.31529121644724,0
243.341,42.492268864146226,1
243.34600000000003,73.85038129375035,0
243.34900000000002,73.85038129375035,1
243.353,48.20598456844496,0
243.36300000000003,34.68016337260493,0
243.36900000000003,59.07453707633842,1
243.372,81.57748574983876,0
243.375,81.57748574983876,1
243.377,100.0,1
243.38500000000008,21.344353790494093,0
243.38600000000002,85.16067082974463,1
243.38800000000003,47.872566859533364,1
243.389,100.0,1
243.392,100.0,0
243.551,51.17347630761281,1
243.568,60.38213367781202,0
243.59099999999995,53.64109123823603,0
243.72600000000003,56.73892330768643,0
243.75,28.074346063089763,1
243.792,27.14521603864653,1
243.81399999999996,55.02432458915143,1
243.89200000000002,49.9573019241618,0
245.59000000000003,0.0,0
245.627,40.685717256242974,0
245.679,96.13692187877035,0
245.68400000000003,83.65620794864253,0
245.703,88.33454660443716,1
245.748,100.0,1
245.768,100.0,0
245.786,90.65426261383531,1
245.854,45.71769207521586,1
245.881,45.14023347990386,0
245.893,0.0,1
245.90500000000003,0.0,0
244.915,92.20395515751265,0
244.831,2.7141294901922466,1
244.799,25.70314745084002,0
244.701,46.63159785095691,0
244.67400000000006,83.19099685973963,0
244.62500000000003,16.708620916030778,0
244.59900000000005,59.765692398602866,1
244.57500000000005,37.79479690772285,0
244.41600000000003,28.476996527708703,1
244.38,83.94939056617491,0
244.365,83.94939056617491,1
244.344,100.0,0
244.317,100.0,0
244.292,48.37268506164109,1
244.267,90.97026693738823,0
244.247,60.409908302721284,1
244.223,96.68050150455852,0
244.201,54.879864698513906,0
243.917,99.72813516405235,0
243.892,99.72813516405235,0
243.866,87.71818431464987,0
243.84099999999998,61.85059786979043,0
243.815,74.8558425022343,1
243.791,74.8558425022343,0
243.75899999999996,74.8558425022343,1
243.743,88.80712605132376,1
243.72599999999997,100.0,0
243.711,84.38039864214826,0
243.69400000000002,64.67527056395471,1
243.681,64.67527056395471,0
243.667,59.37525096117794,0
243.654,4.7328939332397075,0
243.631,4.7328939332397075,1
243.414,100.0,1
243.406,100.0,0
243.421,88.98375557720291,1
243.42999999999995,97.33353953636237,0
243.44400000000002,99.9887940515733,0
243.457,92.37089664886213,1
243.505,95.14327495117088,1
243.525,87.29779602613846,0
243.543,87.29779602613846,0
243.56,84.26482981448916,0
243.529,91.96335811126708,0
243.518,84.7822423933027,1
243.51800000000003,45.24559670624518,1
243.51500000000004,100.0,1
243.51700000000002,100.0,0
243.52599999999998,73.35173393948969,1
243.54500000000004,100.0,1
243.581,83.20548203416988,0
243.589,73.46664913090882,0
243.59900000000002,46.5799301717969,0
243.604,46.57993017179693,0
243.611,12.782206237349241,1
243.614,0.0,1
243.625,28.03718340851975,1
243.63200000000003,28.03718340851975,1
243.641,41.98050090227376,0
243.65200000000004,54.74475354537569,0
243.664,19.791215705546048,1
243.67500000000004,24.603018275446768,0
243.683,0.0,0
243.66600000000003,89.5093114708942,1
243.66600000000003,100.0,0
243.66800000000003,91.67590488561798,0
243.67000000000004,99.07300654103969,0
243.67300000000003,99.07300654103969,1
243.676,100.0,0
243.68,91.60310406029741,0
243.64499999999995,89.38507814669218,0
243.657,90.51016299775259,0
243.657,90.51016299775259,1
243.62500000000003,85.75895175068598,0
243.618,84.34089184237841,0
243.61000000000004,75.26046225985358,1
243.59600000000003,75.26046225985358,1
243.584,96.12914387171419,0
243.571,89.02189991712179,1
243.56600000000003,99.60371264094181,1
243.569,100.0,1
243.63100000000003,42.05776173905254,1
243.669,42.05776173905254,0
243.687,5.437578273662547,1
243.705,0.0,1
243.733,11.125949367706623,0
243.74400000000009,11.12594936770667,1
