sma20_current,sma100_current,class
242.86999999999995,243.29500000000004,1
242.94,243.296,1
242.965,243.302,0
243.01000000000005,243.308,1
243.045,243.312,1
243.09,243.31600000000003,0
243.13,243.318,0
243.175,243.32100000000003,0
243.23,243.323,0
243.28,243.32000000000005,1
243.315,243.31700000000004,1
243.40999999999997,243.31800000000004,1
243.51,243.321,0
243.62,243.318,1
243.645,243.321,1
243.635,243.324,1
243.63,243.32800000000003,1
243.63,243.33300000000003,1
243.64,243.341,0
243.63,243.34600000000003,1
243.63,243.34900000000002,0
243.63,243.353,1
243.63,243.357,0
243.605,243.366,0
243.58,243.372,1
243.58,243.375,0
243.5900000000001,243.377,1
243.61,243.378,1
243.49499999999995,243.38600000000002,0
243.49999999999997,243.38800000000003,1
243.5,243.389,1
243.51,243.392,1
243.52,243.396,0
244.305,243.568,1
244.39500000000004,243.59099999999995,0
244.48,243.61299999999997,0
245.21,243.75,0
245.315,243.76999999999995,1
245.4650000000001,243.81399999999996,1
245.425,243.838,1
245.31,243.921,0
246.345,245.595,0
246.335,245.641,0
246.04,245.68400000000003,0
246.005,245.689,0
245.92,245.715,1
245.965,245.768,1
245.99,245.786,0
245.99500000000003,245.801,1
246.11,245.87,1
246.195,245.893,0
246.245,245.90500000000003,1
246.295,245.915,0
243.23,244.886,0
243.27500000000003,244.799,1
243.29,244.766,0
243.385,244.67400000000006,0
243.43,244.6490000000001,0
243.445,244.59900000000005,0
243.45,244.57500000000005,1
243.455,244.548,0
243.445,244.396,1
243.47000000000003,244.365,0
243.46000000000004,244.344,1
243.48,244.317,0
243.505,244.292,0
243.51,244.267,1
243.525,244.247,0
243.53500000000003,244.223,1
243.555,244.201,0
243.55,244.176,0
243.52,243.892,0
243.545,243.866,0
243.55,243.84099999999998,0
243.545,243.815,0
243.545,243.791,1
243.54000000000005,243.769,0
243.53500000000008,243.743,1
243.53000000000003,243.72599999999997,1
243.54000000000005,243.711,0
243.53000000000003,243.69400000000002,0
243.535,243.681,1
243.545,243.667,0
243.555,243.654,0
243.57,243.643,0
243.61000000000004,243.62099999999995,1
243.44,243.406,1
243.43,243.393,0
243.335,243.42999999999995,1
243.4,243.44400000000002,0
243.485,243.457,0
243.545,243.47100000000003,1
243.74,243.525,1
243.795,243.543,0
243.84500000000003,243.56,0
243.89,243.571,0
243.435,243.529,0
243.205,243.51800000000003,1
243.215,243.51500000000004,1
243.235,243.51700000000002,1
243.285,243.52599999999998,0
243.36499999999995,243.53200000000004,1
243.56,243.552,1
243.805,243.589,0
243.86000000000004,243.59900000000002,0
243.90000000000003,243.604,0
243.95000000000005,243.611,0
243.99,243.614,1
244.025,243.618,1
244.105,243.63200000000003,1
244.14999999999995,243.641,1
244.19,243.65200000000004,0
244.23999999999995,243.664,0
244.265,243.67500000000004,1
244.27,243.683,0
244.28,243.69,0
243.775,243.66600000000003,1
243.735,243.66800000000003,0
243.715,243.67000000000004,0
243.695,243.67300000000003,0
243.67,243.676,1
243.66,243.68,0
243.64499999999992,243.68400000000003,0
243.08,243.65,0
243.08,243.647,0
243.08,243.647,1
243.19499999999996,243.618,0
243.23999999999995,243.61000000000004,0
243.29,243.59600000000003,1
243.32,243.584,1
243.365,243.578,0
243.425,243.56600000000003,1
243.485,243.569,1
243.54,243.576,1
243.90000000000003,243.646,1
244.04500000000007,243.687,0
244.08500000000004,243.705,1
244.12500000000009,243.718,1
244.225,243.74400000000009,0
244.24999999999997,243.7510000000001,1
