sma50_current,rsi14_current,class
243.18,-3.07777613282434,1
243.182,18.323516316432414,1
243.19,24.76988694583753,0
243.2,24.76988694583753,1
243.21,20.836230548135052,1
243.226,25.061974356347164,0
243.23999999999995,21.160900258450692,0
243.25399999999996,21.160900258450692,0
243.264,16.63657763603696,0
243.264,2.0195353174736543,1
243.264,2.0195353174736543,1
243.278,22.12965611870645,1
243.28,13.686773613094175,0
243.276,1.3427049995352152,1
243.268,-3.6859918027169267,1
243.266,1.4764203268832716,1
243.272,9.801941802845704,1
243.28400000000002,13.201650031964023,1
243.29999999999995,16.27345156714425,0
243.308,7.283662721075642,1
243.318,11.054133230035717,0
243.32799999999997,11.054133230035717,1
243.342,5.935654388105847,0
243.4,1.76575572470405,0
243.422,-1.8018360413373105,1
243.442,3.879108784747871,0
243.46599999999998,3.879108784747871,1
243.52000000000004,9.435306228375024,1
243.596,-11.488438602341231,0
243.596,6.330362858200773,1
243.59600000000003,-1.4717048687384278,1
243.594,11.475843209984506,1
243.592,11.475843209984506,0
243.864,13.221505730246008,1
243.898,18.43960836214133,0
243.926,14.619784268185626,0
244.12800000000004,17.25881243782385,0
244.164,10.650078584996491,1
244.22800000000004,8.048925420453926,1
244.272,12.025095026541125,1
244.4,11.466792555441446,0
245.924,-8.595708787446156,0
245.93,4.854947767465474,0
245.98999999999995,9.801070102429053,0
246.002,0.6256447028448521,0
246.05000000000004,4.065011038020131,1
246.108,14.416792227493048,1
246.122,14.416792227493048,0
246.13,7.3801490969159715,1
246.198,5.5513746497732095,1
246.214,5.405951629219104,0
246.212,-2.5038297766230784,1
246.21599999999998,-6.762942841306739,0
243.768,-0.7452288576979242,0
243.694,-5.600105261462119,1
243.67,-0.9379299938098312,0
243.582,3.306361955186631,0
243.55599999999998,10.72061193101186,0
243.498,-2.762020923949265,0
243.466,5.9699577150342416,1
243.44000000000003,1.5142577916579825,0
243.288,-6.499480834976198,1
243.25600000000003,6.856219078603374,0
243.25800000000004,6.856219078603374,1
243.26800000000003,10.721733542434123,0
243.306,14.178119011846904,0
243.32,-0.03684619839033587,1
243.34,11.691889745498088,0
243.356,3.2774596066687,1
243.376,13.264134705584324,0
243.39,1.7548280784019423,0
243.456,13.165260463896034,0
243.47599999999997,13.165260463896034,0
243.484,8.797373830786142,0
243.486,-0.6103819943709112,0
243.488,4.04546886116195,1
243.492,4.04546886116195,0
243.498,4.04546886116195,1
243.504,9.105602555029165,1
243.51,13.440854767851606,0
243.518,7.7325750963479996,0
243.52599999999998,7.7325750963479996,1
243.534,7.7325750963479996,0
243.54000000000005,7.7325750963479996,0
243.53600000000003,0.05464813789346579,0
243.548,0.05464813789346579,1
243.524,4.479630263448527,1
243.522,4.479630263448527,0
243.45,14.870054547444001,1
243.474,21.847498941927253,0
243.504,24.066345659842824,0
243.528,17.700497658232212,1
243.616,20.89329138579868,1
243.63,14.265025644511836,0
243.644,14.265025644511836,0
243.658,11.702619164645784,0
243.50600000000003,1.825131487120018,0
243.51799999999997,2.909462573438901,1
243.522,-0.23818501028578964,1
243.52599999999998,8.252658882880041,1
243.53800000000004,16.40549302351181,0
243.548,11.147687979269406,1
243.582,17.631652586163014,1
243.69,19.886834504894253,0
243.71599999999998,17.170004990813286,0
243.73799999999997,11.31837219125427,0
243.75799999999995,11.31837219125427,0
243.79,7.925117668432094,1
243.814,0.6165694654325762,1
243.814,7.332991651174751,1
243.808,7.332991651174751,1
243.8,10.673170498435098,0
243.79999999999995,13.73089952875192,0
243.794,5.357636294818363,1
243.778,5.357636294818363,0
243.76400000000004,0.5021345378634976,0
243.78600000000003,-1.2465530181078464,1
243.81600000000003,9.36253235347283,0
243.82599999999996,3.7889043781124334,0
243.83,8.74183825941924,0
243.842,8.74183825941924,1
243.854,13.303380404559007,0
243.862,7.3500977142805075,0
243.51000000000005,-5.6544587383857134,0
243.484,5.39683666694232,0
243.484,5.39683666694232,1
243.43600000000004,11.949982401766976,0
243.426,11.949982401766976,0
243.414,8.08071200286345,1
243.404,8.08071200286345,1
243.406,16.973085572976288,0
243.41599999999997,15.957350925430362,1
243.426,18.526293204782466,1
243.44200000000004,22.92664811164725,1
243.56600000000003,19.36181058648505,1
243.612,19.36181058648505,0
243.624,9.53922653204694,1
243.634,6.013170717632249,1
243.662,9.22750320370183,0
243.672,9.22750320370183,1
