sma100_previous,uosc_previous,class
243.301,21.379885046451914,1
243.291,28.3890230229244,1
243.296,25.79184034575511,0
243.302,27.410741074107047,1
243.308,25.458241947805533,1
243.312,22.059716360914866,0
243.31600000000003,22.53823196687541,0
243.318,17.008123195731017,0
243.32100000000003,18.001621612297242,0
243.323,21.294207393056475,1
243.32000000000005,18.823053158624145,1
243.31400000000005,19.400939442852376,1
243.31900000000005,22.734051092864657,0
243.31800000000004,19.806918388699184,1
243.32,23.976680400614004,1
243.322,16.410981582396726,1
243.324,17.598505696236007,1
243.32800000000003,25.244667205092536,1
243.33300000000003,25.249840853002485,0
243.341,24.48608887900327,1
243.34600000000003,20.68233353947642,0
243.34900000000002,23.03139518331161,1
243.353,25.313688402191204,0
243.36300000000003,26.07199817726034,0
243.36900000000003,23.841362363563217,1
243.372,31.831787260358386,0
243.375,33.67464714709917,1
243.377,25.12902520365177,1
243.38500000000008,34.5283789301762,0
243.38600000000002,38.083953960731904,1
243.38800000000003,45.29616724738735,1
243.389,38.155061019383176,1
243.392,41.79587880618865,0
243.551,16.78437534159132,1
243.568,11.016211916399515,0
243.59099999999995,10.700751923449292,0
243.72600000000003,25.46232298297667,0
243.75,25.58364296705452,1
243.792,25.773341714390234,1
243.81399999999996,20.504068649828078,1
243.89200000000002,18.12724943793112,0
245.59000000000003,26.85638496189079,0
245.627,10.411822660098213,0
245.679,27.989222883602626,0
245.68400000000003,25.024668661996568,0
245.703,18.11371851699863,1
245.748,17.01057028925865,1
245.768,18.533360537814385,0
245.786,23.974840469084764,1
245.854,30.05736330544499,1
245.881,24.4884357996983,0
245.893,21.20493225785105,1
245.90500000000003,22.597534560382535,0
244.915,33.06260287190153,0
244.831,54.05018125867856,1
244.799,40.04091994637346,0
244.701,31.2064848112204,0
244.67400000000006,29.467876039305487,0
244.62500000000003,28.43357734007535,0
244.59900000000005,31.432506261682025,1
244.57500000000005,33.68136187095412,0
244.41600000000003,34.19879062736174,1
244.38,37.75182677789487,0
244.365,35.26533304614739,1
244.344,35.51621465746649,0
244.317,35.2383180954608,0
244.292,30.00099267330749,1
244.267,33.81157340985156,0
244.247,41.478646253021104,1
244.223,35.67655987503232,0
244.201,42.090403875300176,0
243.917,19.91795366795364,0
243.892,24.090984102535906,0
243.866,23.367220712535282,0
243.84099999999998,22.030616651112343,0
243.815,20.930118181710338,1
243.791,23.598901098901,0
243.75899999999996,22.619047619047183,1
243.743,19.07207006191723,1
243.72599999999997,23.222917307625213,0
243.711,30.54741988643785,0
243.69400000000002,35.26624442880442,1
243.681,35.5825206580791,0
243.667,38.38355303274524,0
243.654,40.77758625813279,0
243.631,34.37470350558354,1
243.414,24.869169266583878,1
243.406,23.64773866535798,0
243.421,45.57283897040844,1
243.42999999999995,40.707841220730856,0
243.44400000000002,38.199920714206435,0
243.457,34.934560388860234,1
243.505,30.68327462737411,1
243.525,22.414338104076982,0
243.543,21.35090829231859,0
243.56,19.118047448054604,0
243.529,17.842639591114217,0
243.518,34.670474419431535,1
243.51800000000003,46.43433231459743,1
243.51500000000004,56.2979917565609,1
243.51700000000002,56.73128261177804,0
243.52599999999998,56.45098948670705,1
243.54500000000004,34.2869896061393,1
243.581,22.53983931420083,0
243.589,21.582156528700303,0
243.59900000000002,24.40108987600564,0
243.604,21.897842594564352,0
243.611,23.470062016355136,1
243.614,22.459849038908096,1
243.625,19.436342599255358,1
243.63200000000003,21.363808605188233,1
243.641,21.907519585081612,0
243.65200000000004,22.359463608892398,0
243.664,21.19047920468336,1
243.67500000000004,22.151191698592022,0
243.683,28.53547406734099,0
243.66600000000003,26.59404670959333,1
243.66600000000003,36.42787091953472,0
243.66800000000003,36.99339763163145,0
243.67000000000004,30.552163548508094,0
243.67300000000003,27.50345713227412,1
243.676,25.68820737495389,0
243.68,25.71765347360269,0
243.64499999999995,34.00538772919588,0
243.657,33.481268901568875,0
243.657,33.481268901568875,1
243.62500000000003,23.72247823860724,0
243.618,20.766228061634067,0
243.61000000000004,21.60682454800091,1
243.59600000000003,20.9438278518816,1
243.584,22.39925482890425,0
243.571,25.296009491734647,1
243.56600000000003,27.290729283839113,1
243.569,31.71212972033501,1
243.63100000000003,27.759254094145373,1
243.669,24.262813752372452,0
243.687,23.77513642819716,1
243.705,21.334289747762075,1
243.733,17.643596875088612,0
243.74400000000009,17.408876232405245,1
