sma50_previous,wpr14_current,class
243.188,-22.222222222220818,1
243.18000000000004,-23.529411764705984,1
243.182,-5.8823529411760775,0
243.19,-12.499999999999332,1
243.2,-21.428571428572152,1
243.21,-7.142857142856707,0
243.226,-14.285714285713414,0
243.23999999999995,-15.384615384614374,0
243.25399999999996,-23.07692307692375,0
243.264,-46.15384615384532,1
243.264,-46.15384615384532,1
243.266,-0.0,1
243.28,-33.33333333333176,0
243.278,-62.49999999999911,1
243.272,-74.99999999999824,1
243.266,-62.49999999999911,1
243.266,-37.500000000000895,1
243.272,-24.99999999999823,1
243.28400000000002,-12.499999999999115,0
243.29999999999995,-37.500000000000895,1
243.308,-24.99999999999823,0
243.318,-24.99999999999823,1
243.32799999999997,-37.500000000000895,0
243.38800000000003,-66.66666666666825,0
243.41000000000003,-55.55555555555521,1
243.422,-44.4444444444448,0
243.442,-28.571428571430317,1
243.50000000000003,-14.285714285717187,1
243.598,-57.14285714285656,0
243.596,-33.333333333334906,1
243.596,-50.0,1
243.59600000000003,-16.666666666669823,1
243.594,-16.666666666669823,0
243.83599999999998,-59.375000000000135,1
243.864,-53.125000000000036,0
243.898,-56.24999999999986,0
244.086,-40.909090909091375,0
244.12800000000004,-54.54545454545431,1
244.19600000000003,-30.769230769231612,1
244.22800000000004,-15.384615384614714,1
244.362,-29.41176470588255,0
245.93000000000004,-93.33333333333373,0
245.924,-73.33333333333294,0
245.972,-23.80952380952355,0
245.98999999999995,-38.095238095238216,0
246.03,-33.33333333333378,1
246.088,-14.285714285714672,1
246.108,-14.285714285714672,0
246.122,-23.80952380952355,1
246.188,-50.0,1
246.20999999999995,-50.0,0
246.214,-66.66666666666825,1
246.212,-81.81818181818275,0
243.8,-19.999999999998863,0
243.72,-74.99999999999824,1
243.694,-62.49999999999911,0
243.61,-50.00000000000001,0
243.582,-25.000000000001783,0
243.53000000000003,-62.49999999999911,0
243.498,-37.500000000000895,1
243.466,-50.00000000000001,0
243.308,-50.0,1
243.264,-20.0000000000017,0
243.25600000000003,-20.0000000000017,1
243.25800000000004,-10.000000000002274,0
243.26800000000003,-0.0,0
243.306,-30.000000000001133,1
243.32,-0.0,0
243.34,-20.0000000000017,1
243.356,-15.384615384614714,0
243.376,-38.461538461538964,0
243.434,-27.272727272725863,0
243.456,-27.272727272725863,0
243.47599999999997,-36.36363636363706,0
243.484,-54.54545454545431,0
243.486,-45.45454545454569,1
243.488,-45.45454545454569,0
243.496,-45.45454545454569,1
243.498,-36.36363636363706,1
243.504,-27.272727272725863,0
243.51,-40.000000000000576,0
243.518,-40.000000000000576,1
243.52599999999998,-57.14285714285889,0
243.534,-57.14285714285889,0
243.54000000000005,-71.42857142857258,0
243.54200000000003,-66.66666666666825,1
243.52,-28.57142857142741,1
243.524,-16.66666666666588,0
243.44,-30.43478260869539,1
243.45,-30.000000000000192,0
243.474,-23.333333333333908,0
243.504,-33.333333333333336,1
243.588,-19.999999999999808,1
243.616,-30.000000000000192,0
243.63,-30.000000000000192,0
243.644,-33.333333333333336,0
243.506,-16.666666666667194,0
243.508,-23.07692307692375,1
243.51799999999997,-44.4444444444448,1
243.522,-14.285714285717187,1
243.52599999999998,-9.09090909090862,0
243.53800000000004,-27.272727272725863,1
243.56600000000003,-7.692307692307187,1
243.66,-21.052631578947604,0
243.69,-26.31578947368413,0
243.71599999999998,-36.84210526315718,0
243.73799999999997,-41.1764705882349,0
243.75799999999995,-50.00000000000089,1
243.79,-71.42857142857113,1
243.81,-61.53846153846187,1
243.814,-61.53846153846187,1
243.808,-69.99999999999885,0
243.8,-59.999999999999424,0
243.79999999999995,-80.00000000000115,1
243.794,-75.00000000000179,0
243.778,-87.50000000000091,0
243.762,-41.66666666666706,1
243.80200000000005,-24.999999999998817,0
243.81600000000003,-19.999999999998863,0
243.82599999999996,-9.999999999999432,0
243.83,-9.999999999999432,1
243.842,-9.09090909090862,0
243.854,-18.18181818181724,0
243.532,-39.999999999999616,0
243.5,-27.272727272725863,0
243.5,-27.272727272725863,1
243.45,-21.428571428572152,0
243.43600000000004,-21.428571428572152,0
243.426,-28.57142857142886,1
243.414,-28.57142857142886,1
243.404,-7.142857142856707,0
243.408,-27.272727272725863,1
243.41599999999997,-18.18181818181724,1
243.426,-0.0,1
243.53800000000004,-50.00000000000055,1
243.59000000000003,-50.00000000000055,0
243.612,-61.538461538461455,1
243.624,-70.83333333333387,1
243.65000000000003,-68.18181818181765,0
243.662,-68.18181818181765,1
