sma50_current,wpr14_current,class
243.18,-22.222222222220818,1
243.182,-23.529411764705984,1
243.19,-5.8823529411760775,0
243.2,-12.499999999999332,1
243.21,-21.428571428572152,1
243.226,-7.142857142856707,0
243.23999999999995,-14.285714285713414,0
243.25399999999996,-15.384615384614374,0
243.264,-23.07692307692375,0
243.264,-46.15384615384532,1
243.264,-46.15384615384532,1
243.278,-0.0,1
243.28,-33.33333333333176,0
243.276,-62.49999999999911,1
243.268,-74.99999999999824,1
243.266,-62.49999999999911,1
243.272,-37.500000000000895,1
243.28400000000002,-24.99999999999823,1
243.29999999999995,-12.499999999999115,0
243.308,-37.500000000000895,1
243.318,-24.99999999999823,0
243.32799999999997,-24.99999999999823,1
243.342,-37.500000000000895,0
243.4,-66.66666666666825,0
243.422,-55.55555555555521,1
243.442,-44.4444444444448,0
243.46599999999998,-28.571428571430317,1
243.52000000000004,-14.285714285717187,1
243.596,-57.14285714285656,0
243.596,-33.333333333334906,1
243.59600000000003,-50.0,1
243.594,-16.666666666669823,1
243.592,-16.666666666669823,0
243.864,-59.375000000000135,1
243.898,-53.125000000000036,0
243.926,-56.24999999999986,0
244.12800000000004,-40.909090909091375,0
244.164,-54.54545454545431,1
244.22800000000004,-30.769230769231612,1
244.272,-15.384615384614714,1
244.4,-29.41176470588255,0
245.924,-93.33333333333373,0
245.93,-73.33333333333294,0
245.98999999999995,-23.80952380952355,0
246.002,-38.095238095238216,0
246.05000000000004,-33.33333333333378,1
246.108,-14.285714285714672,1
246.122,-14.285714285714672,0
246.13,-23.80952380952355,1
246.198,-50.0,1
246.214,-50.0,0
246.212,-66.66666666666825,1
246.21599999999998,-81.81818181818275,0
243.768,-19.999999999998863,0
243.694,-74.99999999999824,1
243.67,-62.49999999999911,0
243.582,-50.00000000000001,0
243.55599999999998,-25.000000000001783,0
243.498,-62.49999999999911,0
243.466,-37.500000000000895,1
243.44000000000003,-50.00000000000001,0
243.288,-50.0,1
243.25600000000003,-20.0000000000017,0
243.25800000000004,-20.0000000000017,1
243.26800000000003,-10.000000000002274,0
243.306,-0.0,0
243.32,-30.000000000001133,1
243.34,-0.0,0
243.356,-20.0000000000017,1
243.376,-15.384615384614714,0
243.39,-38.461538461538964,0
243.456,-27.272727272725863,0
243.47599999999997,-27.272727272725863,0
243.484,-36.36363636363706,0
243.486,-54.54545454545431,0
243.488,-45.45454545454569,1
243.492,-45.45454545454569,0
243.498,-45.45454545454569,1
243.504,-36.36363636363706,1
243.51,-27.272727272725863,0
243.518,-40.000000000000576,0
243.52599999999998,-40.000000000000576,1
243.534,-57.14285714285889,0
243.54000000000005,-57.14285714285889,0
243.53600000000003,-71.42857142857258,0
243.548,-66.66666666666825,1
243.524,-28.57142857142741,1
243.522,-16.66666666666588,0
243.45,-30.43478260869539,1
243.474,-30.000000000000192,0
243.504,-23.333333333333908,0
243.528,-33.333333333333336,1
243.616,-19.999999999999808,1
243.63,-30.000000000000192,0
243.644,-30.000000000000192,0
243.658,-33.333333333333336,0
243.50600000000003,-16.666666666667194,0
243.51799999999997,-23.07692307692375,1
243.522,-44.4444444444448,1
243.52599999999998,-14.285714285717187,1
243.53800000000004,-9.09090909090862,0
243.548,-27.272727272725863,1
243.582,-7.692307692307187,1
243.69,-21.052631578947604,0
243.71599999999998,-26.31578947368413,0
243.73799999999997,-36.84210526315718,0
243.75799999999995,-41.1764705882349,0
243.79,-50.00000000000089,1
243.814,-71.42857142857113,1
243.814,-61.53846153846187,1
243.808,-61.53846153846187,1
243.8,-69.99999999999885,0
243.79999999999995,-59.999999999999424,0
243.794,-80.00000000000115,1
243.778,-75.00000000000179,0
243.76400000000004,-87.50000000000091,0
243.78600000000003,-41.66666666666706,1
243.81600000000003,-24.999999999998817,0
243.82599999999996,-19.999999999998863,0
243.83,-9.999999999999432,0
243.842,-9.999999999999432,1
243.854,-9.09090909090862,0
243.862,-18.18181818181724,0
243.51000000000005,-39.999999999999616,0
243.484,-27.272727272725863,0
243.484,-27.272727272725863,1
243.43600000000004,-21.428571428572152,0
243.426,-21.428571428572152,0
243.414,-28.57142857142886,1
243.404,-28.57142857142886,1
243.406,-7.142857142856707,0
243.41599999999997,-27.272727272725863,1
243.426,-18.18181818181724,1
243.44200000000004,-0.0,1
243.56600000000003,-50.00000000000055,1
243.612,-50.00000000000055,0
243.624,-61.538461538461455,1
243.634,-70.83333333333387,1
243.662,-68.18181818181765,0
243.672,-68.18181818181765,1
