ema100_previous,stoch_rsi_14_previous,class
243.196788730931,83.93754063278692,1
243.1984617360954,100.0,1
243.2059823509734,95.6193041181328,0
243.21960454887298,100.0,1
243.23295700028004,100.0,1
243.24344502462958,91.26723929384715,0
243.2576857613686,100.0,0
243.26904448124196,91.04485588976624,0
243.28048818799888,91.04485588976627,0
243.28941517665172,80.65900828262838,1
243.29067523904556,47.10473139803854,1
243.29510120075506,21.14328396361089,1
243.31832599968052,37.71240329969313,0
243.33423429927083,0.0,1
243.34333429981152,30.89166434935492,1
243.3461699534798,0.0,1
243.3498359170736,19.99722085346585,1
243.3580095074276,52.247124095496886,1
243.36831135455623,65.41630055570515,0
243.38131913882043,77.31529121644729,1
243.38917921106997,42.492268864146226,0
243.3982440122856,73.85038129375035,1
243.40743922451642,73.85038129375035,0
243.4280617262874,0.0,0
243.4261872955911,24.28660159413655,1
243.42857866939048,59.07453707633842,0
243.43290288727312,81.57748574983876,1
243.44520989795586,100.0,1
243.4523268108566,43.946570765172176,0
243.45160054841358,21.344353790494136,1
243.4551589754741,85.1606708297445,1
243.4563568285833,47.872566859533435,1
243.4621111819273,100.0,0
243.79891034944708,70.48002307213666,1
243.82994300544357,51.17347630761283,0
243.8701414176561,60.38213367781202,0
244.06698771434986,35.33658083910636,0
244.10478228197974,56.738923307686385,1
244.1605821420248,9.551159609367305,1
244.18798273851326,27.14521603864653,1
244.29215725348308,100.0,0
245.8291511277565,0.0,0
245.8574713615745,28.756051257656274,0
245.85604198450312,100.0,0
245.86638279248183,96.13692187877035,0
245.87607307843425,84.15408982058239,1
245.9107613532351,100.0,1
245.92862768583853,100.0,0
245.94552040561916,100.0,1
246.02046517632968,100.0,1
246.04163667268475,31.103224557005788,0
246.05245192054863,45.14023347990386,1
246.0590926090496,0.0,0
244.254322216065,78.71121629459716,0
244.18481345280463,2.7141294901922466,1
244.15737520939186,2.7141294901922466,0
244.0854531053185,24.515437246073876,0
244.06549234972576,46.63159785095691,0
244.03414825579983,62.11121912149045,0
244.01353315183098,16.70862091603072,1
243.9979064878408,59.7656923986028,0
243.88286031894748,3.608995139268009,1
243.85491179066432,83.94939056617491,0
243.845215351992,83.94939056617491,1
243.83385144982952,83.94939056617491,0
243.82283330127632,100.0,0
243.8146333559607,100.0,1
243.8006551917408,48.37268506164109,0
243.79444397705845,90.97026693738823,1
243.78315571256888,60.409908302721284,0
243.7786513961876,96.68050150455852,0
243.62661089167355,54.67971582219765,0
243.62229653862755,99.72813516405235,0
243.61775770628597,99.72813516405235,0
243.61163846582176,87.71818431464987,0
243.6013700903672,61.85059786979043,1
243.59390507115882,74.8558425022343,0
243.58436189078486,74.8558425022343,1
243.57971296384312,74.8558425022343,1
243.57682638085092,88.80712605132376,0
243.57659697999665,100.0,0
243.5737720996549,84.38039864214826,1
243.57224280565552,64.67527056395471,0
243.570433882676,64.67527056395471,0
243.5689706919833,59.37525096117794,0
243.56312693721958,4.7328939332397075,1
243.45556562196705,91.20842341977463,1
243.45396621440563,100.0,0
243.42345827477791,100.0,1
243.43766415086878,88.98375557720291,0
243.4630392727289,97.33353953636237,0
243.49156240093876,99.9887940515733,1
243.57290930380054,100.0,1
243.60340637005638,95.14327495117088,0
243.62673911589187,87.29779602613846,0
243.64929991512696,87.29779602613846,0
243.51850261103328,87.31825139682074,0
243.49592542280257,73.55320541789546,1
243.49600610749957,84.7822423933027,1
243.49317526037171,45.24559670624518,1
243.4978906238292,100.0,0
243.512602790038,100.0,1
243.5410269315197,88.89314561000013,1
243.6277891318433,83.20548203416988,0
243.64952012843827,83.20548203416988,0
243.669460434308,73.46664913090882,0
243.68349592644898,46.57993017179693,0
243.6978733121113,46.57993017179693,1
243.7087461509301,12.782206237349241,1
243.7275116317107,28.03718340851975,1
243.73903722122918,28.03718340851975,1
243.7509544053113,28.03718340851975,0
243.765235627629,41.98050090227376,0
243.78152416351418,54.74475354537572,1
243.79321984606514,19.791215705546048,0
243.8037541948537,24.603018275446768,0
243.73284957923732,65.86169952882888,1
243.73156148672714,96.99007430814251,0
243.73551672689067,100.0,0
243.73741344744647,91.67590488561798,0
243.74156271922902,99.07300654103969,1
243.74562982721366,99.07300654103969,0
243.751906508456,100.0,0
243.52681253462097,95.0612461296213,0
243.5216854810329,100.0,0
243.5216854810329,100.0,1
243.518438813644,100.0,0
243.51986470045483,85.75895175068598,0
243.52095243985409,84.34089184237841,1
243.51817896966287,75.26046225985358,1
243.51608024373226,75.26046225985358,0
243.52516221137554,77.52234619578424,1
243.5310351816962,89.02189991712179,1
243.5412513498301,99.60371264094181,1
243.65359815238145,90.92470966997251,1
243.70239291611657,42.05776173905254,0
243.72574573034674,42.05776173905257,1
243.74269551855275,5.4375782736624965,1
243.7791260172029,41.903373211795305,0
243.79482958383943,11.12594936770667,1
