ema200_previous,sma20_previous,class
243.18028035080428,242.89,1
243.1885337173301,242.925,1
243.1933459797288,242.94,0
243.2010954335464,242.965,1
243.209079250263,243.01000000000005,1
243.21583286519532,243.045,0
243.2251322735149,243.09,0
243.2328769176945,243.13,0
243.24054450073783,243.175,0
243.24714076454683,243.23,1
243.25021911142517,243.28,1
243.2582121099501,243.345,1
243.27440708951042,243.455,0
243.2898420512497,243.59,1
243.2985633976934,243.65,1
243.30382540270813,243.635,1
243.307490484158,243.635,1
243.31357635472497,243.63,1
243.32044095829545,243.63,0
243.32760933844415,243.64,1
243.3325606057296,243.63,0
243.33861336749587,243.63,1
243.34476163872287,243.63,0
243.3645936479768,243.615,0
243.36708943313937,243.58,1
243.36950207796414,243.58,0
243.37304147719482,243.58,1
243.3858355976397,243.61000000000004,1
243.40058643874156,243.50999999999996,0
243.40151501920658,243.49499999999995,1
243.40442440981647,243.49999999999997,1
243.40646556233645,243.5,1
243.41063219057838,243.51,0
243.61502808479324,244.235,1
243.63323011555946,244.305,0
243.6555426029863,244.39500000000004,0
243.7669883818001,245.085,0
243.78647319094304,245.21,1
243.81569136677163,245.40000000000003,1
243.83102294148858,245.4650000000001,1
243.89069443206319,245.33,0
245.16937120108838,246.36,0
245.221268953558,246.335,0
245.3142976184791,246.05,0
245.3294006245415,246.04,0
245.3628215401603,245.925,1
245.4044781685112,245.94000000000003,1
245.4212968492035,245.965,0
245.43794817983886,245.99,1
245.50779196801182,246.08,1
245.5331418154762,246.14,0
245.54581640464676,246.195,1
245.55606335685874,246.245,0
244.84953514904828,243.215,0
244.79956980428062,243.26000000000005,1
244.77997663331814,243.27500000000003,0
244.7292339831289,243.345,0
244.7143552881337,243.385,0
244.68815692543944,243.445,0
244.67238046061885,243.445,1
244.6596854409755,243.45,0
244.5701668429261,243.445,1
244.54258095555105,243.46,0
244.53071026543304,243.47000000000003,1
244.51864621974252,243.46000000000004,0
244.5076972391832,243.48,0
244.49754075668758,243.505,1
244.4845002590923,243.51,0
244.4755090079956,243.525,1
244.46430570044043,243.53500000000003,0
244.4571333588858,243.555,0
244.34275097974185,243.48999999999995,0
244.33517016923562,243.52,0
244.3276647896797,243.545,0
244.31939480158763,243.55,0
244.30874984434516,243.545,1
244.2998287757349,243.545,0
244.2824062421525,243.5300000000001,1
244.2735915629912,243.53500000000008,1
244.2653924091177,243.53000000000003,0
244.25795839184812,243.54000000000005,0
244.24960332002442,243.53000000000003,1
244.2416428551354,243.535,0
244.2336058629061,243.545,0
244.22533736885697,243.555,0
244.206912047493,243.59,1
244.03533324343348,243.45,1
244.02673608962624,243.44,0
243.91534511552524,243.295,1
243.9138514134928,243.335,0
243.9176591704376,243.4,0
243.92357482495086,243.485,1
243.93922171625272,243.67,1
243.94607357889316,243.74,0
243.94971645322295,243.795,0
243.95254440031627,243.84500000000003,0
243.76985276004143,243.51,0
243.71240866033918,243.17,1
243.7060902707865,243.205,1
243.698528254014,243.215,1
243.69464949960042,243.235,0
243.69556811899145,243.285,1
243.6937768964984,243.49,1
243.71981376774227,243.74,0
243.7259243286216,243.805,0
243.7312905349166,243.86000000000004,0
243.7346132963731,243.90000000000003,0
243.737591523634,243.95000000000005,1
243.73923362002532,243.99,1
243.73956739287001,244.07,1
243.74056688508657,244.105,1
243.7415564321067,244.14999999999995,0
243.74399836560193,244.19,0
243.74694381828903,244.23999999999995,1
243.7474027053993,244.265,0
243.74785702646872,244.27,0
243.68039544231635,243.79,1
243.67659891617447,243.74999999999997,0
243.67710871712399,243.735,0
243.6769298924438,243.715,0
243.67774787198908,243.695,1
243.67886918432689,243.67,0
243.6811301001497,243.66,0
243.5457242263327,243.09500000000003,0
243.5421211103425,243.08,0
243.5421211103425,243.08,1
243.54739633339383,243.14499999999992,0
243.5500049294603,243.19499999999996,0
243.55243183340087,243.23999999999995,1
243.55383956416782,243.29,1
243.55554475955554,243.32,0
243.5647780571777,243.39500000000004,1
243.5690480145738,243.425,1
243.57427050970742,243.485,1
243.6285425804848,243.835,1
243.65134221634617,243.97000000000003,0
243.6628061645771,244.04500000000007,1
243.6707037612065,244.08500000000004,1
243.68957198410823,244.19,0
243.69757533526607,244.225,1
