ema200_current,macd_12_26_current,class
243.17811443537647,-0.10579493543761488,1
243.1933459797288,0.12682504136861894,1
243.2010954335464,0.1905253506889153,0
243.209079250263,0.2345323651046556,1
243.21583286519532,0.2591456587062737,1
243.2251322735149,0.2908785881535607,0
243.2328769176945,0.3080925934912955,0
243.24054450073783,0.3199307683841539,0
243.24714076454683,0.3183861695091537,0
243.25021911142517,0.2775441674219508,1
243.2534225639321,0.2411417992104248,1
243.26808485911803,0.22087050537811592,1
243.28197290890552,0.18179074091452208,0
243.29364627052482,0.05884000098657794,1
243.30128581252617,0.0038309321667497898,1
243.307490484158,-0.03149576330866921,1
243.31357635472497,-0.019570723288950376,1
243.32044095829545,-0.0021188470064146263,1
243.32760933844415,0.008904161459867055,0
243.3325606057296,0.010205171747799113,1
243.33861336749587,0.018729063130194845,0
243.34476163872287,0.028469605969064563,1
243.34969797230028,0.034647093511495086,0
243.36802615136082,-0.006461932966459472,0
243.36950207796414,-0.07566565891602295,1
243.37304147719482,-0.06050809276126756,0
243.37685713041512,-0.05105932405547264,1
243.3905189710545,-0.007833523616511684,1
243.40151501920658,-0.03882043863879403,0
243.40442440981647,-0.022322784941934515,1
243.40646556233645,-0.02013872107414727,1
243.41063219057838,0.0015673193133807215,1
243.4152245676712,0.016516134571872954,0
243.63323011555946,0.7297572968053885,1
243.6555426029863,0.7196259668604057,0
243.6756430258617,0.6831804288678427,0
243.78647319094304,0.17764630974522788,0
243.80231183892272,0.13550047501192353,1
243.83102294148858,0.05700402546034411,1
243.8491264286509,0.03904333561837348,1
243.91028934954895,0.05823667083575401,0
245.18199677075197,0.02902046610179809,0
245.236674674194,-0.047556664614631934,0
245.3294006245415,-0.13178172017259726,0
245.34136827730995,-0.108985576023656,0
245.375140199488,-0.06542863854653548,1
245.4212968492035,0.09849970845419877,1
245.43794817983886,0.15662089614417596,0
245.4521323039492,0.1805880157879756,1
245.5210302663626,0.23289430089923255,1
245.54581640464676,0.1938630133359993,0
245.55606335685874,0.160980668429346,1
245.56521332447159,0.12336692143031767,0
244.834333234004,0.12625613980199546,0
244.77997663331814,0.09067777347249263,1
244.76235212388653,0.07783405358983941,0
244.7143552881337,0.06203469308994159,0
244.70208189744443,0.08024242127106618,0
244.67238046061885,0.06881273874401472,0
244.6596854409755,0.07276303079814284,1
244.6461217150597,0.0605666422619322,0
244.55441364795558,-0.03411377132721327,1
244.53071026543304,-0.003013091751000729,0
244.51864621974252,0.007005956479360975,1
244.5076972391832,0.029581846751199237,0
244.49754075668758,0.04921625113934169,0
244.4845002590923,0.03825492998095115,1
244.4755090079956,0.05172719668613013,0
244.46430570044043,0.0484992841704468,1
244.4571333588858,0.0846987068671865,0
244.44658010144832,0.07733058353642264,0
244.33517016923562,-0.037168028456505915,0
244.3276647896797,-0.004310280983958137,0
244.31939480158763,0.007219187602032663,0
244.30874984434516,0.002255794306421421,0
244.2998287757349,0.006299028708184551,1
244.29115220992267,0.010017843220509805,0
244.2735915629912,0.02404070627056853,1
244.2653924091177,0.04285771744895328,1
244.25795839184812,0.06943013003984788,0
244.24960332002442,0.07394393191543712,0
244.2416428551354,0.07814985831404897,1
244.2336058629061,0.07266457982714769,0
244.22533736885697,0.06406546134567748,0
244.21600038755852,0.05271949072155735,0
244.19729119488719,0.041259209393615486,1
244.02673608962624,-0.05937556254858122,1
244.01838021558385,-0.041197294957640906,0
243.9138514134928,0.06274715405439224,1
243.9176591704376,0.15582042757469594,0
243.92357482495086,0.24538621995904464,0
243.92613507071147,0.2935329607160213,1
243.94607357889316,0.4436799919469081,1
243.94971645322295,0.4375541252802577,0
243.95254440031627,0.4230473103599763,0
243.95403771186488,0.4161843280544133,0
243.76171689983872,-0.1874557933959977,0
243.7060902707865,0.06635131947479067,1
243.698528254014,0.07674353461939631,1
243.69464949960042,0.10421059682659006,1
243.69556811899145,0.17124704945547364,0
243.6946432840854,0.1948408172316931,1
243.6984073436652,0.252936323649692,1
243.7259243286216,0.3793532015095025,0
243.7312905349166,0.3671659246579111,0
243.7346132963731,0.3402430245924961,0
243.737591523634,0.3106636093045836,0
243.73923362002532,0.2654168359564437,1
243.73855785550563,0.2165103130335524,1
243.74056688508657,0.16493463663729813,1
243.7415564321067,0.13543830961705794,1
243.74399836560193,0.11386364032782124,0
243.74694381828903,0.09449580349021858,0
243.7474027053993,0.060957060129226186,1
243.74785702646872,0.031672475444622705,0
243.74777900989318,0.00155164240521799,0
243.6785659452428,-0.23861531662586802,1
243.67710871712399,-0.13532989786270375,0
243.6769298924438,-0.09331999406211366,0
243.67774787198908,-0.04870552330271494,0
243.67886918432689,-0.010536825017112506,1
243.6811301001497,0.02780711649523937,0
243.6817505506377,0.0540932392585205,0
243.54160063129586,-0.04817639738146795,0
243.5414856496717,0.038522479356231536,0
243.5414856496717,0.038522479356231536,1
243.5500049294603,0.1896293242305376,0
243.55243183340087,0.20410365901540214,0
243.55383956416782,0.20584891528389448,1
243.55554475955554,0.21152674575094466,1
243.56084100623642,0.2269988632152149,0
243.5690480145738,0.23257107149584044,1
243.57427050970742,0.23418957531265505,1
243.58158682541253,0.2500452101110397,1
243.64007765481801,0.4171703530725495,1
243.6628061645771,0.3862044937837936,0
243.6707037612065,0.3424731753056278,1
243.67737201396287,0.28585439547961755,1
243.69757533526607,0.25111569541053314,0
243.70627773081958,0.2188186964293664,1
