ema50_previous,adi14_current,class
243.05081734269802,28.5086304682157,1
243.0801567765349,28.138500306321486,1
243.09723482203853,28.889236045258755,0
243.12724866225426,29.839196304385656,1
243.156699094496,30.1271380224288,1
243.1810730391989,30.39451247489746,0
243.2141750962919,30.64278875218976,0
243.2414438595034,29.654132731555194,0
243.26764325945183,28.736094998108808,0
243.28766645258773,26.808864225706376,1
243.2920716897411,25.01929279418984,1
243.30490584953125,23.82751702419544,1
243.3507402272872,24.669145416417518,0
243.37771325986583,21.868108022296845,1
243.38922113110297,18.93572576097408,1
243.38825726589275,16.909175483037668,1
243.39263933389682,16.71153528419644,1
243.40653350945578,17.33874074742247,1
243.42564520011646,18.274806785425397,0
243.44915619207558,18.521745256582424,1
243.46144762562298,18.167628804815713,0
243.477792216164,17.838806385318048,1
243.49349584237004,16.68817326665854,0
243.52442472476272,14.074892976867886,0
243.51255442376754,11.723718980900257,1
243.51574372563167,11.781263603796566,0
243.52518394693396,12.217731914307196,1
243.5545785459897,12.321318526539313,1
243.56219727325947,9.841398879857568,0
243.5552229905087,9.479940862592802,1
243.55697895166531,9.669916171077269,1
243.55474448297244,9.846321814669997,1
243.5598271723899,10.01012705514896,0
244.13457566301184,36.066683634769795,1
244.18102591608482,35.901222962108825,0
244.24318168121968,35.747580908923624,0
244.49865839231296,30.407514357618858,0
244.55473397200885,29.630795677328607,1
244.6246263992505,27.828190657430497,1
244.65700775575604,27.49926336354553,1
244.8000337612191,28.178075905958515,0
246.11119101088147,20.97154111331691,0
246.1010535779913,22.22618143909097,0
246.00222037498435,21.022582531595226,0
246.0194204556496,20.640385946514307,0
246.02153319613763,18.443075284331172,1
246.06322380568764,18.029949940459744,1
246.08648833757584,17.77453904853629,0
246.10699971877625,17.75913036032934,1
246.20774843612026,18.89200066982739,1
246.2252391078703,16.85596897350981,0
246.2333196869252,16.43903175848917,1
246.23139942716784,16.289187371129106,0
243.48892970336541,26.36142655977246,0
243.46644913507347,23.5180218814308,1
243.45194484822804,22.27543432637408,0
243.4249696349054,18.921429054368936,0
243.4193215270121,18.61680868381536,0
243.4213413881039,17.202181312156945,0
243.41068678503564,16.52774150659339,1
243.40829314679337,15.901475972855765,0
243.36018757137555,16.360571372737304,1
243.3540655555481,14.799968119111641,0
243.3612556220941,14.428757218865249,1
243.3712317520857,14.084061382922178,0
243.38719265139287,14.132824171475525,0
243.41503967685944,13.34574201489194,1
243.4226666918136,12.614880012350055,0
243.4436001301281,11.936222438561153,1
243.45464230130239,12.060965966298456,0
243.47824336277438,11.728211985074987,0
243.4535383943004,10.551203324066408,0
243.4738747829836,11.592449135621324,0
243.4928000608603,12.559320246350902,0
243.5033799701416,12.074671102857986,0
243.50386102766103,11.624639755328849,1
243.5082447888069,11.206753504051797,0
243.5177064639288,10.894874503855425,1
243.52154726678987,10.965592863192587,1
243.53038622929424,11.471529205555123,0
243.54280013444543,11.941327237748927,0
243.55141925652737,12.816823244868123,1
243.55970037382176,13.6297838229074,0
243.56765674141843,15.187370909879636,0
243.57468748923145,16.633701776353846,0
243.57729558812068,17.047087438593024,1
243.4786918402208,13.647362654291616,1
243.4807546650657,12.703805468948413,0
243.38654096331402,19.612686809556244,1
243.4136662072789,21.5913002090508,0
243.46363079689957,23.42858408001002,0
243.52131994420768,24.812100966834027,1
243.67285872345792,29.967589134721035,1
243.72565081729766,31.34619330779241,0
243.76031268948935,32.62632575421583,0
243.7936152725756,32.74811854588482,0
243.4785969895356,19.198150644333147,0
243.45285561946952,14.166002276412605,1
243.4577724455459,13.786046332060563,1
243.45673407018205,12.916829735310724,1
243.46750112130297,13.554546592099767,0
243.49598663110697,14.14671224483238,1
243.5502679699613,16.677219901394473,1
243.72280836140885,24.034625244078974,0
243.76641211403037,24.433777777973873,0
243.8031571362052,24.80441941659055,0
243.82939082912742,24.33503920954046,0
243.85398214441014,23.89918616013681,1
243.87736915796813,23.085019319478427,1
243.90048910839386,22.225102817930544,1
243.913461844291,21.386482110013713,1
243.9228578186069,21.2785551900486,0
243.93519328660145,21.178337335795323,0
243.95342100085227,20.594244309146546,1
243.96124994942073,19.582386587333122,0
243.96570385355844,18.642804417077798,0
243.78249283555442,25.380583426642843,1
243.7881330243901,22.66283896773444,0
243.79681520218614,21.318524807058505,0
243.8000081230579,20.07023308643088,0
243.8051565838701,18.85586140719128,1
243.81255756573015,17.7821959635366,0
243.82358988163492,16.7852209087144,0
243.3362586496526,28.047482860480557,0
243.32422517571862,25.182504638209327,0
243.32422517571862,25.182504638209327,1
243.35205431816294,22.225217024745675,0
243.36140400928653,21.40025334139247,0
243.3716142565921,20.250489922857888,1
243.3768889280473,19.182852462790045,1
243.38257035500945,18.512652009814406,0
243.41963891186245,18.068313226042694,1
243.4409310230653,17.981200619141127,1
243.4659233235105,18.19813323954607,1
243.69113701774154,25.539220006270078,1
243.77663953392852,26.142946115175576,0
243.8156778387047,26.186910541257912,1
243.83835249684574,25.63961220031826,1
243.8936252381765,26.037022757697468,0
243.91716470418132,25.60473829445279,1
