stochk_14_previous,mom10_previous,class
51.515151515151786,-0.20000000000001705,1
73.52207977208016,0.6999999999999886,1
75.04713423831045,0.8000000000000114,0
80.02450980392116,1.0,1
82.10784313725487,1.1000000000000227,1
85.60924369747927,1.0,0
86.30952380952391,1.200000000000017,0
88.09523809523813,0.9000000000000057,0
87.91208791208794,0.8000000000000114,0
89.92673992674055,0.19999999999998866,1
84.61538461538484,-0.19999999999998866,1
65.59829059829039,-0.30000000000001137,1
65.40404040404047,0.0,0
61.11111111111219,-0.4000000000000057,1
37.50000000000088,0.19999999999998866,1
37.50000000000088,-0.09999999999999433,1
37.50000000000088,-0.5,1
33.333333333334515,0.0,1
45.83333333333361,0.0,0
62.500000000000284,0.30000000000001137,1
75.00000000000058,0.2999999999999829,0
75.00000000000058,0.30000000000001137,1
70.83333333333421,0.20000000000001705,0
16.6666666666659,-0.4000000000000057,0
25.92592592592545,-0.5,1
31.48148148148163,-0.19999999999998866,0
29.62962962962989,-0.09999999999999433,1
80.95238095237848,0.19999999999998866,1
28.57142857143036,-0.19999999999998866,0
33.333333333334735,-0.19999999999998866,1
34.92063492063627,-0.09999999999999433,1
42.06349206349282,-0.19999999999998866,1
44.44444444444498,0.19999999999998866,0
52.97181372549016,2.0,1
47.91666666666654,1.6999999999999886,0
44.27083333333314,1.5999999999999943,0
22.555018786902732,0.20000000000001705,0
32.555018786902735,0.5,1
53.0303030303026,-0.20000000000001705,1
59.44055944055873,0.2999999999999829,1
74.81146304675703,0.6000000000000227,0
42.222222222221696,-0.30000000000001137,0
8.88888888888836,-0.30000000000001137,0
38.88888888888905,0.09999999999999433,0
54.761904761904546,0.10000000000002274,0
66.66666666666664,0.30000000000001137,1
65.07936507936472,1.4000000000000057,1
73.01587301587256,0.8000000000000114,0
79.36507936507894,0.09999999999999433,1
80.37741412354431,0.8000000000000114,1
73.01587301587355,0.20000000000001705,0
58.333333333333705,-0.09999999999999433,1
49.99999999999997,-0.30000000000001137,0
73.3333333333339,-0.09999999999999433,0
73.08080808080898,-0.09999999999999433,1
62.247474747475366,-0.19999999999998866,0
41.666666666667254,0.09999999999999433,0
45.83333333333361,0.19999999999998866,0
49.99999999999999,0.19999999999998866,0
54.166666666666366,-0.4000000000000057,1
50.0,0.2999999999999829,0
50.83333333333227,-0.5,1
46.6666666666659,0.19999999999998866,0
56.66666666666533,0.0,1
66.66666666666477,0.09999999999999433,0
79.99999999999828,0.0,0
83.33333333333142,0.30000000000001137,1
86.66666666666458,0.30000000000001137,0
83.33333333333144,0.5,1
86.66666666666553,0.4000000000000057,0
79.74358974358908,0.5999999999999943,0
27.272727272726726,-0.5,0
36.3636363636362,0.20000000000001705,0
54.54545454545517,0.30000000000001137,0
66.66666666666752,0.19999999999998866,0
75.757575757577,0.19999999999998866,1
63.63636363636465,0.4000000000000057,0
48.48484848484856,0.5,1
51.51515151515144,0.19999999999998866,1
48.48484848484856,0.2999999999999829,0
48.48484848484856,0.0,0
56.666666666667226,-0.10000000000002274,1
61.515151515151814,0.0,0
57.61904761904742,0.19999999999998866,0
43.80952380952266,0.09999999999999433,0
40.47619047618873,0.0,1
66.66666666666802,0.0,1
66.66666666666802,0.19999999999998866,0
36.66666666666661,0.9000000000000057,1
42.31884057970973,0.9000000000000057,0
51.76328502415447,1.1999999999999886,0
71.20772946859908,1.5999999999999943,1
70.00000000000016,1.6999999999999886,1
72.22222222222223,2.200000000000017,0
77.77777777777784,1.6999999999999886,0
79.99999999999993,0.09999999999999433,0
64.35185185185192,0.30000000000001137,0
72.96296296296242,-0.3999999999999773,1
68.68945868945805,0.19999999999998866,1
66.83760683760579,0.0,1
54.456654456653865,0.19999999999998866,0
54.68975468975446,0.7999999999999828,1
71.21212121212145,0.7999999999999828,1
81.82957393483719,1.1999999999999886,0
77.1929824561402,0.9000000000000057,0
78.94736842105239,0.4000000000000057,0
75.43859649122804,0.4000000000000057,0
68.73065015479894,0.6000000000000227,1
62.919246646027176,0.09999999999999433,1
40.91117216117235,-0.20000000000001705,1
34.98168498168489,-0.6000000000000227,1
35.89743589743573,-0.4000000000000057,0
32.30769230769172,-0.2999999999999829,0
32.82051282051257,-0.09999999999999433,1
36.66666666666652,-0.10000000000002274,0
38.33333333333298,-0.10000000000002274,0
15.555555555555983,-0.19999999999998866,1
34.444444444445004,0.19999999999998866,0
47.22222222222239,0.5,0
62.777777777778084,0.4000000000000057,0
76.1111111111116,0.5999999999999943,1
83.33333333333431,0.5999999999999943,0
83.93939393939486,0.8000000000000114,0
57.777777777778866,0.19999999999998866,0
66.66666666666735,0.19999999999998866,0
66.66666666666735,0.19999999999998866,1
76.54012654012661,0.9000000000000057,0
80.21978021978012,0.8999999999999773,0
85.71428571428595,0.3999999999999773,1
85.71428571428595,0.4000000000000057,1
76.19047619047632,0.5,0
73.80952380952398,0.4000000000000057,1
76.62337662337724,0.5,1
80.08658008658112,0.30000000000001137,1
61.53846153846101,1.5,1
64.10256410256358,0.6999999999999886,0
56.410256410255954,0.7999999999999828,1
48.71794871794831,0.4000000000000057,1
37.60683760683783,0.5,0
37.37373737373759,-0.09999999999999433,1
