adi14_current,mom10_current,class
28.5086304682157,0.30000000000001137,1
28.138500306321486,0.8000000000000114,1
28.889236045258755,1.0,0
29.839196304385656,1.1000000000000227,1
30.1271380224288,1.0,1
30.39451247489746,1.200000000000017,0
30.64278875218976,0.9000000000000057,0
29.654132731555194,0.8000000000000114,0
28.736094998108808,0.19999999999998866,0
26.808864225706376,-0.19999999999998866,1
25.01929279418984,-0.09999999999999433,1
23.82751702419544,0.19999999999998866,1
24.669145416417518,-0.09999999999999433,0
21.868108022296845,-0.19999999999998866,1
18.93572576097408,0.0,1
16.909175483037668,-0.5,1
16.71153528419644,0.0,1
17.33874074742247,0.0,1
18.274806785425397,0.30000000000001137,0
18.521745256582424,0.2999999999999829,1
18.167628804815713,0.30000000000001137,0
17.838806385318048,0.20000000000001705,1
16.68817326665854,0.2999999999999829,0
14.074892976867886,-0.09999999999999433,0
11.723718980900257,-0.19999999999998866,1
11.781263603796566,-0.09999999999999433,0
12.217731914307196,0.09999999999999433,1
12.321318526539313,0.19999999999998866,1
9.841398879857568,-0.19999999999998866,0
9.479940862592802,-0.09999999999999433,1
9.669916171077269,-0.19999999999998866,1
9.846321814669997,0.19999999999998866,1
10.01012705514896,0.09999999999999433,0
36.066683634769795,1.6999999999999886,1
35.901222962108825,1.5999999999999943,0
35.747580908923624,-0.8999999999999773,0
30.407514357618858,0.5,0
29.630795677328607,-0.19999999999998866,1
27.828190657430497,0.2999999999999829,1
27.49926336354553,0.5999999999999943,1
28.178075905958515,0.5,0
20.97154111331691,-0.30000000000001137,0
22.22618143909097,-0.3999999999999773,0
21.022582531595226,0.10000000000002274,0
20.640385946514307,-0.09999999999999433,0
18.443075284331172,0.7999999999999828,1
18.029949940459744,0.8000000000000114,1
17.77453904853629,0.09999999999999433,0
17.75913036032934,0.0,1
18.89200066982739,0.30000000000001137,1
16.85596897350981,-0.09999999999999433,0
16.43903175848917,-0.30000000000001137,1
16.289187371129106,-0.4000000000000057,0
26.36142655977246,-0.09999999999999433,0
23.5180218814308,-0.19999999999998866,1
22.27543432637408,0.0,0
18.921429054368936,0.19999999999998866,0
18.61680868381536,0.3999999999999773,0
17.202181312156945,-0.4000000000000057,0
16.52774150659339,0.2999999999999829,1
15.901475972855765,0.19999999999998866,0
16.360571372737304,-0.2999999999999829,1
14.799968119111641,0.0,0
14.428757218865249,0.09999999999999433,1
14.084061382922178,0.0,0
14.132824171475525,0.30000000000001137,0
13.34574201489194,0.30000000000001137,1
12.614880012350055,0.5,0
11.936222438561153,0.4000000000000057,1
12.060965966298456,0.5999999999999943,0
11.728211985074987,0.0,0
10.551203324066408,0.20000000000001705,0
11.592449135621324,0.30000000000001137,0
12.559320246350902,0.19999999999998866,0
12.074671102857986,0.19999999999998866,0
11.624639755328849,0.4000000000000057,1
11.206753504051797,0.4000000000000057,0
10.894874503855425,0.19999999999998866,1
10.965592863192587,0.2999999999999829,1
11.471529205555123,0.0,0
11.941327237748927,-0.10000000000002274,0
12.816823244868123,0.0,1
13.6297838229074,0.19999999999998866,0
15.187370909879636,0.09999999999999433,0
16.633701776353846,0.0,0
17.047087438593024,0.0,1
13.647362654291616,0.19999999999998866,1
12.703805468948413,0.30000000000001137,0
19.612686809556244,0.9000000000000057,1
21.5913002090508,1.1999999999999886,0
23.42858408001002,1.5999999999999943,0
24.812100966834027,1.200000000000017,1
29.967589134721035,2.200000000000017,1
31.34619330779241,1.6999999999999886,0
32.62632575421583,0.09999999999999433,0
32.74811854588482,0.4000000000000057,0
19.198150644333147,1.1999999999999886,0
14.166002276412605,0.19999999999998866,1
13.786046332060563,0.0,1
12.916829735310724,0.19999999999998866,1
13.554546592099767,0.7999999999999828,0
14.14671224483238,0.5,1
16.677219901394473,0.8000000000000114,1
24.034625244078974,0.9000000000000057,0
24.433777777973873,0.4000000000000057,0
24.80441941659055,0.4000000000000057,0
24.33503920954046,0.6000000000000227,0
23.89918616013681,0.09999999999999433,1
23.085019319478427,-0.30000000000001137,1
22.225102817930544,-0.6000000000000227,1
21.386482110013713,-0.4000000000000057,1
21.2785551900486,-0.2999999999999829,0
21.178337335795323,-0.09999999999999433,0
20.594244309146546,-0.10000000000002274,1
19.582386587333122,-0.10000000000002274,0
18.642804417077798,-0.09999999999999433,0
25.380583426642843,0.19999999999998866,1
22.66283896773444,0.5,0
21.318524807058505,0.4000000000000057,0
20.07023308643088,0.5999999999999943,0
18.85586140719128,0.5999999999999943,1
17.7821959635366,0.8000000000000114,0
16.7852209087144,0.5,0
28.047482860480557,-0.09999999999999433,0
25.182504638209327,0.5999999999999943,0
25.182504638209327,0.5999999999999943,1
22.225217024745675,0.8999999999999773,0
21.40025334139247,0.3999999999999773,0
20.250489922857888,0.4000000000000057,1
19.182852462790045,0.5,1
18.512652009814406,0.4000000000000057,0
18.068313226042694,0.5,1
17.981200619141127,0.30000000000001137,1
18.19813323954607,0.2999999999999829,1
25.539220006270078,1.0,1
26.142946115175576,0.7999999999999828,0
26.186910541257912,0.4000000000000057,1
25.63961220031826,0.19999999999998866,1
26.037022757697468,-0.09999999999999433,0
25.60473829445279,-0.7999999999999828,1
