ema200_current,cci20_previous,class
243.17811443537647,-21.93861004597612,1
243.1933459797288,98.46214934662865,1
243.2010954335464,99.44153633195806,0
243.209079250263,109.86786369240049,1
243.21583286519532,117.85839417655228,1
243.2251322735149,102.54540268262848,0
243.2328769176945,101.5148840559035,0
243.24054450073783,100.2514032848662,0
243.24714076454683,89.62036625169803,0
243.25021911142517,68.31116765052944,1
243.2534225639321,32.404516569699936,1
243.26808485911803,17.310135879888527,1
243.28197290890552,48.915501406250044,0
243.29364627052482,-16.972449761541213,1
243.30128581252617,-11.852478199791927,1
243.307490484158,-30.68672425356317,1
243.31357635472497,-20.425177931153435,1
243.32044095829545,-5.560417832040456,1
243.32760933844415,22.40958172723565,0
243.3325606057296,35.295075132829474,1
243.33861336749587,21.399168773441684,0
243.34476163872287,12.854910300272394,1
243.34969797230028,17.648530028721336,0
243.36802615136082,-22.11970965669456,0
243.36950207796414,-44.81815314474896,1
243.37304147719482,-25.72284948559573,0
243.37685713041512,-2.3439712122770304,1
243.3905189710545,8.251245230768731,1
243.40151501920658,-21.24280038042813,0
243.40442440981647,-14.312606738079404,1
243.40646556233645,0.9751093585219838,1
243.41063219057838,10.273256892477988,1
243.4152245676712,19.401388098101425,0
243.63323011555946,151.9226115840708,1
243.6555426029863,108.8270309077913,0
243.6756430258617,128.3364314514768,0
243.78647319094304,27.99312385517817,0
243.80231183892272,40.903421667583906,1
243.83102294148858,-32.190404548676966,1
243.8491264286509,-40.56706791491077,1
243.91028934954895,51.90944694485402,0
245.18199677075197,-8.995491459682867,0
245.236674674194,-16.855271087085068,0
245.3294006245415,7.21770126800119,0
245.34136827730995,25.74828855910637,0
245.375140199488,1.570210856888903,1
245.4212968492035,24.008482703539052,1
245.43794817983886,35.7745350951466,0
245.4521323039492,25.988900499439648,1
245.5210302663626,49.044444732569396,1
245.54581640464676,9.0097089461724,0
245.55606335685874,14.074815463533866,1
245.56521332447159,2.074795549648184,0
244.834333234004,1.6931903945987798,0
244.77997663331814,12.67003486075333,1
244.76235212388653,6.090511470373088,0
244.7143552881337,6.002632994934852,0
244.70208189744443,2.1022616972241503,0
244.67238046061885,10.32250636708142,0
244.6596854409755,0.20060782566124225,1
244.6461217150597,7.9331357560764895,0
244.55441364795558,-10.512683350294218,1
244.53071026543304,1.0140571852020823,0
244.51864621974252,10.155883880388977,1
244.5076972391832,8.239774257040409,0
244.49754075668758,9.782567757734258,0
244.4845002590923,14.788556684189846,1
244.4755090079956,2.145695416204102,0
244.46430570044043,9.924854323598376,1
244.4571333588858,9.226674290765313,0
244.44658010144832,18.167946716552493,0
244.33517016923562,-1.5567982264922733,0
244.3276647896797,9.666897424865118,0
244.31939480158763,20.297657338070763,0
244.30874984434516,13.134358230237774,0
244.2998287757349,0.8352073297805495,1
244.29115220992267,0.9410111478481138,0
244.2735915629912,1.5732571457343036,1
244.2653924091177,3.4680404310444994,1
244.25795839184812,5.687527252733164,0
244.24960332002442,11.818834156428812,0
244.2416428551354,10.147069082510924,1
244.2336058629061,11.967321798105953,0
244.22533736885697,9.443652168006508,0
244.21600038755852,12.859754283041301,0
244.19729119488719,0.2132241625619085,1
244.02673608962624,-4.000354626029926,1
244.01838021558385,3.2464791933174246,0
243.9138514134928,30.059927471407587,1
243.9176591704376,53.19638857036657,0
243.92357482495086,81.3145467002538,0
243.92613507071147,74.3504030470735,1
243.94607357889316,81.69973293605865,1
243.94971645322295,72.76839284692278,0
243.95254440031627,53.55319289403757,0
243.95403771186488,47.95776900458728,0
243.76171689983872,-5.7915725313419575,0
243.7060902707865,11.722195488176482,1
243.698528254014,12.39264619035711,1
243.69464949960042,13.50377462865776,1
243.69556811899145,25.677465313541607,0
243.6946432840854,47.30146802286857,1
243.6984073436652,38.023243575150225,1
243.7259243286216,61.333038218453396,0
243.7312905349166,57.36154804477928,0
243.7346132963731,40.61701965325139,0
243.737591523634,30.899287469173284,0
243.73923362002532,23.614745532899367,1
243.73855785550563,16.207691846396994,1
243.74056688508657,8.223205462261372,1
243.7415564321067,7.776476739407178,1
243.74399836560193,2.7058180499685762,0
243.74694381828903,10.713579423575938,0
243.7474027053993,9.712520242697996,1
243.74785702646872,0.6783551786306558,0
243.74777900989318,-8.94465644412215,0
243.6785659452428,-20.00836688860914,1
243.67710871712399,-3.3938866056316583,0
243.6769298924438,4.7521805719972035,0
243.67774787198908,10.300130872784028,0
243.67886918432689,11.893405724981433,1
243.6811301001497,13.609423164598494,0
243.6817505506377,21.45268599887544,0
243.54160063129586,12.383244020872727,0
243.5414856496717,22.634572329555308,0
243.5414856496717,22.634572329555308,1
243.5500049294603,49.93076117163393,0
243.55243183340087,41.92757825674757,0
243.55383956416782,34.02023926196701,1
243.55554475955554,17.073708397702525,1
243.56084100623642,19.24499833813184,0
243.5690480145738,36.18590817735621,1
243.57427050970742,29.4195555761516,1
243.58158682541253,35.2728580864134,1
243.64007765481801,93.41935005226318,1
243.6628061645771,38.33324415451012,0
243.6707037612065,38.25601746660492,1
243.67737201396287,21.18985839706248,1
243.69757533526607,26.090087134056763,0
243.70627773081958,20.7488672030532,1
