rsi14_previous,stoch_rsi_14_previous,class
-18.500407777050388,83.93754063278692,1
22.277730058028173,100.0,1
18.323516316432432,95.6193041181328,0
24.76988694583753,100.0,1
24.76988694583753,100.0,1
20.836230548135052,91.26723929384715,0
25.061974356347164,100.0,0
21.160900258450692,91.04485588976624,0
21.160900258450692,91.04485588976627,0
16.63657763603696,80.65900828262838,1
2.0195353174736543,47.10473139803854,1
6.891463635604608,21.14328396361089,1
10.70939285789956,37.71240329969313,0
-3.2624860165443152,0.0,1
5.487411210615363,30.89166434935492,1
-3.6859918027169267,0.0,1
1.4764203268832716,19.99722085346585,1
9.80194180284569,52.247124095496886,1
13.201650031964023,65.41630055570515,0
16.27345156714425,77.31529121644729,1
7.283662721075642,42.492268864146226,0
11.054133230035717,73.85038129375035,1
11.054133230035717,73.85038129375035,0
-5.936793576603848,0.0,0
-17.166401136642552,24.28660159413655,1
-1.8018360413373105,59.07453707633842,0
3.879108784747871,81.57748574983876,1
9.435306228375024,100.0,1
-11.488438602341231,43.946570765172176,0
-11.488438602341231,21.344353790494136,1
6.330362858200742,85.1606708297445,1
-1.4717048687383991,47.872566859533435,1
11.475843209984506,100.0,0
15.14059670309007,70.48002307213666,1
13.221505730246008,51.17347630761283,0
18.43960836214133,60.38213367781202,0
14.34111631089749,35.33658083910636,0
17.25881243782385,56.738923307686385,1
5.905346588094147,9.551159609367305,1
8.048925420453926,27.14521603864653,1
18.768620519672453,100.0,0
-0.8428364144832301,0.0,0
0.911012377284422,28.756051257656274,0
12.641082726109602,100.0,0
9.801070102429053,96.13692187877035,0
0.9916716784941996,84.15408982058239,1
14.416792227493048,100.0,1
14.416792227493048,100.0,0
14.416792227493048,100.0,1
19.221440772531565,100.0,1
1.8709722321077609,31.103224557005788,0
5.405951629219104,45.14023347990386,1
-2.5038297766230784,0.0,0
-6.150531008400961,78.71121629459716,0
-5.600105261462119,2.7141294901922466,1
-5.600105261462119,2.7141294901922466,0
-1.1787977486342385,24.515437246073876,0
3.306361955186631,46.63159785095691,0
6.4456307818778384,62.11121912149045,0
-2.762020923949265,16.70862091603072,1
5.9699577150342416,59.7656923986028,0
-12.486775411882064,3.608995139268009,1
6.856219078603374,83.94939056617491,0
6.856219078603374,83.94939056617491,1
6.856219078603374,83.94939056617491,0
10.721733542434123,100.0,0
14.178119011846904,100.0,1
-0.03684619839033587,48.37268506164109,0
11.691889745498088,90.97026693738823,1
3.2774596066687,60.409908302721284,0
13.264134705584324,96.68050150455852,0
-2.718588666353128,54.67971582219765,0
13.165260463896034,99.72813516405235,0
13.165260463896034,99.72813516405235,0
8.797373830786142,87.71818431464987,0
-0.6103819943709112,61.85059786979043,1
4.04546886116195,74.8558425022343,0
4.04546886116195,74.8558425022343,1
4.04546886116195,74.8558425022343,1
9.105602555029165,88.80712605132376,0
13.440854767851606,100.0,0
7.7325750963479996,84.38039864214826,1
7.7325750963479996,64.67527056395471,0
7.7325750963479996,64.67527056395471,0
7.7325750963479996,59.37525096117794,0
0.05464813789346579,4.7328939332397075,1
-3.859525899504817,91.20842341977463,1
4.479630263448527,100.0,0
24.075709840091942,100.0,1
14.870054547444001,88.98375557720291,0
21.847498941927253,97.33353953636237,0
24.066345659842824,99.9887940515733,1
24.99650351135679,100.0,1
20.89329138579868,95.14327495117088,0
14.265025644511836,87.29779602613846,0
14.265025644511836,87.29779602613846,0
-0.5454863517553861,87.31825139682074,0
-3.324890305382766,73.55320541789546,1
2.909462573438901,84.7822423933027,1
-0.23818501028578964,45.24559670624518,1
8.252658882880041,100.0,0
16.40549302351181,100.0,1
14.214068076582675,88.89314561000013,1
19.886834504894253,83.20548203416988,0
19.886834504894253,83.20548203416988,0
17.170004990813286,73.46664913090882,0
11.31837219125427,46.57993017179693,0
11.31837219125427,46.57993017179693,1
7.925117668432094,12.782206237349241,1
7.332991651174751,28.03718340851975,1
7.332991651174751,28.03718340851975,1
7.332991651174751,28.03718340851975,0
10.673170498435098,41.98050090227376,0
13.730899528751936,54.74475354537572,1
5.357636294818363,19.791215705546048,0
5.357636294818363,24.603018275446768,0
-16.133402973734732,65.86169952882888,1
-1.2465530181078464,96.99007430814251,0
9.36253235347283,100.0,0
3.7889043781124334,91.67590488561798,0
8.74183825941924,99.07300654103969,1
8.74183825941924,99.07300654103969,0
13.303380404559007,100.0,0
-1.5354069851347134,95.0612461296213,0
8.92272293346524,100.0,0
8.92272293346524,100.0,1
18.62249972232605,100.0,0
11.949982401766976,85.75895175068598,0
11.949982401766976,84.34089184237841,1
8.08071200286345,75.26046225985358,1
8.08071200286345,75.26046225985358,0
13.165609045334008,77.52234619578424,1
15.957350925430362,89.02189991712179,1
18.526293204782466,99.60371264094181,1
32.469328302472526,90.92470966997251,1
19.36181058648505,42.05776173905254,0
19.36181058648505,42.05776173905257,1
9.53922653204694,5.4375782736624965,1
18.119227408984532,41.903373211795305,0
9.22750320370183,11.12594936770667,1
