ema200_previous,mom10_current,class
243.18028035080428,0.30000000000001137,1
243.1885337173301,0.8000000000000114,1
243.1933459797288,1.0,0
243.2010954335464,1.1000000000000227,1
243.209079250263,1.0,1
243.21583286519532,1.200000000000017,0
243.2251322735149,0.9000000000000057,0
243.2328769176945,0.8000000000000114,0
243.24054450073783,0.19999999999998866,0
243.24714076454683,-0.19999999999998866,1
243.25021911142517,-0.09999999999999433,1
243.2582121099501,0.19999999999998866,1
243.27440708951042,-0.09999999999999433,0
243.2898420512497,-0.19999999999998866,1
243.2985633976934,0.0,1
243.30382540270813,-0.5,1
243.307490484158,0.0,1
243.31357635472497,0.0,1
243.32044095829545,0.30000000000001137,0
243.32760933844415,0.2999999999999829,1
243.3325606057296,0.30000000000001137,0
243.33861336749587,0.20000000000001705,1
243.34476163872287,0.2999999999999829,0
243.3645936479768,-0.09999999999999433,0
243.36708943313937,-0.19999999999998866,1
243.36950207796414,-0.09999999999999433,0
243.37304147719482,0.09999999999999433,1
243.3858355976397,0.19999999999998866,1
243.40058643874156,-0.19999999999998866,0
243.40151501920658,-0.09999999999999433,1
243.40442440981647,-0.19999999999998866,1
243.40646556233645,0.19999999999998866,1
243.41063219057838,0.09999999999999433,0
243.61502808479324,1.6999999999999886,1
243.63323011555946,1.5999999999999943,0
243.6555426029863,-0.8999999999999773,0
243.7669883818001,0.5,0
243.78647319094304,-0.19999999999998866,1
243.81569136677163,0.2999999999999829,1
243.83102294148858,0.5999999999999943,1
243.89069443206319,0.5,0
245.16937120108838,-0.30000000000001137,0
245.221268953558,-0.3999999999999773,0
245.3142976184791,0.10000000000002274,0
245.3294006245415,-0.09999999999999433,0
245.3628215401603,0.7999999999999828,1
245.4044781685112,0.8000000000000114,1
245.4212968492035,0.09999999999999433,0
245.43794817983886,0.0,1
245.50779196801182,0.30000000000001137,1
245.5331418154762,-0.09999999999999433,0
245.54581640464676,-0.30000000000001137,1
245.55606335685874,-0.4000000000000057,0
244.84953514904828,-0.09999999999999433,0
244.79956980428062,-0.19999999999998866,1
244.77997663331814,0.0,0
244.7292339831289,0.19999999999998866,0
244.7143552881337,0.3999999999999773,0
244.68815692543944,-0.4000000000000057,0
244.67238046061885,0.2999999999999829,1
244.6596854409755,0.19999999999998866,0
244.5701668429261,-0.2999999999999829,1
244.54258095555105,0.0,0
244.53071026543304,0.09999999999999433,1
244.51864621974252,0.0,0
244.5076972391832,0.30000000000001137,0
244.49754075668758,0.30000000000001137,1
244.4845002590923,0.5,0
244.4755090079956,0.4000000000000057,1
244.46430570044043,0.5999999999999943,0
244.4571333588858,0.0,0
244.34275097974185,0.20000000000001705,0
244.33517016923562,0.30000000000001137,0
244.3276647896797,0.19999999999998866,0
244.31939480158763,0.19999999999998866,0
244.30874984434516,0.4000000000000057,1
244.2998287757349,0.4000000000000057,0
244.2824062421525,0.19999999999998866,1
244.2735915629912,0.2999999999999829,1
244.2653924091177,0.0,0
244.25795839184812,-0.10000000000002274,0
244.24960332002442,0.0,1
244.2416428551354,0.19999999999998866,0
244.2336058629061,0.09999999999999433,0
244.22533736885697,0.0,0
244.206912047493,0.0,1
244.03533324343348,0.19999999999998866,1
244.02673608962624,0.30000000000001137,0
243.91534511552524,0.9000000000000057,1
243.9138514134928,1.1999999999999886,0
243.9176591704376,1.5999999999999943,0
243.92357482495086,1.200000000000017,1
243.93922171625272,2.200000000000017,1
243.94607357889316,1.6999999999999886,0
243.94971645322295,0.09999999999999433,0
243.95254440031627,0.4000000000000057,0
243.76985276004143,1.1999999999999886,0
243.71240866033918,0.19999999999998866,1
243.7060902707865,0.0,1
243.698528254014,0.19999999999998866,1
243.69464949960042,0.7999999999999828,0
243.69556811899145,0.5,1
243.6937768964984,0.8000000000000114,1
243.71981376774227,0.9000000000000057,0
243.7259243286216,0.4000000000000057,0
243.7312905349166,0.4000000000000057,0
243.7346132963731,0.6000000000000227,0
243.737591523634,0.09999999999999433,1
243.73923362002532,-0.30000000000001137,1
243.73956739287001,-0.6000000000000227,1
243.74056688508657,-0.4000000000000057,1
243.7415564321067,-0.2999999999999829,0
243.74399836560193,-0.09999999999999433,0
243.74694381828903,-0.10000000000002274,1
243.7474027053993,-0.10000000000002274,0
243.74785702646872,-0.09999999999999433,0
243.68039544231635,0.19999999999998866,1
243.67659891617447,0.5,0
243.67710871712399,0.4000000000000057,0
243.6769298924438,0.5999999999999943,0
243.67774787198908,0.5999999999999943,1
243.67886918432689,0.8000000000000114,0
243.6811301001497,0.5,0
243.5457242263327,-0.09999999999999433,0
243.5421211103425,0.5999999999999943,0
243.5421211103425,0.5999999999999943,1
243.54739633339383,0.8999999999999773,0
243.5500049294603,0.3999999999999773,0
243.55243183340087,0.4000000000000057,1
243.55383956416782,0.5,1
243.55554475955554,0.4000000000000057,0
243.5647780571777,0.5,1
243.5690480145738,0.30000000000001137,1
243.57427050970742,0.2999999999999829,1
243.6285425804848,1.0,1
243.65134221634617,0.7999999999999828,0
243.6628061645771,0.4000000000000057,1
243.6707037612065,0.19999999999998866,1
243.68957198410823,-0.09999999999999433,0
243.69757533526607,-0.7999999999999828,1
