ema20_current,stochk_14_current,class
242.80804232857471,55.55555555555623,1
243.02817124666146,75.04713423831045,1
243.10911759592483,80.02450980392116,0
243.18830584822425,82.10784313725487,1
243.24745301310742,85.60924369747927,1
243.32299027329418,86.30952380952391,0
243.3803219293884,88.09523809523813,0
243.43368119754837,87.91208791208794,0
243.47541036069975,89.92673992674055,0
243.4831061194764,84.61538461538484,1
243.48560563947842,74.35897435897455,1
243.56325338078815,58.13908313908306,1
243.62606399778667,68.18181818181891,0
243.6218565579633,47.222222222223365,1
243.60543272522187,37.50000000000088,1
243.57499767236592,37.50000000000088,1
243.58541488616103,33.333333333334515,1
243.60585156366957,45.83333333333361,1
243.6368412400411,62.500000000000284,0
243.63988082045898,75.00000000000058,1
243.65513026612962,75.00000000000058,0
243.668927383641,70.83333333333421,1
243.67188668043715,70.83333333333421,0
243.6073040003257,16.6666666666659,0
243.53263329922112,31.48148148148163,1
243.5390491754857,29.62962962962989,0
243.54782955549385,49.735449735449656,1
243.5846293632221,85.71428571428288,1
243.4824772213984,33.333333333334735,0
243.49515763676848,34.92063492063627,1
243.49561881421917,42.06349206349282,1
243.51805922863358,44.44444444444502,1
243.53836246072282,61.111111111110056,0
244.865743807797,47.91666666666654,1
244.9529290156389,44.27083333333314,0
245.0112754815163,43.74999999999983,0
245.25567103400329,32.555018786902735,0
245.29113600585944,45.005611672278064,1
245.30821094057927,59.44055944055873,1
245.30505059744948,62.820512820511986,1
245.3517326454736,81.1463046757168,0
246.35668006786668,26.666666666666387,0
246.28226323745014,8.88888888888836,0
245.91805783334868,54.761904761904546,0
245.91544746069675,70.89947089947083,0
245.90982252579633,61.904761904761756,1
246.04466204697792,73.01587301587256,1
246.09546641525884,79.36507936507894,0
246.11643357407087,85.71428571428531,1
246.32685978092744,82.664995822891,1
246.3559530000833,58.333333333333705,0
246.35597803129951,49.99999999999997,1
246.34647686906655,42.42424242424193,0
243.3005158945725,66.66666666666761,0
243.3510051490398,62.247474747475366,1
243.360134634689,51.13636363636466,0
243.41386236904182,45.83333333333361,0
243.45450350009202,45.83333333333361,0
243.46588803621484,54.166666666666366,0
243.4801483739834,50.0,1
243.4835267748217,54.166666666666366,0
243.41758119532898,46.6666666666659,1
243.4576868138441,56.66666666666533,0
243.46826491104267,66.66666666666477,1
243.4962859986712,79.99999999999828,0
243.53264999060036,83.33333333333142,0
243.53102823747517,86.66666666666458,1
243.561107905178,83.33333333333144,0
243.56778745378688,86.66666666666553,1
243.6053778230587,79.74358974358908,0
243.60337787964505,84.61538461538456,0
243.47725870881715,36.3636363636362,0
243.51543482358952,54.54545454545517,0
243.53450022922726,66.66666666666752,0
243.52972672332132,75.757575757577,0
243.53641941633828,63.63636363636465,1
243.54098694023128,54.54545454545517,0
243.55048787212868,51.51515151515144,1
243.56323935261327,48.48484848484856,1
243.5887635252758,48.48484848484856,0
243.5963819356714,56.666666666667226,0
243.60773809253936,61.515151515151814,1
243.61950048044707,57.61904761904742,0
243.63014264093502,43.80952380952266,0
243.63173522259427,38.095238095236546,0
243.6373136549837,36.507936507934886,1
243.3992271261044,66.66666666666802,1
243.4058490030877,76.19047619047716,0
243.3799187624617,42.31884057970973,1
243.50593417329483,51.7632850241545,0
243.64494681463356,71.20772946859908,0
243.73470987928033,68.88888888888879,1
244.05805512794174,72.22222222222223,1
244.11651058343682,77.7777777777778,0
244.16791108290508,79.99999999999993,0
244.20340471739672,75.55555555555544,0
243.30443871360828,71.75925925925921,0
243.30165569150776,68.68945868945805,1
243.3139973557042,66.83760683760579,1
243.35671059146011,54.456654456653865,1
243.4423777568309,54.68975468975446,0
243.50976514423428,62.77056277056304,1
243.70404274295217,69.1142191142188,1
244.06405391858522,77.1929824561402,0
244.12193806068558,78.94736842105239,0
244.15079849893291,75.43859649122804,0
244.179885863592,68.73065015479894,0
244.19370365394352,62.919246646027176,1
244.18567007542484,50.26260504201707,1
244.21079869360514,34.98168498168489,1
244.22316017469691,35.89743589743573,1
244.24238041160982,32.30769230769172,0
244.27226949887117,32.82051282051253,0
244.27282553840038,36.66666666666652,1
244.26737754262746,38.33333333333298,0
244.25441236386013,29.166666666665826,0
243.60600040182243,20.00000000000044,1
243.6309064056638,47.22222222222239,0
243.64105947834895,62.777777777778084,0
243.6597694012546,76.1111111111116,0
243.67520965695155,83.33333333333431,1
243.7031665309972,83.93939393939486,0
243.71744926629685,87.272727272728,0
243.0698260548477,62.35294117647146,0
243.1383383351474,69.49494949494998,0
243.1383383351474,69.49494949494998,1
243.35168511790573,80.21978021978012,0
243.3982478919212,85.71428571428595,0
243.4323400762957,85.71428571428595,1
243.45723430681159,76.19047619047636,1
243.51279239616932,71.42857142857117,0
243.5914204416193,76.6233766233772,1
243.6481860179817,80.08658008658112,1
243.71710519823483,81.81818181818281,1
244.18370312764912,64.10256410256358,1
244.3003834654829,56.410256410255954,0
244.3122491032734,48.71794871794831,1
244.3134608707981,43.16239316239307,1
244.38292331426982,37.37373737373759,0
244.39198851423717,38.38383838383855,1
