cci20_current,adi14_previous,class
-5.2461893588155135,29.49350703497163,1
99.64844030261105,27.33001566438905,1
110.09598665324188,28.138500306321497,0
118.13748784129135,28.88923604525876,1
102.77251972195542,29.839196304385656,1
101.60461917177555,30.127138022428827,0
100.3399432682205,30.39451247489746,0
89.68626710730992,30.64278875218976,0
68.27101198753904,29.65413273155519,0
32.394986720875075,28.7360949981088,1
17.376334972152776,26.808864225706376,1
56.60882274233385,23.357547893495926,1
46.12032989732397,24.263916931273553,0
-21.389936685779873,23.099130809294962,1
-22.542948732960976,20.347613516425785,1
-20.4578161690408,17.624687130911788,1
-5.570503072135273,16.909175483037668,1
22.473355404484664,16.711535284196447,1
35.34707220893523,17.33874074742248,0
21.45386919838161,18.274806785425405,1
12.885520981862042,18.52174525658243,0
17.67550166287405,18.167628804815713,1
4.125630396320813,17.838806385318048,0
-2.0737227803129046,14.047811285716715,0
-25.677066905842857,12.590495292347144,1
-2.338440862321084,11.723718980900244,0
10.547870455276616,11.781263603796566,1
12.258992914290946,11.993563461893716,1
-14.242332073244302,10.348523684005812,0
0.9703462195385196,9.84139887985757,1
10.238648264406,9.479940862592802,1
19.323507012039247,9.669916171077272,1
22.83960877370644,9.846321814670004,0
109.76007684580786,36.52739609974017,1
129.27469851050364,36.066683634769795,0
116.8335175603984,35.901222962108825,0
41.128358894923416,30.784253475909622,0
5.13969696346237,30.407514357618858,1
-40.87334261773007,28.696111592936987,1
-17.44594112402482,27.828190657430497,1
33.85398713794782,27.777909474020287,0
-20.739605309821133,20.94931758949373,0
-9.215831673515432,21.726828807740823,0
25.89207121538188,20.850100747130746,0
4.899010655049458,21.022582531595226,0
10.991475998205106,18.96465301825261,1
36.012724055309526,17.64296552108821,1
26.147137271377325,18.029949940459744,0
27.29378253288497,17.774539048536305,1
29.7656349240886,19.521597386233346,1
14.143147764342453,17.83628053099605,0
2.0851578464506475,16.85596897350981,1
-7.261784423761567,16.43903175848917,0
4.780772878864045,27.351905880629463,0
6.085607295325249,24.396514368889193,1
7.188800424040278,23.5180218814308,0
2.1009215482277104,20.313481744341985,0
13.61464718202567,18.921429054368943,0
0.20043701683465748,18.333946911158463,0
7.924009113693473,17.202181312156974,1
7.531457996277207,16.527741506593383,0
-10.411599856539748,16.255569177702306,1
10.140571851998343,15.199733703992365,0
8.22626594311218,14.799968119111641,1
9.765658378716743,14.428757218865249,0
14.775753384074203,14.084061382922178,0
2.1417909680533183,14.132824171475516,1
9.911069303424178,13.345742014891947,0
9.208627722924962,12.614880012350055,1
18.145792771847308,11.936222438561153,0
5.850694705330643,12.060965966298456,0
9.652149004273683,10.508742724530194,0
20.26930105213196,10.551203324066408,0
13.115409356906445,11.592449135621335,0
0.833927506682864,12.559320246350902,0
0.939608246004676,12.074671102857986,1
3.1367038261502755,11.62463975532885,0
3.4611657206133217,10.818716270723105,1
5.674975250800742,10.894874503855435,1
11.796352820485128,10.965592863192592,0
10.130429276936669,11.471529205555143,0
11.943945899210016,11.941327237748899,1
9.425589734790103,12.816823244868123,0
12.83912261043683,13.62978382290741,0
7.65208519321725,15.187370909879633,0
-3.198362438428628,17.210901329108648,1
3.243530777866139,14.66350116158429,1
3.8957750319798015,13.647362654291612,0
53.23339883118257,18.43783559312172,1
81.26922607053814,19.612686809556244,0
74.21045323853883,21.5913002090508,0
63.40041732585371,23.42858408001002,1
72.71933333719154,28.103873545614746,1
53.48038510436458,29.967589134721035,0
47.84670512663989,31.34619330779241,0
33.988418858753775,32.62632575421583,0
-0.8910111586722304,20.223506211936744,0
12.392035230359134,14.575185601099449,1
13.509100802101527,14.166002276412636,1
25.668331938763128,13.78604633206057,1
47.22420794620932,12.916829735310811,0
42.381220758079394,13.554546592099786,1
48.90305073382071,15.423272252521436,1
57.30386052527028,22.18564036177448,0
40.55640701603382,24.034625244078985,0
30.855470731062226,24.433777777973873,0
23.595819521913274,24.804419416590573,0
16.19296836541758,24.335039209540483,1
4.502136624000659,23.89918616013681,1
7.772618861589832,22.6391366890462,1
2.7048614745744044,22.225102817930544,1
10.71052978113523,21.3864821100137,0
9.698608741341415,21.278555190048625,0
0.6776176913504856,21.17833733579531,1
-8.931676518642751,20.594244309146553,0
-9.510773940587145,19.582386587333122,0
-9.49549615052686,26.633500708305892,1
4.75144124788355,24.21716023652717,0
10.296391239332738,22.662838967734423,0
11.884766391672391,21.31852480705852,0
13.592463685693614,20.07023308643088,1
21.434841484245624,18.85586140719128,0
19.8635981471046,17.7821959635366,0
11.257494564432543,29.25380614078433,0
27.25157464553147,26.561938597080665,0
27.25157464553147,26.561938597080665,1
41.91020903772641,22.64447630571141,0
34.01671443472049,22.225217024745675,0
17.0666316563346,21.40025334139247,1
19.222055811979352,20.250489922857888,1
29.773144487819053,19.182852462790052,0
29.379781247449113,18.491834369966604,1
35.21259547724794,18.068313226042694,1
40.734461919147456,17.981200619141127,1
53.98320106426594,24.98727059245132,1
38.219495655535404,25.77062932335507,0
21.17743824044208,26.14294611517559,1
7.177210102232031,26.186910541257912,1
20.735353093439898,25.845676933774147,0
11.970500309451449,26.037022757697486,1
