sma200_current,rsi14_current,class
243.0855,-3.07777613282434,1
243.1065,18.323516316432414,1
243.112,24.76988694583753,0
243.1185,24.76988694583753,1
243.1245,20.836230548135052,1
243.1325,25.061974356347164,0
243.139,21.160900258450692,0
243.1455,21.160900258450692,0
243.152,16.63657763603696,0
243.157,2.0195353174736543,1
243.1625,2.0195353174736543,1
243.178,22.12965611870645,1
243.192,13.686773613094175,0
243.209,1.3427049995352152,1
243.2205,-3.6859918027169267,1
243.231,1.4764203268832716,1
243.238,9.801941802845704,1
243.2445,13.201650031964023,1
243.249,16.27345156714425,0
243.253,7.283662721075642,1
243.2575,11.054133230035717,0
243.2625,11.054133230035717,1
243.267,5.935654388105847,0
243.289,1.76575572470405,0
243.297,-1.8018360413373105,1
243.301,3.879108784747871,0
243.306,3.879108784747871,1
243.3225,9.435306228375024,1
243.3475,-11.488438602341231,0
243.3505,6.330362858200773,1
243.354,-1.4717048687384278,1
243.358,11.475843209984506,1
243.3635,11.475843209984506,0
243.5275,13.221505730246008,1
243.5395,18.43960836214133,0
243.5515,14.619784268185626,0
243.5955,17.25881243782385,0
243.598,10.650078584996491,1
243.6045,8.048925420453926,1
243.6125,12.025095026541125,1
243.643,11.466792555441446,0
244.593,-8.595708787446156,0
244.6505,4.854947767465474,0
244.78800000000004,9.801070102429053,0
244.805,0.6256447028448521,0
244.8545,4.065011038020131,1
244.909,14.416792227493048,1
244.928,14.416792227493048,0
244.946,7.3801490969159715,1
245.0145,5.5513746497732095,1
245.0415,5.405951629219104,0
245.0535,-2.5038297766230784,1
245.0655,-6.762942841306739,0
245.2155,-0.7452288576979242,0
245.17050000000003,-5.600105261462119,1
245.158,-0.9379299938098312,0
245.1265,3.306361955186631,0
245.1195,10.72061193101186,0
245.10050000000004,-2.762020923949265,0
245.094,5.9699577150342416,1
245.0875,1.5142577916579825,0
245.0315,-6.499480834976198,1
245.016,6.856219078603374,0
245.007,6.856219078603374,1
244.998,10.721733542434123,0
244.98800000000003,14.178119011846904,0
244.978,-0.03684619839033587,1
244.971,11.691889745498088,0
244.963,3.2774596066687,1
244.958,13.264134705584324,0
244.9515,1.7548280784019423,0
244.8865,13.165260463896034,0
244.8795,13.165260463896034,0
244.873,8.797373830786142,0
244.865,-0.6103819943709112,0
244.859,4.04546886116195,1
244.8535,4.04546886116195,0
244.841,4.04546886116195,1
244.833,9.105602555029165,1
244.824,13.440854767851606,0
244.815,7.7325750963479996,0
244.807,7.7325750963479996,1
244.7985,7.7325750963479996,0
244.789,7.7325750963479996,0
244.779,0.05464813789346579,0
244.75800000000004,0.05464813789346579,1
244.566,4.479630263448527,1
244.556,4.479630263448527,0
244.4475,14.870054547444001,1
244.44100000000003,21.847498941927253,0
244.435,24.066345659842824,0
244.428,17.700497658232212,1
244.412,20.89329138579868,1
244.406,14.265025644511836,0
244.3975,14.265025644511836,0
244.388,11.702619164645784,0
244.13,1.825131487120018,0
244.033,2.909462573438901,1
244.0185,-0.23818501028578964,1
244.00600000000003,8.252658882880041,1
243.996,16.40549302351181,0
243.9865,11.147687979269406,1
243.966,17.631652586163014,1
243.9405,19.886834504894253,0
243.933,17.170004990813286,0
243.92550000000003,11.31837219125427,0
243.917,11.31837219125427,0
243.9075,7.925117668432094,1
243.897,0.6165694654325762,1
243.874,7.332991651174751,1
243.8625,7.332991651174751,1
243.8525,10.673170498435098,0
243.841,13.73089952875192,0
243.82800000000003,5.357636294818363,1
243.815,5.357636294818363,0
243.8035,0.5021345378634976,0
243.6735,-1.2465530181078464,1
243.661,9.36253235347283,0
243.6565,3.7889043781124334,0
243.652,8.74183825941924,0
243.6485,8.74183825941924,1
243.6455,13.303380404559007,0
243.6405,7.3500977142805075,0
243.5285,-5.6544587383857134,0
243.534,5.39683666694232,0
243.534,5.39683666694232,1
243.5445,11.949982401766976,0
243.5475,11.949982401766976,0
243.5505,8.08071200286345,1
243.5545,8.08071200286345,1
243.5605,16.973085572976288,0
243.5685,15.957350925430362,1
243.5715,18.526293204782466,1
243.575,22.92664811164725,1
243.6035,19.36181058648505,1
243.61550000000003,19.36181058648505,0
243.6205,9.53922653204694,1
243.625,6.013170717632249,1
243.6345,9.22750320370183,0
243.64,9.22750320370183,1
