sma200_previous,rsi14_current,class
243.0835,-3.07777613282434,1
243.101,18.323516316432414,1
243.1065,24.76988694583753,0
243.112,24.76988694583753,1
243.1185,20.836230548135052,1
243.1245,25.061974356347164,0
243.1325,21.160900258450692,0
243.139,21.160900258450692,0
243.1455,16.63657763603696,0
243.152,2.0195353174736543,1
243.157,2.0195353174736543,1
243.17,22.12965611870645,1
243.1845,13.686773613094175,0
243.2035,1.3427049995352152,1
243.215,-3.6859918027169267,1
243.22550000000004,1.4764203268832716,1
243.231,9.801941802845704,1
243.238,13.201650031964023,1
243.2445,16.27345156714425,0
243.249,7.283662721075642,1
243.253,11.054133230035717,0
243.2575,11.054133230035717,1
243.2625,5.935654388105847,0
243.2855,1.76575572470405,0
243.2935,-1.8018360413373105,1
243.297,3.879108784747871,0
243.301,3.879108784747871,1
243.3175,9.435306228375024,1
243.3445,-11.488438602341231,0
243.3475,6.330362858200773,1
243.3505,-1.4717048687384278,1
243.354,11.475843209984506,1
243.358,11.475843209984506,0
243.5165,13.221505730246008,1
243.5275,18.43960836214133,0
243.5395,14.619784268185626,0
243.5915,17.25881243782385,0
243.5955,10.650078584996491,1
243.5995,8.048925420453926,1
243.6045,12.025095026541125,1
243.6315,11.466792555441446,0
244.579,-8.595708787446156,0
244.6355,4.854947767465474,0
244.771,9.801070102429053,0
244.78800000000004,0.6256447028448521,0
244.8385,4.065011038020131,1
244.89,14.416792227493048,1
244.909,14.416792227493048,0
244.928,7.3801490969159715,1
245.0005,5.5513746497732095,1
245.0285,5.405951629219104,0
245.0415,-2.5038297766230784,1
245.0535,-6.762942841306739,0
245.218,-0.7452288576979242,0
245.1855,-5.600105261462119,1
245.17050000000003,-0.9379299938098312,0
245.13500000000005,3.306361955186631,0
245.1265,10.72061193101186,0
245.11,-2.762020923949265,0
245.10050000000004,5.9699577150342416,1
245.094,1.5142577916579825,0
245.0415,-6.499480834976198,1
245.024,6.856219078603374,0
245.016,6.856219078603374,1
245.007,10.721733542434123,0
244.998,14.178119011846904,0
244.98800000000003,-0.03684619839033587,1
244.978,11.691889745498088,0
244.971,3.2774596066687,1
244.963,13.264134705584324,0
244.958,1.7548280784019423,0
244.8935,13.165260463896034,0
244.8865,13.165260463896034,0
244.8795,8.797373830786142,0
244.873,-0.6103819943709112,0
244.865,4.04546886116195,1
244.859,4.04546886116195,0
244.8475,4.04546886116195,1
244.841,9.105602555029165,1
244.833,13.440854767851606,0
244.824,7.7325750963479996,0
244.815,7.7325750963479996,1
244.807,7.7325750963479996,0
244.7985,7.7325750963479996,0
244.789,0.05464813789346579,0
244.7695,0.05464813789346579,1
244.5765,4.479630263448527,1
244.566,4.479630263448527,0
244.455,14.870054547444001,1
244.4475,21.847498941927253,0
244.44100000000003,24.066345659842824,0
244.435,17.700497658232212,1
244.4175,20.89329138579868,1
244.412,14.265025644511836,0
244.406,14.265025644511836,0
244.3975,11.702619164645784,0
244.1475,1.825131487120018,0
244.0465,2.909462573438901,1
244.033,-0.23818501028578964,1
244.0185,8.252658882880041,1
244.00600000000003,16.40549302351181,0
243.996,11.147687979269406,1
243.9705,17.631652586163014,1
243.949,19.886834504894253,0
243.9405,17.170004990813286,0
243.933,11.31837219125427,0
243.92550000000003,11.31837219125427,0
243.917,7.925117668432094,1
243.9075,0.6165694654325762,1
243.88550000000004,7.332991651174751,1
243.874,7.332991651174751,1
243.8625,10.673170498435098,0
243.8525,13.73089952875192,0
243.841,5.357636294818363,1
243.82800000000003,5.357636294818363,0
243.815,0.5021345378634976,0
243.68,-1.2465530181078464,1
243.6665,9.36253235347283,0
243.661,3.7889043781124334,0
243.6565,8.74183825941924,0
243.652,8.74183825941924,1
243.6485,13.303380404559007,0
243.6455,7.3500977142805075,0
243.5275,-5.6544587383857134,0
243.5315,5.39683666694232,0
243.5315,5.39683666694232,1
243.541,11.949982401766976,0
243.5445,11.949982401766976,0
243.5475,8.08071200286345,1
243.5505,8.08071200286345,1
243.5545,16.973085572976288,0
243.5655,15.957350925430362,1
243.5685,18.526293204782466,1
243.5715,22.92664811164725,1
243.5975,19.36181058648505,1
243.609,19.36181058648505,0
243.61550000000003,9.53922653204694,1
243.6205,6.013170717632249,1
243.6315,9.22750320370183,0
243.6345,9.22750320370183,1
