ema200_previous,sma200_current,class
243.18028035080428,243.0855,1
243.1885337173301,243.1065,1
243.1933459797288,243.112,0
243.2010954335464,243.1185,1
243.209079250263,243.1245,1
243.21583286519532,243.1325,0
243.2251322735149,243.139,0
243.2328769176945,243.1455,0
243.24054450073783,243.152,0
243.24714076454683,243.157,1
243.25021911142517,243.1625,1
243.2582121099501,243.178,1
243.27440708951042,243.192,0
243.2898420512497,243.209,1
243.2985633976934,243.2205,1
243.30382540270813,243.231,1
243.307490484158,243.238,1
243.31357635472497,243.2445,1
243.32044095829545,243.249,0
243.32760933844415,243.253,1
243.3325606057296,243.2575,0
243.33861336749587,243.2625,1
243.34476163872287,243.267,0
243.3645936479768,243.289,0
243.36708943313937,243.297,1
243.36950207796414,243.301,0
243.37304147719482,243.306,1
243.3858355976397,243.3225,1
243.40058643874156,243.3475,0
243.40151501920658,243.3505,1
243.40442440981647,243.354,1
243.40646556233645,243.358,1
243.41063219057838,243.3635,0
243.61502808479324,243.5275,1
243.63323011555946,243.5395,0
243.6555426029863,243.5515,0
243.7669883818001,243.5955,0
243.78647319094304,243.598,1
243.81569136677163,243.6045,1
243.83102294148858,243.6125,1
243.89069443206319,243.643,0
245.16937120108838,244.593,0
245.221268953558,244.6505,0
245.3142976184791,244.78800000000004,0
245.3294006245415,244.805,0
245.3628215401603,244.8545,1
245.4044781685112,244.909,1
245.4212968492035,244.928,0
245.43794817983886,244.946,1
245.50779196801182,245.0145,1
245.5331418154762,245.0415,0
245.54581640464676,245.0535,1
245.55606335685874,245.0655,0
244.84953514904828,245.2155,0
244.79956980428062,245.17050000000003,1
244.77997663331814,245.158,0
244.7292339831289,245.1265,0
244.7143552881337,245.1195,0
244.68815692543944,245.10050000000004,0
244.67238046061885,245.094,1
244.6596854409755,245.0875,0
244.5701668429261,245.0315,1
244.54258095555105,245.016,0
244.53071026543304,245.007,1
244.51864621974252,244.998,0
244.5076972391832,244.98800000000003,0
244.49754075668758,244.978,1
244.4845002590923,244.971,0
244.4755090079956,244.963,1
244.46430570044043,244.958,0
244.4571333588858,244.9515,0
244.34275097974185,244.8865,0
244.33517016923562,244.8795,0
244.3276647896797,244.873,0
244.31939480158763,244.865,0
244.30874984434516,244.859,1
244.2998287757349,244.8535,0
244.2824062421525,244.841,1
244.2735915629912,244.833,1
244.2653924091177,244.824,0
244.25795839184812,244.815,0
244.24960332002442,244.807,1
244.2416428551354,244.7985,0
244.2336058629061,244.789,0
244.22533736885697,244.779,0
244.206912047493,244.75800000000004,1
244.03533324343348,244.566,1
244.02673608962624,244.556,0
243.91534511552524,244.4475,1
243.9138514134928,244.44100000000003,0
243.9176591704376,244.435,0
243.92357482495086,244.428,1
243.93922171625272,244.412,1
243.94607357889316,244.406,0
243.94971645322295,244.3975,0
243.95254440031627,244.388,0
243.76985276004143,244.13,0
243.71240866033918,244.033,1
243.7060902707865,244.0185,1
243.698528254014,244.00600000000003,1
243.69464949960042,243.996,0
243.69556811899145,243.9865,1
243.6937768964984,243.966,1
243.71981376774227,243.9405,0
243.7259243286216,243.933,0
243.7312905349166,243.92550000000003,0
243.7346132963731,243.917,0
243.737591523634,243.9075,1
243.73923362002532,243.897,1
243.73956739287001,243.874,1
243.74056688508657,243.8625,1
243.7415564321067,243.8525,0
243.74399836560193,243.841,0
243.74694381828903,243.82800000000003,1
243.7474027053993,243.815,0
243.74785702646872,243.8035,0
243.68039544231635,243.6735,1
243.67659891617447,243.661,0
243.67710871712399,243.6565,0
243.6769298924438,243.652,0
243.67774787198908,243.6485,1
243.67886918432689,243.6455,0
243.6811301001497,243.6405,0
243.5457242263327,243.5285,0
243.5421211103425,243.534,0
243.5421211103425,243.534,1
243.54739633339383,243.5445,0
243.5500049294603,243.5475,0
243.55243183340087,243.5505,1
243.55383956416782,243.5545,1
243.55554475955554,243.5605,0
243.5647780571777,243.5685,1
243.5690480145738,243.5715,1
243.57427050970742,243.575,1
243.6285425804848,243.6035,1
243.65134221634617,243.61550000000003,0
243.6628061645771,243.6205,1
243.6707037612065,243.625,1
243.68957198410823,243.6345,0
243.69757533526607,243.64,1
