sma50_previous,mom10_previous,class
243.188,-0.20000000000001705,1
243.18000000000004,0.6999999999999886,1
243.182,0.8000000000000114,0
243.19,1.0,1
243.2,1.1000000000000227,1
243.21,1.0,0
243.226,1.200000000000017,0
243.23999999999995,0.9000000000000057,0
243.25399999999996,0.8000000000000114,0
243.264,0.19999999999998866,1
243.264,-0.19999999999998866,1
243.266,-0.30000000000001137,1
243.28,0.0,0
243.278,-0.4000000000000057,1
243.272,0.19999999999998866,1
243.266,-0.09999999999999433,1
243.266,-0.5,1
243.272,0.0,1
243.28400000000002,0.0,0
243.29999999999995,0.30000000000001137,1
243.308,0.2999999999999829,0
243.318,0.30000000000001137,1
243.32799999999997,0.20000000000001705,0
243.38800000000003,-0.4000000000000057,0
243.41000000000003,-0.5,1
243.422,-0.19999999999998866,0
243.442,-0.09999999999999433,1
243.50000000000003,0.19999999999998866,1
243.598,-0.19999999999998866,0
243.596,-0.19999999999998866,1
243.596,-0.09999999999999433,1
243.59600000000003,-0.19999999999998866,1
243.594,0.19999999999998866,0
243.83599999999998,2.0,1
243.864,1.6999999999999886,0
243.898,1.5999999999999943,0
244.086,0.20000000000001705,0
244.12800000000004,0.5,1
244.19600000000003,-0.20000000000001705,1
244.22800000000004,0.2999999999999829,1
244.362,0.6000000000000227,0
245.93000000000004,-0.30000000000001137,0
245.924,-0.30000000000001137,0
245.972,0.09999999999999433,0
245.98999999999995,0.10000000000002274,0
246.03,0.30000000000001137,1
246.088,1.4000000000000057,1
246.108,0.8000000000000114,0
246.122,0.09999999999999433,1
246.188,0.8000000000000114,1
246.20999999999995,0.20000000000001705,0
246.214,-0.09999999999999433,1
246.212,-0.30000000000001137,0
243.8,-0.09999999999999433,0
243.72,-0.09999999999999433,1
243.694,-0.19999999999998866,0
243.61,0.09999999999999433,0
243.582,0.19999999999998866,0
243.53000000000003,0.19999999999998866,0
243.498,-0.4000000000000057,1
243.466,0.2999999999999829,0
243.308,-0.5,1
243.264,0.19999999999998866,0
243.25600000000003,0.0,1
243.25800000000004,0.09999999999999433,0
243.26800000000003,0.0,0
243.306,0.30000000000001137,1
243.32,0.30000000000001137,0
243.34,0.5,1
243.356,0.4000000000000057,0
243.376,0.5999999999999943,0
243.434,-0.5,0
243.456,0.20000000000001705,0
243.47599999999997,0.30000000000001137,0
243.484,0.19999999999998866,0
243.486,0.19999999999998866,1
243.488,0.4000000000000057,0
243.496,0.5,1
243.498,0.19999999999998866,1
243.504,0.2999999999999829,0
243.51,0.0,0
243.518,-0.10000000000002274,1
243.52599999999998,0.0,0
243.534,0.19999999999998866,0
243.54000000000005,0.09999999999999433,0
243.54200000000003,0.0,1
243.52,0.0,1
243.524,0.19999999999998866,0
243.44,0.9000000000000057,1
243.45,0.9000000000000057,0
243.474,1.1999999999999886,0
243.504,1.5999999999999943,1
243.588,1.6999999999999886,1
243.616,2.200000000000017,0
243.63,1.6999999999999886,0
243.644,0.09999999999999433,0
243.506,0.30000000000001137,0
243.508,-0.3999999999999773,1
243.51799999999997,0.19999999999998866,1
243.522,0.0,1
243.52599999999998,0.19999999999998866,0
243.53800000000004,0.7999999999999828,1
243.56600000000003,0.7999999999999828,1
243.66,1.1999999999999886,0
243.69,0.9000000000000057,0
243.71599999999998,0.4000000000000057,0
243.73799999999997,0.4000000000000057,0
243.75799999999995,0.6000000000000227,1
243.79,0.09999999999999433,1
243.81,-0.20000000000001705,1
243.814,-0.6000000000000227,1
243.808,-0.4000000000000057,0
243.8,-0.2999999999999829,0
243.79999999999995,-0.09999999999999433,1
243.794,-0.10000000000002274,0
243.778,-0.10000000000002274,0
243.762,-0.19999999999998866,1
243.80200000000005,0.19999999999998866,0
243.81600000000003,0.5,0
243.82599999999996,0.4000000000000057,0
243.83,0.5999999999999943,1
243.842,0.5999999999999943,0
243.854,0.8000000000000114,0
243.532,0.19999999999998866,0
243.5,0.19999999999998866,0
243.5,0.19999999999998866,1
243.45,0.9000000000000057,0
243.43600000000004,0.8999999999999773,0
243.426,0.3999999999999773,1
243.414,0.4000000000000057,1
243.404,0.5,0
243.408,0.4000000000000057,1
243.41599999999997,0.5,1
243.426,0.30000000000001137,1
243.53800000000004,1.5,1
243.59000000000003,0.6999999999999886,0
243.612,0.7999999999999828,1
243.624,0.4000000000000057,1
243.65000000000003,0.5,0
243.662,-0.09999999999999433,1
