sma20_previous,stoch_rsi_14_previous,class
242.89,83.93754063278692,1
242.925,100.0,1
242.94,95.6193041181328,0
242.965,100.0,1
243.01000000000005,100.0,1
243.045,91.26723929384715,0
243.09,100.0,0
243.13,91.04485588976624,0
243.175,91.04485588976627,0
243.23,80.65900828262838,1
243.28,47.10473139803854,1
243.345,21.14328396361089,1
243.455,37.71240329969313,0
243.59,0.0,1
243.65,30.89166434935492,1
243.635,0.0,1
243.635,19.99722085346585,1
243.63,52.247124095496886,1
243.63,65.41630055570515,0
243.64,77.31529121644729,1
243.63,42.492268864146226,0
243.63,73.85038129375035,1
243.63,73.85038129375035,0
243.615,0.0,0
243.58,24.28660159413655,1
243.58,59.07453707633842,0
243.58,81.57748574983876,1
243.61000000000004,100.0,1
243.50999999999996,43.946570765172176,0
243.49499999999995,21.344353790494136,1
243.49999999999997,85.1606708297445,1
243.5,47.872566859533435,1
243.51,100.0,0
244.235,70.48002307213666,1
244.305,51.17347630761283,0
244.39500000000004,60.38213367781202,0
245.085,35.33658083910636,0
245.21,56.738923307686385,1
245.40000000000003,9.551159609367305,1
245.4650000000001,27.14521603864653,1
245.33,100.0,0
246.36,0.0,0
246.335,28.756051257656274,0
246.05,100.0,0
246.04,96.13692187877035,0
245.925,84.15408982058239,1
245.94000000000003,100.0,1
245.965,100.0,0
245.99,100.0,1
246.08,100.0,1
246.14,31.103224557005788,0
246.195,45.14023347990386,1
246.245,0.0,0
243.215,78.71121629459716,0
243.26000000000005,2.7141294901922466,1
243.27500000000003,2.7141294901922466,0
243.345,24.515437246073876,0
243.385,46.63159785095691,0
243.445,62.11121912149045,0
243.445,16.70862091603072,1
243.45,59.7656923986028,0
243.445,3.608995139268009,1
243.46,83.94939056617491,0
243.47000000000003,83.94939056617491,1
243.46000000000004,83.94939056617491,0
243.48,100.0,0
243.505,100.0,1
243.51,48.37268506164109,0
243.525,90.97026693738823,1
243.53500000000003,60.409908302721284,0
243.555,96.68050150455852,0
243.48999999999995,54.67971582219765,0
243.52,99.72813516405235,0
243.545,99.72813516405235,0
243.55,87.71818431464987,0
243.545,61.85059786979043,1
243.545,74.8558425022343,0
243.5300000000001,74.8558425022343,1
243.53500000000008,74.8558425022343,1
243.53000000000003,88.80712605132376,0
243.54000000000005,100.0,0
243.53000000000003,84.38039864214826,1
243.535,64.67527056395471,0
243.545,64.67527056395471,0
243.555,59.37525096117794,0
243.59,4.7328939332397075,1
243.45,91.20842341977463,1
243.44,100.0,0
243.295,100.0,1
243.335,88.98375557720291,0
243.4,97.33353953636237,0
243.485,99.9887940515733,1
243.67,100.0,1
243.74,95.14327495117088,0
243.795,87.29779602613846,0
243.84500000000003,87.29779602613846,0
243.51,87.31825139682074,0
243.17,73.55320541789546,1
243.205,84.7822423933027,1
243.215,45.24559670624518,1
243.235,100.0,0
243.285,100.0,1
243.49,88.89314561000013,1
243.74,83.20548203416988,0
243.805,83.20548203416988,0
243.86000000000004,73.46664913090882,0
243.90000000000003,46.57993017179693,0
243.95000000000005,46.57993017179693,1
243.99,12.782206237349241,1
244.07,28.03718340851975,1
244.105,28.03718340851975,1
244.14999999999995,28.03718340851975,0
244.19,41.98050090227376,0
244.23999999999995,54.74475354537572,1
244.265,19.791215705546048,0
244.27,24.603018275446768,0
243.79,65.86169952882888,1
243.74999999999997,96.99007430814251,0
243.735,100.0,0
243.715,91.67590488561798,0
243.695,99.07300654103969,1
243.67,99.07300654103969,0
243.66,100.0,0
243.09500000000003,95.0612461296213,0
243.08,100.0,0
243.08,100.0,1
243.14499999999992,100.0,0
243.19499999999996,85.75895175068598,0
243.23999999999995,84.34089184237841,1
243.29,75.26046225985358,1
243.32,75.26046225985358,0
243.39500000000004,77.52234619578424,1
243.425,89.02189991712179,1
243.485,99.60371264094181,1
243.835,90.92470966997251,1
243.97000000000003,42.05776173905254,0
244.04500000000007,42.05776173905257,1
244.08500000000004,5.4375782736624965,1
244.19,41.903373211795305,0
244.225,11.12594936770667,1
