rsi14_previous,adi14_previous,class
-18.500407777050388,29.49350703497163,1
22.277730058028173,27.33001566438905,1
18.323516316432432,28.138500306321497,0
24.76988694583753,28.88923604525876,1
24.76988694583753,29.839196304385656,1
20.836230548135052,30.127138022428827,0
25.061974356347164,30.39451247489746,0
21.160900258450692,30.64278875218976,0
21.160900258450692,29.65413273155519,0
16.63657763603696,28.7360949981088,1
2.0195353174736543,26.808864225706376,1
6.891463635604608,23.357547893495926,1
10.70939285789956,24.263916931273553,0
-3.2624860165443152,23.099130809294962,1
5.487411210615363,20.347613516425785,1
-3.6859918027169267,17.624687130911788,1
1.4764203268832716,16.909175483037668,1
9.80194180284569,16.711535284196447,1
13.201650031964023,17.33874074742248,0
16.27345156714425,18.274806785425405,1
7.283662721075642,18.52174525658243,0
11.054133230035717,18.167628804815713,1
11.054133230035717,17.838806385318048,0
-5.936793576603848,14.047811285716715,0
-17.166401136642552,12.590495292347144,1
-1.8018360413373105,11.723718980900244,0
3.879108784747871,11.781263603796566,1
9.435306228375024,11.993563461893716,1
-11.488438602341231,10.348523684005812,0
-11.488438602341231,9.84139887985757,1
6.330362858200742,9.479940862592802,1
-1.4717048687383991,9.669916171077272,1
11.475843209984506,9.846321814670004,0
15.14059670309007,36.52739609974017,1
13.221505730246008,36.066683634769795,0
18.43960836214133,35.901222962108825,0
14.34111631089749,30.784253475909622,0
17.25881243782385,30.407514357618858,1
5.905346588094147,28.696111592936987,1
8.048925420453926,27.828190657430497,1
18.768620519672453,27.777909474020287,0
-0.8428364144832301,20.94931758949373,0
0.911012377284422,21.726828807740823,0
12.641082726109602,20.850100747130746,0
9.801070102429053,21.022582531595226,0
0.9916716784941996,18.96465301825261,1
14.416792227493048,17.64296552108821,1
14.416792227493048,18.029949940459744,0
14.416792227493048,17.774539048536305,1
19.221440772531565,19.521597386233346,1
1.8709722321077609,17.83628053099605,0
5.405951629219104,16.85596897350981,1
-2.5038297766230784,16.43903175848917,0
-6.150531008400961,27.351905880629463,0
-5.600105261462119,24.396514368889193,1
-5.600105261462119,23.5180218814308,0
-1.1787977486342385,20.313481744341985,0
3.306361955186631,18.921429054368943,0
6.4456307818778384,18.333946911158463,0
-2.762020923949265,17.202181312156974,1
5.9699577150342416,16.527741506593383,0
-12.486775411882064,16.255569177702306,1
6.856219078603374,15.199733703992365,0
6.856219078603374,14.799968119111641,1
6.856219078603374,14.428757218865249,0
10.721733542434123,14.084061382922178,0
14.178119011846904,14.132824171475516,1
-0.03684619839033587,13.345742014891947,0
11.691889745498088,12.614880012350055,1
3.2774596066687,11.936222438561153,0
13.264134705584324,12.060965966298456,0
-2.718588666353128,10.508742724530194,0
13.165260463896034,10.551203324066408,0
13.165260463896034,11.592449135621335,0
8.797373830786142,12.559320246350902,0
-0.6103819943709112,12.074671102857986,1
4.04546886116195,11.62463975532885,0
4.04546886116195,10.818716270723105,1
4.04546886116195,10.894874503855435,1
9.105602555029165,10.965592863192592,0
13.440854767851606,11.471529205555143,0
7.7325750963479996,11.941327237748899,1
7.7325750963479996,12.816823244868123,0
7.7325750963479996,13.62978382290741,0
7.7325750963479996,15.187370909879633,0
0.05464813789346579,17.210901329108648,1
-3.859525899504817,14.66350116158429,1
4.479630263448527,13.647362654291612,0
24.075709840091942,18.43783559312172,1
14.870054547444001,19.612686809556244,0
21.847498941927253,21.5913002090508,0
24.066345659842824,23.42858408001002,1
24.99650351135679,28.103873545614746,1
20.89329138579868,29.967589134721035,0
14.265025644511836,31.34619330779241,0
14.265025644511836,32.62632575421583,0
-0.5454863517553861,20.223506211936744,0
-3.324890305382766,14.575185601099449,1
2.909462573438901,14.166002276412636,1
-0.23818501028578964,13.78604633206057,1
8.252658882880041,12.916829735310811,0
16.40549302351181,13.554546592099786,1
14.214068076582675,15.423272252521436,1
19.886834504894253,22.18564036177448,0
19.886834504894253,24.034625244078985,0
17.170004990813286,24.433777777973873,0
11.31837219125427,24.804419416590573,0
11.31837219125427,24.335039209540483,1
7.925117668432094,23.89918616013681,1
7.332991651174751,22.6391366890462,1
7.332991651174751,22.225102817930544,1
7.332991651174751,21.3864821100137,0
10.673170498435098,21.278555190048625,0
13.730899528751936,21.17833733579531,1
5.357636294818363,20.594244309146553,0
5.357636294818363,19.582386587333122,0
-16.133402973734732,26.633500708305892,1
-1.2465530181078464,24.21716023652717,0
9.36253235347283,22.662838967734423,0
3.7889043781124334,21.31852480705852,0
8.74183825941924,20.07023308643088,1
8.74183825941924,18.85586140719128,0
13.303380404559007,17.7821959635366,0
-1.5354069851347134,29.25380614078433,0
8.92272293346524,26.561938597080665,0
8.92272293346524,26.561938597080665,1
18.62249972232605,22.64447630571141,0
11.949982401766976,22.225217024745675,0
11.949982401766976,21.40025334139247,1
8.08071200286345,20.250489922857888,1
8.08071200286345,19.182852462790052,0
13.165609045334008,18.491834369966604,1
15.957350925430362,18.068313226042694,1
18.526293204782466,17.981200619141127,1
32.469328302472526,24.98727059245132,1
19.36181058648505,25.77062932335507,0
19.36181058648505,26.14294611517559,1
9.53922653204694,26.186910541257912,1
18.119227408984532,25.845676933774147,0
9.22750320370183,26.037022757697486,1
