mom10_previous,macd_12_26_current,class
-0.20000000000001705,-0.10579493543761488,1
0.6999999999999886,0.12682504136861894,1
0.8000000000000114,0.1905253506889153,0
1.0,0.2345323651046556,1
1.1000000000000227,0.2591456587062737,1
1.0,0.2908785881535607,0
1.200000000000017,0.3080925934912955,0
0.9000000000000057,0.3199307683841539,0
0.8000000000000114,0.3183861695091537,0
0.19999999999998866,0.2775441674219508,1
-0.19999999999998866,0.2411417992104248,1
-0.30000000000001137,0.22087050537811592,1
0.0,0.18179074091452208,0
-0.4000000000000057,0.05884000098657794,1
0.19999999999998866,0.0038309321667497898,1
-0.09999999999999433,-0.03149576330866921,1
-0.5,-0.019570723288950376,1
0.0,-0.0021188470064146263,1
0.0,0.008904161459867055,0
0.30000000000001137,0.010205171747799113,1
0.2999999999999829,0.018729063130194845,0
0.30000000000001137,0.028469605969064563,1
0.20000000000001705,0.034647093511495086,0
-0.4000000000000057,-0.006461932966459472,0
-0.5,-0.07566565891602295,1
-0.19999999999998866,-0.06050809276126756,0
-0.09999999999999433,-0.05105932405547264,1
0.19999999999998866,-0.007833523616511684,1
-0.19999999999998866,-0.03882043863879403,0
-0.19999999999998866,-0.022322784941934515,1
-0.09999999999999433,-0.02013872107414727,1
-0.19999999999998866,0.0015673193133807215,1
0.19999999999998866,0.016516134571872954,0
2.0,0.7297572968053885,1
1.6999999999999886,0.7196259668604057,0
1.5999999999999943,0.6831804288678427,0
0.20000000000001705,0.17764630974522788,0
0.5,0.13550047501192353,1
-0.20000000000001705,0.05700402546034411,1
0.2999999999999829,0.03904333561837348,1
0.6000000000000227,0.05823667083575401,0
-0.30000000000001137,0.02902046610179809,0
-0.30000000000001137,-0.047556664614631934,0
0.09999999999999433,-0.13178172017259726,0
0.10000000000002274,-0.108985576023656,0
0.30000000000001137,-0.06542863854653548,1
1.4000000000000057,0.09849970845419877,1
0.8000000000000114,0.15662089614417596,0
0.09999999999999433,0.1805880157879756,1
0.8000000000000114,0.23289430089923255,1
0.20000000000001705,0.1938630133359993,0
-0.09999999999999433,0.160980668429346,1
-0.30000000000001137,0.12336692143031767,0
-0.09999999999999433,0.12625613980199546,0
-0.09999999999999433,0.09067777347249263,1
-0.19999999999998866,0.07783405358983941,0
0.09999999999999433,0.06203469308994159,0
0.19999999999998866,0.08024242127106618,0
0.19999999999998866,0.06881273874401472,0
-0.4000000000000057,0.07276303079814284,1
0.2999999999999829,0.0605666422619322,0
-0.5,-0.03411377132721327,1
0.19999999999998866,-0.003013091751000729,0
0.0,0.007005956479360975,1
0.09999999999999433,0.029581846751199237,0
0.0,0.04921625113934169,0
0.30000000000001137,0.03825492998095115,1
0.30000000000001137,0.05172719668613013,0
0.5,0.0484992841704468,1
0.4000000000000057,0.0846987068671865,0
0.5999999999999943,0.07733058353642264,0
-0.5,-0.037168028456505915,0
0.20000000000001705,-0.004310280983958137,0
0.30000000000001137,0.007219187602032663,0
0.19999999999998866,0.002255794306421421,0
0.19999999999998866,0.006299028708184551,1
0.4000000000000057,0.010017843220509805,0
0.5,0.02404070627056853,1
0.19999999999998866,0.04285771744895328,1
0.2999999999999829,0.06943013003984788,0
0.0,0.07394393191543712,0
-0.10000000000002274,0.07814985831404897,1
0.0,0.07266457982714769,0
0.19999999999998866,0.06406546134567748,0
0.09999999999999433,0.05271949072155735,0
0.0,0.041259209393615486,1
0.0,-0.05937556254858122,1
0.19999999999998866,-0.041197294957640906,0
0.9000000000000057,0.06274715405439224,1
0.9000000000000057,0.15582042757469594,0
1.1999999999999886,0.24538621995904464,0
1.5999999999999943,0.2935329607160213,1
1.6999999999999886,0.4436799919469081,1
2.200000000000017,0.4375541252802577,0
1.6999999999999886,0.4230473103599763,0
0.09999999999999433,0.4161843280544133,0
0.30000000000001137,-0.1874557933959977,0
-0.3999999999999773,0.06635131947479067,1
0.19999999999998866,0.07674353461939631,1
0.0,0.10421059682659006,1
0.19999999999998866,0.17124704945547364,0
0.7999999999999828,0.1948408172316931,1
0.7999999999999828,0.252936323649692,1
1.1999999999999886,0.3793532015095025,0
0.9000000000000057,0.3671659246579111,0
0.4000000000000057,0.3402430245924961,0
0.4000000000000057,0.3106636093045836,0
0.6000000000000227,0.2654168359564437,1
0.09999999999999433,0.2165103130335524,1
-0.20000000000001705,0.16493463663729813,1
-0.6000000000000227,0.13543830961705794,1
-0.4000000000000057,0.11386364032782124,0
-0.2999999999999829,0.09449580349021858,0
-0.09999999999999433,0.060957060129226186,1
-0.10000000000002274,0.031672475444622705,0
-0.10000000000002274,0.00155164240521799,0
-0.19999999999998866,-0.23861531662586802,1
0.19999999999998866,-0.13532989786270375,0
0.5,-0.09331999406211366,0
0.4000000000000057,-0.04870552330271494,0
0.5999999999999943,-0.010536825017112506,1
0.5999999999999943,0.02780711649523937,0
0.8000000000000114,0.0540932392585205,0
0.19999999999998866,-0.04817639738146795,0
0.19999999999998866,0.038522479356231536,0
0.19999999999998866,0.038522479356231536,1
0.9000000000000057,0.1896293242305376,0
0.8999999999999773,0.20410365901540214,0
0.3999999999999773,0.20584891528389448,1
0.4000000000000057,0.21152674575094466,1
0.5,0.2269988632152149,0
0.4000000000000057,0.23257107149584044,1
0.5,0.23418957531265505,1
0.30000000000001137,0.2500452101110397,1
1.5,0.4171703530725495,1
0.6999999999999886,0.3862044937837936,0
0.7999999999999828,0.3424731753056278,1
0.4000000000000057,0.28585439547961755,1
0.5,0.25111569541053314,0
-0.09999999999999433,0.2188186964293664,1
