rsi14_current,stochk_14_current,class
-3.07777613282434,55.55555555555623,1
18.323516316432414,75.04713423831045,1
24.76988694583753,80.02450980392116,0
24.76988694583753,82.10784313725487,1
20.836230548135052,85.60924369747927,1
25.061974356347164,86.30952380952391,0
21.160900258450692,88.09523809523813,0
21.160900258450692,87.91208791208794,0
16.63657763603696,89.92673992674055,0
2.0195353174736543,84.61538461538484,1
2.0195353174736543,74.35897435897455,1
22.12965611870645,58.13908313908306,1
13.686773613094175,68.18181818181891,0
1.3427049995352152,47.222222222223365,1
-3.6859918027169267,37.50000000000088,1
1.4764203268832716,37.50000000000088,1
9.801941802845704,33.333333333334515,1
13.201650031964023,45.83333333333361,1
16.27345156714425,62.500000000000284,0
7.283662721075642,75.00000000000058,1
11.054133230035717,75.00000000000058,0
11.054133230035717,70.83333333333421,1
5.935654388105847,70.83333333333421,0
1.76575572470405,16.6666666666659,0
-1.8018360413373105,31.48148148148163,1
3.879108784747871,29.62962962962989,0
3.879108784747871,49.735449735449656,1
9.435306228375024,85.71428571428288,1
-11.488438602341231,33.333333333334735,0
6.330362858200773,34.92063492063627,1
-1.4717048687384278,42.06349206349282,1
11.475843209984506,44.44444444444502,1
11.475843209984506,61.111111111110056,0
13.221505730246008,47.91666666666654,1
18.43960836214133,44.27083333333314,0
14.619784268185626,43.74999999999983,0
17.25881243782385,32.555018786902735,0
10.650078584996491,45.005611672278064,1
8.048925420453926,59.44055944055873,1
12.025095026541125,62.820512820511986,1
11.466792555441446,81.1463046757168,0
-8.595708787446156,26.666666666666387,0
4.854947767465474,8.88888888888836,0
9.801070102429053,54.761904761904546,0
0.6256447028448521,70.89947089947083,0
4.065011038020131,61.904761904761756,1
14.416792227493048,73.01587301587256,1
14.416792227493048,79.36507936507894,0
7.3801490969159715,85.71428571428531,1
5.5513746497732095,82.664995822891,1
5.405951629219104,58.333333333333705,0
-2.5038297766230784,49.99999999999997,1
-6.762942841306739,42.42424242424193,0
-0.7452288576979242,66.66666666666761,0
-5.600105261462119,62.247474747475366,1
-0.9379299938098312,51.13636363636466,0
3.306361955186631,45.83333333333361,0
10.72061193101186,45.83333333333361,0
-2.762020923949265,54.166666666666366,0
5.9699577150342416,50.0,1
1.5142577916579825,54.166666666666366,0
-6.499480834976198,46.6666666666659,1
6.856219078603374,56.66666666666533,0
6.856219078603374,66.66666666666477,1
10.721733542434123,79.99999999999828,0
14.178119011846904,83.33333333333142,0
-0.03684619839033587,86.66666666666458,1
11.691889745498088,83.33333333333144,0
3.2774596066687,86.66666666666553,1
13.264134705584324,79.74358974358908,0
1.7548280784019423,84.61538461538456,0
13.165260463896034,36.3636363636362,0
13.165260463896034,54.54545454545517,0
8.797373830786142,66.66666666666752,0
-0.6103819943709112,75.757575757577,0
4.04546886116195,63.63636363636465,1
4.04546886116195,54.54545454545517,0
4.04546886116195,51.51515151515144,1
9.105602555029165,48.48484848484856,1
13.440854767851606,48.48484848484856,0
7.7325750963479996,56.666666666667226,0
7.7325750963479996,61.515151515151814,1
7.7325750963479996,57.61904761904742,0
7.7325750963479996,43.80952380952266,0
0.05464813789346579,38.095238095236546,0
0.05464813789346579,36.507936507934886,1
4.479630263448527,66.66666666666802,1
4.479630263448527,76.19047619047716,0
14.870054547444001,42.31884057970973,1
21.847498941927253,51.7632850241545,0
24.066345659842824,71.20772946859908,0
17.700497658232212,68.88888888888879,1
20.89329138579868,72.22222222222223,1
14.265025644511836,77.7777777777778,0
14.265025644511836,79.99999999999993,0
11.702619164645784,75.55555555555544,0
1.825131487120018,71.75925925925921,0
2.909462573438901,68.68945868945805,1
-0.23818501028578964,66.83760683760579,1
8.252658882880041,54.456654456653865,1
16.40549302351181,54.68975468975446,0
11.147687979269406,62.77056277056304,1
17.631652586163014,69.1142191142188,1
19.886834504894253,77.1929824561402,0
17.170004990813286,78.94736842105239,0
11.31837219125427,75.43859649122804,0
11.31837219125427,68.73065015479894,0
7.925117668432094,62.919246646027176,1
0.6165694654325762,50.26260504201707,1
7.332991651174751,34.98168498168489,1
7.332991651174751,35.89743589743573,1
10.673170498435098,32.30769230769172,0
13.73089952875192,32.82051282051253,0
5.357636294818363,36.66666666666652,1
5.357636294818363,38.33333333333298,0
0.5021345378634976,29.166666666665826,0
-1.2465530181078464,20.00000000000044,1
9.36253235347283,47.22222222222239,0
3.7889043781124334,62.777777777778084,0
8.74183825941924,76.1111111111116,0
8.74183825941924,83.33333333333431,1
13.303380404559007,83.93939393939486,0
7.3500977142805075,87.272727272728,0
-5.6544587383857134,62.35294117647146,0
5.39683666694232,69.49494949494998,0
5.39683666694232,69.49494949494998,1
11.949982401766976,80.21978021978012,0
11.949982401766976,85.71428571428595,0
8.08071200286345,85.71428571428595,1
8.08071200286345,76.19047619047636,1
16.973085572976288,71.42857142857117,0
15.957350925430362,76.6233766233772,1
18.526293204782466,80.08658008658112,1
22.92664811164725,81.81818181818281,1
19.36181058648505,64.10256410256358,1
19.36181058648505,56.410256410255954,0
9.53922653204694,48.71794871794831,1
6.013170717632249,43.16239316239307,1
9.22750320370183,37.37373737373759,0
9.22750320370183,38.38383838383855,1
