rsi14_previous,macd_12_26_previous,class
-18.500407777050388,-0.1337023578838057,1
22.277730058028173,0.0718227186549143,1
18.323516316432432,0.12682504136861894,0
24.76988694583753,0.1905253506889153,1
24.76988694583753,0.2345323651046556,1
20.836230548135052,0.2591456587062737,0
25.061974356347164,0.2908785881535607,0
21.160900258450692,0.3080925934912955,0
21.160900258450692,0.3199307683841539,0
16.63657763603696,0.3183861695091537,1
2.0195353174736543,0.2775441674219508,1
6.891463635604608,0.20710927546488733,1
10.70939285789956,0.20165745529271814,0
-3.2624860165443152,0.0928637293278598,1
5.487411210615363,0.03902717971513425,1
-3.6859918027169267,-0.024329775267545983,1
1.4764203268832716,-0.03149576330866921,1
9.80194180284569,-0.019570723288950376,1
13.201650031964023,-0.0021188470064146263,0
16.27345156714425,0.008904161459867055,1
7.283662721075642,0.010205171747799113,0
11.054133230035717,0.018729063130194845,1
11.054133230035717,0.028469605969064563,0
-5.936793576603848,-0.004725512820897393,0
-17.166401136642552,-0.07827023907455555,1
-1.8018360413373105,-0.07566565891602295,0
3.879108784747871,-0.06050809276126756,1
9.435306228375024,-0.02326748620757257,1
-11.488438602341231,-0.03668713125549061,0
-11.488438602341231,-0.03882043863879403,1
6.330362858200742,-0.022322784941934515,1
-1.4717048687383991,-0.02013872107414727,1
11.475843209984506,0.0015673193133807215,0
15.14059670309007,0.7797795650313049,1
13.221505730246008,0.7297572968053885,0
18.43960836214133,0.7196259668604057,0
14.34111631089749,0.19342405207081012,0
17.25881243782385,0.17764630974522788,1
5.905346588094147,0.08959585952706561,1
8.048925420453926,0.05700402546034411,1
18.768620519672453,0.0634161183641595,0
-0.8428364144832301,0.08094530992821093,0
0.911012377284422,-0.055702065088922836,0
12.641082726109602,-0.1979721459049415,0
9.801070102429053,-0.13178172017259726,0
0.9916716784941996,-0.0909764807263116,1
14.416792227493048,0.03354662755606341,1
14.416792227493048,0.09849970845419877,0
14.416792227493048,0.15662089614417596,1
19.221440772531565,0.2551660048045505,1
1.8709722321077609,0.20836379929249915,0
5.405951629219104,0.1938630133359993,1
-2.5038297766230784,0.160980668429346,0
-6.150531008400961,0.12465988930847514,0
-5.600105261462119,0.11920721728205308,1
-5.600105261462119,0.09067777347249263,0
-1.1787977486342385,0.0621082347476829,0
3.306361955186631,0.06203469308994159,0
6.4456307818778384,0.08435726888487237,0
-2.762020923949265,0.06881273874401472,1
5.9699577150342416,0.07276303079814284,0
-12.486775411882064,-0.02625713168032462,1
6.856219078603374,-0.014632209954299926,0
6.856219078603374,-0.003013091751000729,1
6.856219078603374,0.007005956479360975,0
10.721733542434123,0.029581846751199237,0
14.178119011846904,0.04921625113934169,1
-0.03684619839033587,0.03825492998095115,0
11.691889745498088,0.05172719668613013,1
3.2774596066687,0.0484992841704468,0
13.264134705584324,0.0846987068671865,0
-2.718588666353128,-0.07438483060266776,0
13.165260463896034,-0.037168028456505915,0
13.165260463896034,-0.004310280983958137,0
8.797373830786142,0.007219187602032663,0
-0.6103819943709112,0.002255794306421421,1
4.04546886116195,0.006299028708184551,0
4.04546886116195,0.016092245237274483,1
4.04546886116195,0.02404070627056853,1
9.105602555029165,0.04285771744895328,0
13.440854767851606,0.06943013003984788,0
7.7325750963479996,0.07394393191543712,1
7.7325750963479996,0.07814985831404897,0
7.7325750963479996,0.07266457982714769,0
7.7325750963479996,0.06406546134567748,0
0.05464813789346579,0.045882300482332994,1
-3.859525899504817,-0.07842963261808222,1
4.479630263448527,-0.05937556254858122,0
24.075709840091942,0.0005869406725196312,1
14.870054547444001,0.06274715405439224,0
21.847498941927253,0.15582042757469594,0
24.066345659842824,0.24538621995904464,1
24.99650351135679,0.4097479303741807,1
20.89329138579868,0.4436799919469081,0
14.265025644511836,0.4375541252802577,0
14.265025644511836,0.4230473103599763,0
-0.5454863517553861,-0.2480501683870955,0
-3.324890305382766,0.03650554513575344,1
2.909462573438901,0.06635131947479067,1
-0.23818501028578964,0.07674353461939631,1
8.252658882880041,0.10421059682659006,0
16.40549302351181,0.17124704945547364,1
14.214068076582675,0.21491705052076784,1
19.886834504894253,0.3659322977125328,0
19.886834504894253,0.3793532015095025,0
17.170004990813286,0.3671659246579111,0
11.31837219125427,0.3402430245924961,0
11.31837219125427,0.3106636093045836,1
7.925117668432094,0.2654168359564437,1
7.332991651174751,0.19395503921435875,1
7.332991651174751,0.16493463663729813,1
7.332991651174751,0.13543830961705794,0
10.673170498435098,0.11386364032782124,0
13.730899528751936,0.09449580349021858,1
5.357636294818363,0.060957060129226186,0
5.357636294818363,0.031672475444622705,0
-16.133402973734732,-0.28207550303474704,1
-1.2465530181078464,-0.19376704971193706,0
9.36253235347283,-0.13532989786270375,0
3.7889043781124334,-0.09331999406211366,0
8.74183825941924,-0.04870552330271494,1
8.74183825941924,-0.010536825017112506,0
13.303380404559007,0.02780711649523937,0
-1.5354069851347134,-0.07599369002784329,0
8.92272293346524,0.00473563387691911,0
8.92272293346524,0.00473563387691911,1
18.62249972232605,0.1705511231326966,0
11.949982401766976,0.1896293242305376,0
11.949982401766976,0.20410365901540214,1
8.08071200286345,0.20584891528389448,1
8.08071200286345,0.21152674575094466,0
13.165609045334008,0.22721605576617776,1
15.957350925430362,0.23257107149584044,1
18.526293204782466,0.23418957531265505,1
32.469328302472526,0.4247405747289577,1
19.36181058648505,0.39997542284586973,0
19.36181058648505,0.3862044937837936,1
9.53922653204694,0.3424731753056278,1
18.119227408984532,0.28278152386968713,0
9.22750320370183,0.25111569541053314,1
