sma10_current,sma50_current,class
242.71,243.18,1
243.01,243.182,1
243.12000000000003,243.19,0
243.22000000000003,243.2,1
243.32,243.21,1
243.44,243.226,0
243.55,243.23999999999995,0
243.64000000000004,243.25399999999996,0
243.71,243.264,0
243.7,243.264,1
243.68,243.264,1
243.7,243.278,1
243.7,243.28,0
243.6,243.276,1
243.59,243.268,1
243.59,243.266,1
243.56,243.272,1
243.57,243.28400000000002,1
243.58,243.29999999999995,0
243.59,243.308,1
243.63,243.318,0
243.66000000000003,243.32799999999997,1
243.67,243.342,0
243.63,243.4,0
243.5,243.422,1
243.49,243.442,0
243.48,243.46599999999998,1
243.53,243.52000000000004,1
243.51,243.596,0
243.51,243.596,1
243.49,243.59600000000003,1
243.48999999999995,243.594,1
243.51,243.592,0
245.44,243.864,1
245.65,243.898,0
245.79,243.926,0
245.17,244.12800000000004,0
245.19,244.164,1
245.14,244.22800000000004,1
245.19,244.272,1
245.38,244.4,0
246.39,245.924,0
246.3,245.93,0
245.78000000000003,245.98999999999995,0
245.76,246.002,0
245.79,246.05000000000004,1
246.14,246.108,1
246.22,246.122,0
246.21000000000004,246.13,1
246.47000000000003,246.198,1
246.52000000000004,246.214,0
246.49,246.212,1
246.45,246.21599999999998,0
243.4,243.768,0
243.41000000000003,243.694,1
243.40000000000003,243.67,0
243.42,243.582,0
243.46,243.55599999999998,0
243.49,243.498,0
243.47,243.466,1
243.49,243.44000000000003,0
243.43,243.288,1
243.45,243.25600000000003,0
243.45,243.25800000000004,1
243.47,243.26800000000003,0
243.48,243.306,0
243.48,243.32,1
243.54,243.34,0
243.57,243.356,1
243.64,243.376,0
243.67,243.39,0
243.40000000000003,243.456,0
243.42,243.47599999999997,0
243.44,243.484,0
243.44,243.486,0
243.47,243.488,1
243.51,243.492,0
243.6,243.498,1
243.63,243.504,1
243.67,243.51,0
243.66,243.518,0
243.64999999999995,243.52599999999998,1
243.64999999999995,243.534,0
243.67,243.54000000000005,0
243.67,243.53600000000003,0
243.67,243.548,1
243.32,243.524,1
243.34,243.522,0
243.3,243.45,1
243.44,243.474,0
243.58,243.504,0
243.71,243.528,1
244.17,243.616,1
244.36000000000004,243.63,0
244.53000000000003,243.644,0
244.53000000000003,243.658,0
243.09,243.50600000000003,0
243.38,243.51799999999997,1
243.39,243.522,1
243.42,243.52599999999998,1
243.48,243.53800000000004,0
243.54,243.548,1
243.75,243.582,1
244.22,243.69,0
244.3,243.71599999999998,0
244.32,243.73799999999997,0
244.36000000000004,243.75799999999995,0
244.41,243.79,1
244.4,243.814,1
244.37,243.814,1
244.31,243.808,1
244.28000000000003,243.8,0
244.26,243.79999999999995,0
244.23,243.794,1
244.22,243.778,0
244.2,243.76400000000004,0
243.42,243.78600000000003,1
243.48,243.81600000000003,0
243.52000000000004,243.82599999999996,0
243.57,243.83,0
243.63,243.842,1
243.7,243.854,0
243.77000000000004,243.862,0
243.09,243.51000000000005,0
243.13,243.484,0
243.13,243.484,1
243.4,243.43600000000004,0
243.48999999999995,243.426,0
243.52,243.414,1
243.56,243.404,1
243.64,243.406,0
243.72000000000003,243.41599999999997,1
243.78000000000003,243.426,1
243.83,243.44200000000004,1
244.28,243.56600000000003,1
244.45,243.612,0
244.5,243.624,1
244.53,243.634,1
244.62,243.662,0
244.61,243.672,1
