macd_12_26_current,uosc_previous,class
-0.10579493543761488,21.379885046451914,1
0.12682504136861894,28.3890230229244,1
0.1905253506889153,25.79184034575511,0
0.2345323651046556,27.410741074107047,1
0.2591456587062737,25.458241947805533,1
0.2908785881535607,22.059716360914866,0
0.3080925934912955,22.53823196687541,0
0.3199307683841539,17.008123195731017,0
0.3183861695091537,18.001621612297242,0
0.2775441674219508,21.294207393056475,1
0.2411417992104248,18.823053158624145,1
0.22087050537811592,19.400939442852376,1
0.18179074091452208,22.734051092864657,0
0.05884000098657794,19.806918388699184,1
0.0038309321667497898,23.976680400614004,1
-0.03149576330866921,16.410981582396726,1
-0.019570723288950376,17.598505696236007,1
-0.0021188470064146263,25.244667205092536,1
0.008904161459867055,25.249840853002485,0
0.010205171747799113,24.48608887900327,1
0.018729063130194845,20.68233353947642,0
0.028469605969064563,23.03139518331161,1
0.034647093511495086,25.313688402191204,0
-0.006461932966459472,26.07199817726034,0
-0.07566565891602295,23.841362363563217,1
-0.06050809276126756,31.831787260358386,0
-0.05105932405547264,33.67464714709917,1
-0.007833523616511684,25.12902520365177,1
-0.03882043863879403,34.5283789301762,0
-0.022322784941934515,38.083953960731904,1
-0.02013872107414727,45.29616724738735,1
0.0015673193133807215,38.155061019383176,1
0.016516134571872954,41.79587880618865,0
0.7297572968053885,16.78437534159132,1
0.7196259668604057,11.016211916399515,0
0.6831804288678427,10.700751923449292,0
0.17764630974522788,25.46232298297667,0
0.13550047501192353,25.58364296705452,1
0.05700402546034411,25.773341714390234,1
0.03904333561837348,20.504068649828078,1
0.05823667083575401,18.12724943793112,0
0.02902046610179809,26.85638496189079,0
-0.047556664614631934,10.411822660098213,0
-0.13178172017259726,27.989222883602626,0
-0.108985576023656,25.024668661996568,0
-0.06542863854653548,18.11371851699863,1
0.09849970845419877,17.01057028925865,1
0.15662089614417596,18.533360537814385,0
0.1805880157879756,23.974840469084764,1
0.23289430089923255,30.05736330544499,1
0.1938630133359993,24.4884357996983,0
0.160980668429346,21.20493225785105,1
0.12336692143031767,22.597534560382535,0
0.12625613980199546,33.06260287190153,0
0.09067777347249263,54.05018125867856,1
0.07783405358983941,40.04091994637346,0
0.06203469308994159,31.2064848112204,0
0.08024242127106618,29.467876039305487,0
0.06881273874401472,28.43357734007535,0
0.07276303079814284,31.432506261682025,1
0.0605666422619322,33.68136187095412,0
-0.03411377132721327,34.19879062736174,1
-0.003013091751000729,37.75182677789487,0
0.007005956479360975,35.26533304614739,1
0.029581846751199237,35.51621465746649,0
0.04921625113934169,35.2383180954608,0
0.03825492998095115,30.00099267330749,1
0.05172719668613013,33.81157340985156,0
0.0484992841704468,41.478646253021104,1
0.0846987068671865,35.67655987503232,0
0.07733058353642264,42.090403875300176,0
-0.037168028456505915,19.91795366795364,0
-0.004310280983958137,24.090984102535906,0
0.007219187602032663,23.367220712535282,0
0.002255794306421421,22.030616651112343,0
0.006299028708184551,20.930118181710338,1
0.010017843220509805,23.598901098901,0
0.02404070627056853,22.619047619047183,1
0.04285771744895328,19.07207006191723,1
0.06943013003984788,23.222917307625213,0
0.07394393191543712,30.54741988643785,0
0.07814985831404897,35.26624442880442,1
0.07266457982714769,35.5825206580791,0
0.06406546134567748,38.38355303274524,0
0.05271949072155735,40.77758625813279,0
0.041259209393615486,34.37470350558354,1
-0.05937556254858122,24.869169266583878,1
-0.041197294957640906,23.64773866535798,0
0.06274715405439224,45.57283897040844,1
0.15582042757469594,40.707841220730856,0
0.24538621995904464,38.199920714206435,0
0.2935329607160213,34.934560388860234,1
0.4436799919469081,30.68327462737411,1
0.4375541252802577,22.414338104076982,0
0.4230473103599763,21.35090829231859,0
0.4161843280544133,19.118047448054604,0
-0.1874557933959977,17.842639591114217,0
0.06635131947479067,34.670474419431535,1
0.07674353461939631,46.43433231459743,1
0.10421059682659006,56.2979917565609,1
0.17124704945547364,56.73128261177804,0
0.1948408172316931,56.45098948670705,1
0.252936323649692,34.2869896061393,1
0.3793532015095025,22.53983931420083,0
0.3671659246579111,21.582156528700303,0
0.3402430245924961,24.40108987600564,0
0.3106636093045836,21.897842594564352,0
0.2654168359564437,23.470062016355136,1
0.2165103130335524,22.459849038908096,1
0.16493463663729813,19.436342599255358,1
0.13543830961705794,21.363808605188233,1
0.11386364032782124,21.907519585081612,0
0.09449580349021858,22.359463608892398,0
0.060957060129226186,21.19047920468336,1
0.031672475444622705,22.151191698592022,0
0.00155164240521799,28.53547406734099,0
-0.23861531662586802,26.59404670959333,1
-0.13532989786270375,36.42787091953472,0
-0.09331999406211366,36.99339763163145,0
-0.04870552330271494,30.552163548508094,0
-0.010536825017112506,27.50345713227412,1
0.02780711649523937,25.68820737495389,0
0.0540932392585205,25.71765347360269,0
-0.04817639738146795,34.00538772919588,0
0.038522479356231536,33.481268901568875,0
0.038522479356231536,33.481268901568875,1
0.1896293242305376,23.72247823860724,0
0.20410365901540214,20.766228061634067,0
0.20584891528389448,21.60682454800091,1
0.21152674575094466,20.9438278518816,1
0.2269988632152149,22.39925482890425,0
0.23257107149584044,25.296009491734647,1
0.23418957531265505,27.290729283839113,1
0.2500452101110397,31.71212972033501,1
0.4171703530725495,27.759254094145373,1
0.3862044937837936,24.262813752372452,0
0.3424731753056278,23.77513642819716,1
0.28585439547961755,21.334289747762075,1
0.25111569541053314,17.643596875088612,0
0.2188186964293664,17.408876232405245,1
