ema20_current,mom10_current,class
242.80804232857471,0.30000000000001137,1
243.02817124666146,0.8000000000000114,1
243.10911759592483,1.0,0
243.18830584822425,1.1000000000000227,1
243.24745301310742,1.0,1
243.32299027329418,1.200000000000017,0
243.3803219293884,0.9000000000000057,0
243.43368119754837,0.8000000000000114,0
243.47541036069975,0.19999999999998866,0
243.4831061194764,-0.19999999999998866,1
243.48560563947842,-0.09999999999999433,1
243.56325338078815,0.19999999999998866,1
243.62606399778667,-0.09999999999999433,0
243.6218565579633,-0.19999999999998866,1
243.60543272522187,0.0,1
243.57499767236592,-0.5,1
243.58541488616103,0.0,1
243.60585156366957,0.0,1
243.6368412400411,0.30000000000001137,0
243.63988082045898,0.2999999999999829,1
243.65513026612962,0.30000000000001137,0
243.668927383641,0.20000000000001705,1
243.67188668043715,0.2999999999999829,0
243.6073040003257,-0.09999999999999433,0
243.53263329922112,-0.19999999999998866,1
243.5390491754857,-0.09999999999999433,0
243.54782955549385,0.09999999999999433,1
243.5846293632221,0.19999999999998866,1
243.4824772213984,-0.19999999999998866,0
243.49515763676848,-0.09999999999999433,1
243.49561881421917,-0.19999999999998866,1
243.51805922863358,0.19999999999998866,1
243.53836246072282,0.09999999999999433,0
244.865743807797,1.6999999999999886,1
244.9529290156389,1.5999999999999943,0
245.0112754815163,-0.8999999999999773,0
245.25567103400329,0.5,0
245.29113600585944,-0.19999999999998866,1
245.30821094057927,0.2999999999999829,1
245.30505059744948,0.5999999999999943,1
245.3517326454736,0.5,0
246.35668006786668,-0.30000000000001137,0
246.28226323745014,-0.3999999999999773,0
245.91805783334868,0.10000000000002274,0
245.91544746069675,-0.09999999999999433,0
245.90982252579633,0.7999999999999828,1
246.04466204697792,0.8000000000000114,1
246.09546641525884,0.09999999999999433,0
246.11643357407087,0.0,1
246.32685978092744,0.30000000000001137,1
246.3559530000833,-0.09999999999999433,0
246.35597803129951,-0.30000000000001137,1
246.34647686906655,-0.4000000000000057,0
243.3005158945725,-0.09999999999999433,0
243.3510051490398,-0.19999999999998866,1
243.360134634689,0.0,0
243.41386236904182,0.19999999999998866,0
243.45450350009202,0.3999999999999773,0
243.46588803621484,-0.4000000000000057,0
243.4801483739834,0.2999999999999829,1
243.4835267748217,0.19999999999998866,0
243.41758119532898,-0.2999999999999829,1
243.4576868138441,0.0,0
243.46826491104267,0.09999999999999433,1
243.4962859986712,0.0,0
243.53264999060036,0.30000000000001137,0
243.53102823747517,0.30000000000001137,1
243.561107905178,0.5,0
243.56778745378688,0.4000000000000057,1
243.6053778230587,0.5999999999999943,0
243.60337787964505,0.0,0
243.47725870881715,0.20000000000001705,0
243.51543482358952,0.30000000000001137,0
243.53450022922726,0.19999999999998866,0
243.52972672332132,0.19999999999998866,0
243.53641941633828,0.4000000000000057,1
243.54098694023128,0.4000000000000057,0
243.55048787212868,0.19999999999998866,1
243.56323935261327,0.2999999999999829,1
243.5887635252758,0.0,0
243.5963819356714,-0.10000000000002274,0
243.60773809253936,0.0,1
243.61950048044707,0.19999999999998866,0
243.63014264093502,0.09999999999999433,0
243.63173522259427,0.0,0
243.6373136549837,0.0,1
243.3992271261044,0.19999999999998866,1
243.4058490030877,0.30000000000001137,0
243.3799187624617,0.9000000000000057,1
243.50593417329483,1.1999999999999886,0
243.64494681463356,1.5999999999999943,0
243.73470987928033,1.200000000000017,1
244.05805512794174,2.200000000000017,1
244.11651058343682,1.6999999999999886,0
244.16791108290508,0.09999999999999433,0
244.20340471739672,0.4000000000000057,0
243.30443871360828,1.1999999999999886,0
243.30165569150776,0.19999999999998866,1
243.3139973557042,0.0,1
243.35671059146011,0.19999999999998866,1
243.4423777568309,0.7999999999999828,0
243.50976514423428,0.5,1
243.70404274295217,0.8000000000000114,1
244.06405391858522,0.9000000000000057,0
244.12193806068558,0.4000000000000057,0
244.15079849893291,0.4000000000000057,0
244.179885863592,0.6000000000000227,0
244.19370365394352,0.09999999999999433,1
244.18567007542484,-0.30000000000001137,1
244.21079869360514,-0.6000000000000227,1
244.22316017469691,-0.4000000000000057,1
244.24238041160982,-0.2999999999999829,0
244.27226949887117,-0.09999999999999433,0
244.27282553840038,-0.10000000000002274,1
244.26737754262746,-0.10000000000002274,0
244.25441236386013,-0.09999999999999433,0
243.60600040182243,0.19999999999998866,1
243.6309064056638,0.5,0
243.64105947834895,0.4000000000000057,0
243.6597694012546,0.5999999999999943,0
243.67520965695155,0.5999999999999943,1
243.7031665309972,0.8000000000000114,0
243.71744926629685,0.5,0
243.0698260548477,-0.09999999999999433,0
243.1383383351474,0.5999999999999943,0
243.1383383351474,0.5999999999999943,1
243.35168511790573,0.8999999999999773,0
243.3982478919212,0.3999999999999773,0
243.4323400762957,0.4000000000000057,1
243.45723430681159,0.5,1
243.51279239616932,0.4000000000000057,0
243.5914204416193,0.5,1
243.6481860179817,0.30000000000001137,1
243.71710519823483,0.2999999999999829,1
244.18370312764912,1.0,1
244.3003834654829,0.7999999999999828,0
244.3122491032734,0.4000000000000057,1
244.3134608707981,0.19999999999998866,1
244.38292331426982,-0.09999999999999433,0
244.39198851423717,-0.7999999999999828,1
