sma30_current,uosc_current,class
243.04666666666665,21.73981761800549,1
243.02,25.79184034575511,1
243.03333333333336,27.410741074107047,0
243.0533333333333,25.458241947805533,1
243.07333333333332,22.059716360914866,1
243.09333333333333,22.53823196687541,0
243.11,17.008123195731017,0
243.1266666666667,18.001621612297242,0
243.15,21.294207393056475,0
243.16666666666663,18.823053158624145,1
243.17666666666665,18.40018779047218,1
243.21,24.898530091291583,1
243.2633333333333,20.041599065123695,0
243.31666666666663,22.632547091945906,1
243.38333333333333,15.68505663134856,1
243.42666666666665,17.598505696236007,1
243.46,25.244667205092536,1
243.4933333333333,25.249840853002485,1
243.53333333333333,24.48608887900327,0
243.56666666666663,20.68233353947642,1
243.6033333333333,23.03139518331161,0
243.63333333333333,25.313688402191204,1
243.65666666666667,27.7983641514426,0
243.63666666666668,32.136985555576594,0
243.58666666666667,31.831787260358386,1
243.58333333333331,33.67464714709917,0
243.59000000000003,30.50520907663741,1
243.59333333333336,27.385426892815772,1
243.56333333333333,38.083953960731904,0
243.57,45.29616724738735,1
243.57,38.155061019383176,1
243.57,41.79587880618865,1
243.56666666666663,42.747729538901595,0
244.03333333333333,11.016211916399515,1
244.1,10.700751923449292,0
244.15666666666667,11.397583103340258,0
244.54666666666665,25.58364296705452,0
244.6,26.44745501293643,1
244.7,20.504068649828078,1
244.77666666666664,20.10329201522816,1
245.04333333333332,16.042671807504803,0
246.18666666666664,18.091746962714303,0
246.23666666666665,13.347815385319764,0
246.15,25.024668661996568,0
246.13333333333333,22.66507885341846,0
246.10333333333332,19.125336279995143,1
246.0966666666667,18.533360537814385,1
246.11000000000004,23.974840469084764,0
246.10333333333332,26.17734288287027,1
246.10666666666665,21.78115975099018,1
246.11666666666667,21.20493225785105,0
246.1233333333333,22.597534560382535,1
246.1266666666667,17.862198395321165,0
243.1133333333333,42.98227227399214,0
243.17333333333332,40.04091994637346,1
243.19333333333333,38.65157398992244,0
243.25666666666663,29.467876039305487,0
243.28333333333333,25.602943840185226,0
243.31666666666663,31.432506261682025,0
243.33333333333331,33.68136187095412,1
243.33666666666667,33.28713458506989,0
243.43,30.263857267044934,1
243.44666666666672,35.26533304614739,0
243.45000000000007,35.51621465746649,1
243.46000000000004,35.2383180954608,0
243.4733333333334,30.00099267330749,0
243.47333333333336,33.81157340985156,1
243.48666666666668,41.478646253021104,0
243.49000000000007,35.67655987503232,1
243.51,42.090403875300176,0
243.52,44.50969795231997,0
243.50333333333333,24.090984102535906,0
243.50666666666663,23.367220712535282,0
243.51,22.030616651112343,0
243.5133333333333,20.930118181710338,0
243.51333333333332,23.598901098901,1
243.51666666666668,20.58849779661936,0
243.51666666666668,19.07207006191723,1
243.5333333333334,23.222917307625213,1
243.55000000000007,30.54741988643785,0
243.5666666666667,35.26624442880442,0
243.58,35.5825206580791,1
243.58333333333331,38.38355303274524,0
243.58666666666664,40.77758625813279,0
243.58666666666664,37.97508151814147,0
243.57666666666668,39.402789901124265,1
243.51,23.64773866535798,1
243.50333333333327,26.14139814600563,0
243.38,40.707841220730856,1
243.41,38.199920714206435,0
243.44666666666663,34.934560388860234,0
243.47333333333333,31.093998491570744,1
243.59666666666664,22.414338104076982,1
243.63333333333333,21.35090829231859,0
243.67,19.118047448054604,0
243.70666666666665,19.248889408464443,0
243.63,19.21139380253013,0
243.54,46.43433231459743,1
243.50666666666663,56.2979917565609,1
243.48,56.73128261177804,1
243.45,56.45098948670705,0
243.42,43.778893660313855,1
243.3766666666667,27.796629444037556,1
243.55000000000007,21.582156528700303,0
243.59000000000003,24.40108987600564,0
243.63,21.897842594564352,0
243.69666666666672,23.470062016355136,0
243.7433333333333,22.459849038908096,1
243.79333333333332,17.539360562863887,1
243.87,21.363808605188233,1
243.9,21.907519585081612,1
243.92,22.359463608892398,0
243.95666666666665,21.19047920468336,0
243.98333333333332,22.151191698592022,1
244.00666666666663,28.53547406734099,0
244.03333333333333,26.705413759481825,0
243.9833333333333,32.89703926646609,1
243.94666666666663,36.99339763163145,0
243.91333333333333,30.552163548508094,0
243.89,27.50345713227412,0
243.86666666666665,25.68820737495389,1
243.85,25.71765347360269,0
243.83666666666664,23.572125142941925,0
243.32333333333332,31.488374427887784,0
243.30666666666667,28.90510468289171,0
243.30666666666667,28.90510468289171,1
243.27999999999997,20.766228061634067,0
243.26999999999995,21.60682454800091,0
243.26,20.9438278518816,1
243.25,22.39925482890425,1
243.26666666666668,30.2793265847447,0
243.29333333333332,27.290729283839113,1
243.31,31.71212972033501,1
243.34333333333333,33.113674577969014,1
243.62,25.780138262747503,1
243.72666666666672,23.77513642819716,0
243.76333333333335,21.334289747762075,1
243.79333333333335,18.502682733675357,1
243.9,17.408876232405245,0
243.94333333333333,19.015269484327774,1
