ema50_previous,sma10_current,class
243.05081734269802,242.71,1
243.0801567765349,243.01,1
243.09723482203853,243.12000000000003,0
243.12724866225426,243.22000000000003,1
243.156699094496,243.32,1
243.1810730391989,243.44,0
243.2141750962919,243.55,0
243.2414438595034,243.64000000000004,0
243.26764325945183,243.71,0
243.28766645258773,243.7,1
243.2920716897411,243.68,1
243.30490584953125,243.7,1
243.3507402272872,243.7,0
243.37771325986583,243.6,1
243.38922113110297,243.59,1
243.38825726589275,243.59,1
243.39263933389682,243.56,1
243.40653350945578,243.57,1
243.42564520011646,243.58,0
243.44915619207558,243.59,1
243.46144762562298,243.63,0
243.477792216164,243.66000000000003,1
243.49349584237004,243.67,0
243.52442472476272,243.63,0
243.51255442376754,243.5,1
243.51574372563167,243.49,0
243.52518394693396,243.48,1
243.5545785459897,243.53,1
243.56219727325947,243.51,0
243.5552229905087,243.51,1
243.55697895166531,243.49,1
243.55474448297244,243.48999999999995,1
243.5598271723899,243.51,0
244.13457566301184,245.44,1
244.18102591608482,245.65,0
244.24318168121968,245.79,0
244.49865839231296,245.17,0
244.55473397200885,245.19,1
244.6246263992505,245.14,1
244.65700775575604,245.19,1
244.8000337612191,245.38,0
246.11119101088147,246.39,0
246.1010535779913,246.3,0
246.00222037498435,245.78000000000003,0
246.0194204556496,245.76,0
246.02153319613763,245.79,1
246.06322380568764,246.14,1
246.08648833757584,246.22,0
246.10699971877625,246.21000000000004,1
246.20774843612026,246.47000000000003,1
246.2252391078703,246.52000000000004,0
246.2333196869252,246.49,1
246.23139942716784,246.45,0
243.48892970336541,243.4,0
243.46644913507347,243.41000000000003,1
243.45194484822804,243.40000000000003,0
243.4249696349054,243.42,0
243.4193215270121,243.46,0
243.4213413881039,243.49,0
243.41068678503564,243.47,1
243.40829314679337,243.49,0
243.36018757137555,243.43,1
243.3540655555481,243.45,0
243.3612556220941,243.45,1
243.3712317520857,243.47,0
243.38719265139287,243.48,0
243.41503967685944,243.48,1
243.4226666918136,243.54,0
243.4436001301281,243.57,1
243.45464230130239,243.64,0
243.47824336277438,243.67,0
243.4535383943004,243.40000000000003,0
243.4738747829836,243.42,0
243.4928000608603,243.44,0
243.5033799701416,243.44,0
243.50386102766103,243.47,1
243.5082447888069,243.51,0
243.5177064639288,243.6,1
243.52154726678987,243.63,1
243.53038622929424,243.67,0
243.54280013444543,243.66,0
243.55141925652737,243.64999999999995,1
243.55970037382176,243.64999999999995,0
243.56765674141843,243.67,0
243.57468748923145,243.67,0
243.57729558812068,243.67,1
243.4786918402208,243.32,1
243.4807546650657,243.34,0
243.38654096331402,243.3,1
243.4136662072789,243.44,0
243.46363079689957,243.58,0
243.52131994420768,243.71,1
243.67285872345792,244.17,1
243.72565081729766,244.36000000000004,0
243.76031268948935,244.53000000000003,0
243.7936152725756,244.53000000000003,0
243.4785969895356,243.09,0
243.45285561946952,243.38,1
243.4577724455459,243.39,1
243.45673407018205,243.42,1
243.46750112130297,243.48,0
243.49598663110697,243.54,1
243.5502679699613,243.75,1
243.72280836140885,244.22,0
243.76641211403037,244.3,0
243.8031571362052,244.32,0
243.82939082912742,244.36000000000004,0
243.85398214441014,244.41,1
243.87736915796813,244.4,1
243.90048910839386,244.37,1
243.913461844291,244.31,1
243.9228578186069,244.28000000000003,0
243.93519328660145,244.26,0
243.95342100085227,244.23,1
243.96124994942073,244.22,0
243.96570385355844,244.2,0
243.78249283555442,243.42,1
243.7881330243901,243.48,0
243.79681520218614,243.52000000000004,0
243.8000081230579,243.57,0
243.8051565838701,243.63,1
243.81255756573015,243.7,0
243.82358988163492,243.77000000000004,0
243.3362586496526,243.09,0
243.32422517571862,243.13,0
243.32422517571862,243.13,1
243.35205431816294,243.4,0
243.36140400928653,243.48999999999995,0
243.3716142565921,243.52,1
243.3768889280473,243.56,1
243.38257035500945,243.64,0
243.41963891186245,243.72000000000003,1
243.4409310230653,243.78000000000003,1
243.4659233235105,243.83,1
243.69113701774154,244.28,1
243.77663953392852,244.45,0
243.8156778387047,244.5,1
243.83835249684574,244.53,1
243.8936252381765,244.62,0
243.91716470418132,244.61,1
