sma10_current,sma200_previous,class
242.71,243.0835,1
243.01,243.101,1
243.12000000000003,243.1065,0
243.22000000000003,243.112,1
243.32,243.1185,1
243.44,243.1245,0
243.55,243.1325,0
243.64000000000004,243.139,0
243.71,243.1455,0
243.7,243.152,1
243.68,243.157,1
243.7,243.17,1
243.7,243.1845,0
243.6,243.2035,1
243.59,243.215,1
243.59,243.22550000000004,1
243.56,243.231,1
243.57,243.238,1
243.58,243.2445,0
243.59,243.249,1
243.63,243.253,0
243.66000000000003,243.2575,1
243.67,243.2625,0
243.63,243.2855,0
243.5,243.2935,1
243.49,243.297,0
243.48,243.301,1
243.53,243.3175,1
243.51,243.3445,0
243.51,243.3475,1
243.49,243.3505,1
243.48999999999995,243.354,1
243.51,243.358,0
245.44,243.5165,1
245.65,243.5275,0
245.79,243.5395,0
245.17,243.5915,0
245.19,243.5955,1
245.14,243.5995,1
245.19,243.6045,1
245.38,243.6315,0
246.39,244.579,0
246.3,244.6355,0
245.78000000000003,244.771,0
245.76,244.78800000000004,0
245.79,244.8385,1
246.14,244.89,1
246.22,244.909,0
246.21000000000004,244.928,1
246.47000000000003,245.0005,1
246.52000000000004,245.0285,0
246.49,245.0415,1
246.45,245.0535,0
243.4,245.218,0
243.41000000000003,245.1855,1
243.40000000000003,245.17050000000003,0
243.42,245.13500000000005,0
243.46,245.1265,0
243.49,245.11,0
243.47,245.10050000000004,1
243.49,245.094,0
243.43,245.0415,1
243.45,245.024,0
243.45,245.016,1
243.47,245.007,0
243.48,244.998,0
243.48,244.98800000000003,1
243.54,244.978,0
243.57,244.971,1
243.64,244.963,0
243.67,244.958,0
243.40000000000003,244.8935,0
243.42,244.8865,0
243.44,244.8795,0
243.44,244.873,0
243.47,244.865,1
243.51,244.859,0
243.6,244.8475,1
243.63,244.841,1
243.67,244.833,0
243.66,244.824,0
243.64999999999995,244.815,1
243.64999999999995,244.807,0
243.67,244.7985,0
243.67,244.789,0
243.67,244.7695,1
243.32,244.5765,1
243.34,244.566,0
243.3,244.455,1
243.44,244.4475,0
243.58,244.44100000000003,0
243.71,244.435,1
244.17,244.4175,1
244.36000000000004,244.412,0
244.53000000000003,244.406,0
244.53000000000003,244.3975,0
243.09,244.1475,0
243.38,244.0465,1
243.39,244.033,1
243.42,244.0185,1
243.48,244.00600000000003,0
243.54,243.996,1
243.75,243.9705,1
244.22,243.949,0
244.3,243.9405,0
244.32,243.933,0
244.36000000000004,243.92550000000003,0
244.41,243.917,1
244.4,243.9075,1
244.37,243.88550000000004,1
244.31,243.874,1
244.28000000000003,243.8625,0
244.26,243.8525,0
244.23,243.841,1
244.22,243.82800000000003,0
244.2,243.815,0
243.42,243.68,1
243.48,243.6665,0
243.52000000000004,243.661,0
243.57,243.6565,0
243.63,243.652,1
243.7,243.6485,0
243.77000000000004,243.6455,0
243.09,243.5275,0
243.13,243.5315,0
243.13,243.5315,1
243.4,243.541,0
243.48999999999995,243.5445,0
243.52,243.5475,1
243.56,243.5505,1
243.64,243.5545,0
243.72000000000003,243.5655,1
243.78000000000003,243.5685,1
243.83,243.5715,1
244.28,243.5975,1
244.45,243.609,0
244.5,243.61550000000003,1
244.53,243.6205,1
244.62,243.6315,0
244.61,243.6345,1
