ema50_previous,uosc_current,class
243.05081734269802,21.73981761800549,1
243.0801567765349,25.79184034575511,1
243.09723482203853,27.410741074107047,0
243.12724866225426,25.458241947805533,1
243.156699094496,22.059716360914866,1
243.1810730391989,22.53823196687541,0
243.2141750962919,17.008123195731017,0
243.2414438595034,18.001621612297242,0
243.26764325945183,21.294207393056475,0
243.28766645258773,18.823053158624145,1
243.2920716897411,18.40018779047218,1
243.30490584953125,24.898530091291583,1
243.3507402272872,20.041599065123695,0
243.37771325986583,22.632547091945906,1
243.38922113110297,15.68505663134856,1
243.38825726589275,17.598505696236007,1
243.39263933389682,25.244667205092536,1
243.40653350945578,25.249840853002485,1
243.42564520011646,24.48608887900327,0
243.44915619207558,20.68233353947642,1
243.46144762562298,23.03139518331161,0
243.477792216164,25.313688402191204,1
243.49349584237004,27.7983641514426,0
243.52442472476272,32.136985555576594,0
243.51255442376754,31.831787260358386,1
243.51574372563167,33.67464714709917,0
243.52518394693396,30.50520907663741,1
243.5545785459897,27.385426892815772,1
243.56219727325947,38.083953960731904,0
243.5552229905087,45.29616724738735,1
243.55697895166531,38.155061019383176,1
243.55474448297244,41.79587880618865,1
243.5598271723899,42.747729538901595,0
244.13457566301184,11.016211916399515,1
244.18102591608482,10.700751923449292,0
244.24318168121968,11.397583103340258,0
244.49865839231296,25.58364296705452,0
244.55473397200885,26.44745501293643,1
244.6246263992505,20.504068649828078,1
244.65700775575604,20.10329201522816,1
244.8000337612191,16.042671807504803,0
246.11119101088147,18.091746962714303,0
246.1010535779913,13.347815385319764,0
246.00222037498435,25.024668661996568,0
246.0194204556496,22.66507885341846,0
246.02153319613763,19.125336279995143,1
246.06322380568764,18.533360537814385,1
246.08648833757584,23.974840469084764,0
246.10699971877625,26.17734288287027,1
246.20774843612026,21.78115975099018,1
246.2252391078703,21.20493225785105,0
246.2333196869252,22.597534560382535,1
246.23139942716784,17.862198395321165,0
243.48892970336541,42.98227227399214,0
243.46644913507347,40.04091994637346,1
243.45194484822804,38.65157398992244,0
243.4249696349054,29.467876039305487,0
243.4193215270121,25.602943840185226,0
243.4213413881039,31.432506261682025,0
243.41068678503564,33.68136187095412,1
243.40829314679337,33.28713458506989,0
243.36018757137555,30.263857267044934,1
243.3540655555481,35.26533304614739,0
243.3612556220941,35.51621465746649,1
243.3712317520857,35.2383180954608,0
243.38719265139287,30.00099267330749,0
243.41503967685944,33.81157340985156,1
243.4226666918136,41.478646253021104,0
243.4436001301281,35.67655987503232,1
243.45464230130239,42.090403875300176,0
243.47824336277438,44.50969795231997,0
243.4535383943004,24.090984102535906,0
243.4738747829836,23.367220712535282,0
243.4928000608603,22.030616651112343,0
243.5033799701416,20.930118181710338,0
243.50386102766103,23.598901098901,1
243.5082447888069,20.58849779661936,0
243.5177064639288,19.07207006191723,1
243.52154726678987,23.222917307625213,1
243.53038622929424,30.54741988643785,0
243.54280013444543,35.26624442880442,0
243.55141925652737,35.5825206580791,1
243.55970037382176,38.38355303274524,0
243.56765674141843,40.77758625813279,0
243.57468748923145,37.97508151814147,0
243.57729558812068,39.402789901124265,1
243.4786918402208,23.64773866535798,1
243.4807546650657,26.14139814600563,0
243.38654096331402,40.707841220730856,1
243.4136662072789,38.199920714206435,0
243.46363079689957,34.934560388860234,0
243.52131994420768,31.093998491570744,1
243.67285872345792,22.414338104076982,1
243.72565081729766,21.35090829231859,0
243.76031268948935,19.118047448054604,0
243.7936152725756,19.248889408464443,0
243.4785969895356,19.21139380253013,0
243.45285561946952,46.43433231459743,1
243.4577724455459,56.2979917565609,1
243.45673407018205,56.73128261177804,1
243.46750112130297,56.45098948670705,0
243.49598663110697,43.778893660313855,1
243.5502679699613,27.796629444037556,1
243.72280836140885,21.582156528700303,0
243.76641211403037,24.40108987600564,0
243.8031571362052,21.897842594564352,0
243.82939082912742,23.470062016355136,0
243.85398214441014,22.459849038908096,1
243.87736915796813,17.539360562863887,1
243.90048910839386,21.363808605188233,1
243.913461844291,21.907519585081612,1
243.9228578186069,22.359463608892398,0
243.93519328660145,21.19047920468336,0
243.95342100085227,22.151191698592022,1
243.96124994942073,28.53547406734099,0
243.96570385355844,26.705413759481825,0
243.78249283555442,32.89703926646609,1
243.7881330243901,36.99339763163145,0
243.79681520218614,30.552163548508094,0
243.8000081230579,27.50345713227412,0
243.8051565838701,25.68820737495389,1
243.81255756573015,25.71765347360269,0
243.82358988163492,23.572125142941925,0
243.3362586496526,31.488374427887784,0
243.32422517571862,28.90510468289171,0
243.32422517571862,28.90510468289171,1
243.35205431816294,20.766228061634067,0
243.36140400928653,21.60682454800091,0
243.3716142565921,20.9438278518816,1
243.3768889280473,22.39925482890425,1
243.38257035500945,30.2793265847447,0
243.41963891186245,27.290729283839113,1
243.4409310230653,31.71212972033501,1
243.4659233235105,33.113674577969014,1
243.69113701774154,25.780138262747503,1
243.77663953392852,23.77513642819716,0
243.8156778387047,21.334289747762075,1
243.83835249684574,18.502682733675357,1
243.8936252381765,17.408876232405245,0
243.91716470418132,19.015269484327774,1
