rsi14_previous,stochk_14_previous,class
-18.500407777050388,51.515151515151786,1
22.277730058028173,73.52207977208016,1
18.323516316432432,75.04713423831045,0
24.76988694583753,80.02450980392116,1
24.76988694583753,82.10784313725487,1
20.836230548135052,85.60924369747927,0
25.061974356347164,86.30952380952391,0
21.160900258450692,88.09523809523813,0
21.160900258450692,87.91208791208794,0
16.63657763603696,89.92673992674055,1
2.0195353174736543,84.61538461538484,1
6.891463635604608,65.59829059829039,1
10.70939285789956,65.40404040404047,0
-3.2624860165443152,61.11111111111219,1
5.487411210615363,37.50000000000088,1
-3.6859918027169267,37.50000000000088,1
1.4764203268832716,37.50000000000088,1
9.80194180284569,33.333333333334515,1
13.201650031964023,45.83333333333361,0
16.27345156714425,62.500000000000284,1
7.283662721075642,75.00000000000058,0
11.054133230035717,75.00000000000058,1
11.054133230035717,70.83333333333421,0
-5.936793576603848,16.6666666666659,0
-17.166401136642552,25.92592592592545,1
-1.8018360413373105,31.48148148148163,0
3.879108784747871,29.62962962962989,1
9.435306228375024,80.95238095237848,1
-11.488438602341231,28.57142857143036,0
-11.488438602341231,33.333333333334735,1
6.330362858200742,34.92063492063627,1
-1.4717048687383991,42.06349206349282,1
11.475843209984506,44.44444444444498,0
15.14059670309007,52.97181372549016,1
13.221505730246008,47.91666666666654,0
18.43960836214133,44.27083333333314,0
14.34111631089749,22.555018786902732,0
17.25881243782385,32.555018786902735,1
5.905346588094147,53.0303030303026,1
8.048925420453926,59.44055944055873,1
18.768620519672453,74.81146304675703,0
-0.8428364144832301,42.222222222221696,0
0.911012377284422,8.88888888888836,0
12.641082726109602,38.88888888888905,0
9.801070102429053,54.761904761904546,0
0.9916716784941996,66.66666666666664,1
14.416792227493048,65.07936507936472,1
14.416792227493048,73.01587301587256,0
14.416792227493048,79.36507936507894,1
19.221440772531565,80.37741412354431,1
1.8709722321077609,73.01587301587355,0
5.405951629219104,58.333333333333705,1
-2.5038297766230784,49.99999999999997,0
-6.150531008400961,73.3333333333339,0
-5.600105261462119,73.08080808080898,1
-5.600105261462119,62.247474747475366,0
-1.1787977486342385,41.666666666667254,0
3.306361955186631,45.83333333333361,0
6.4456307818778384,49.99999999999999,0
-2.762020923949265,54.166666666666366,1
5.9699577150342416,50.0,0
-12.486775411882064,50.83333333333227,1
6.856219078603374,46.6666666666659,0
6.856219078603374,56.66666666666533,1
6.856219078603374,66.66666666666477,0
10.721733542434123,79.99999999999828,0
14.178119011846904,83.33333333333142,1
-0.03684619839033587,86.66666666666458,0
11.691889745498088,83.33333333333144,1
3.2774596066687,86.66666666666553,0
13.264134705584324,79.74358974358908,0
-2.718588666353128,27.272727272726726,0
13.165260463896034,36.3636363636362,0
13.165260463896034,54.54545454545517,0
8.797373830786142,66.66666666666752,0
-0.6103819943709112,75.757575757577,1
4.04546886116195,63.63636363636465,0
4.04546886116195,48.48484848484856,1
4.04546886116195,51.51515151515144,1
9.105602555029165,48.48484848484856,0
13.440854767851606,48.48484848484856,0
7.7325750963479996,56.666666666667226,1
7.7325750963479996,61.515151515151814,0
7.7325750963479996,57.61904761904742,0
7.7325750963479996,43.80952380952266,0
0.05464813789346579,40.47619047618873,1
-3.859525899504817,66.66666666666802,1
4.479630263448527,66.66666666666802,0
24.075709840091942,36.66666666666661,1
14.870054547444001,42.31884057970973,0
21.847498941927253,51.76328502415447,0
24.066345659842824,71.20772946859908,1
24.99650351135679,70.00000000000016,1
20.89329138579868,72.22222222222223,0
14.265025644511836,77.77777777777784,0
14.265025644511836,79.99999999999993,0
-0.5454863517553861,64.35185185185192,0
-3.324890305382766,72.96296296296242,1
2.909462573438901,68.68945868945805,1
-0.23818501028578964,66.83760683760579,1
8.252658882880041,54.456654456653865,0
16.40549302351181,54.68975468975446,1
14.214068076582675,71.21212121212145,1
19.886834504894253,81.82957393483719,0
19.886834504894253,77.1929824561402,0
17.170004990813286,78.94736842105239,0
11.31837219125427,75.43859649122804,0
11.31837219125427,68.73065015479894,1
7.925117668432094,62.919246646027176,1
7.332991651174751,40.91117216117235,1
7.332991651174751,34.98168498168489,1
7.332991651174751,35.89743589743573,0
10.673170498435098,32.30769230769172,0
13.730899528751936,32.82051282051257,1
5.357636294818363,36.66666666666652,0
5.357636294818363,38.33333333333298,0
-16.133402973734732,15.555555555555983,1
-1.2465530181078464,34.444444444445004,0
9.36253235347283,47.22222222222239,0
3.7889043781124334,62.777777777778084,0
8.74183825941924,76.1111111111116,1
8.74183825941924,83.33333333333431,0
13.303380404559007,83.93939393939486,0
-1.5354069851347134,57.777777777778866,0
8.92272293346524,66.66666666666735,0
8.92272293346524,66.66666666666735,1
18.62249972232605,76.54012654012661,0
11.949982401766976,80.21978021978012,0
11.949982401766976,85.71428571428595,1
8.08071200286345,85.71428571428595,1
8.08071200286345,76.19047619047632,0
13.165609045334008,73.80952380952398,1
15.957350925430362,76.62337662337724,1
18.526293204782466,80.08658008658112,1
32.469328302472526,61.53846153846101,1
19.36181058648505,64.10256410256358,0
19.36181058648505,56.410256410255954,1
9.53922653204694,48.71794871794831,1
18.119227408984532,37.60683760683783,0
9.22750320370183,37.37373737373759,1
