sma30_previous,sma200_current,class
243.07,243.0855,1
243.02,243.1065,1
243.02,243.112,0
243.03333333333336,243.1185,1
243.0533333333333,243.1245,1
243.07333333333332,243.1325,0
243.09333333333333,243.139,0
243.11,243.1455,0
243.1266666666667,243.152,0
243.15,243.157,1
243.16666666666663,243.1625,1
243.18666666666664,243.178,1
243.23666666666665,243.192,0
243.29666666666668,243.209,1
243.35,243.2205,1
243.40666666666667,243.231,1
243.42666666666665,243.238,1
243.46,243.2445,1
243.4933333333333,243.249,0
243.53333333333333,243.253,1
243.56666666666663,243.2575,0
243.6033333333333,243.2625,1
243.63333333333333,243.267,0
243.64,243.289,0
243.59666666666664,243.297,1
243.58666666666667,243.301,0
243.58333333333331,243.306,1
243.60333333333335,243.3225,1
243.56333333333333,243.3475,0
243.56333333333333,243.3505,1
243.57,243.354,1
243.57,243.358,1
243.57,243.3635,0
243.98666666666665,243.5275,1
244.03333333333333,243.5395,0
244.1,243.5515,0
244.4766666666666,243.5955,0
244.54666666666665,243.598,1
244.64666666666665,243.6045,1
244.7,243.6125,1
244.9533333333333,243.643,0
246.16666666666663,244.593,0
246.22,244.6505,0
246.15,244.78800000000004,0
246.15,244.805,0
246.1133333333333,244.8545,1
246.09000000000003,244.909,1
246.0966666666667,244.928,0
246.11000000000004,244.946,1
246.10666666666668,245.0145,1
246.11,245.0415,0
246.11666666666667,245.0535,1
246.1233333333333,245.0655,0
243.13333333333333,245.2155,0
243.1266666666667,245.17050000000003,1
243.17333333333332,245.158,0
243.23666666666665,245.1265,0
243.25666666666663,245.1195,0
243.30666666666667,245.10050000000004,0
243.31666666666663,245.094,1
243.33333333333331,245.0875,0
243.41333333333333,245.0315,1
243.44000000000003,245.016,0
243.44666666666672,245.007,1
243.45000000000007,244.998,0
243.46000000000004,244.98800000000003,0
243.4733333333334,244.978,1
243.47333333333336,244.971,0
243.48666666666668,244.963,1
243.49000000000007,244.958,0
243.51,244.9515,0
243.4933333333333,244.8865,0
243.50333333333333,244.8795,0
243.50666666666663,244.873,0
243.51,244.865,0
243.5133333333333,244.859,1
243.51333333333332,244.8535,0
243.51333333333335,244.841,1
243.51666666666668,244.833,1
243.5333333333334,244.824,0
243.55000000000007,244.815,0
243.5666666666667,244.807,1
243.58,244.7985,0
243.58333333333331,244.789,0
243.58666666666664,244.779,0
243.58333333333331,244.75800000000004,1
243.52,244.566,1
243.51,244.556,0
243.37,244.4475,1
243.38,244.44100000000003,0
243.41,244.435,0
243.44666666666663,244.428,1
243.5533333333333,244.412,1
243.59666666666664,244.406,0
243.63333333333333,244.3975,0
243.67,244.388,0
243.61999999999995,244.13,0
243.58,244.033,1
243.54,244.0185,1
243.50666666666663,244.00600000000003,1
243.48,243.996,0
243.45,243.9865,1
243.38,243.966,1
243.50333333333336,243.9405,0
243.55000000000007,243.933,0
243.59000000000003,243.92550000000003,0
243.63,243.917,0
243.69666666666672,243.9075,1
243.7433333333333,243.897,1
243.83666666666664,243.874,1
243.87,243.8625,1
243.9,243.8525,0
243.92,243.841,0
243.95666666666665,243.82800000000003,1
243.98333333333332,243.815,0
244.00666666666663,243.8035,0
243.9966666666666,243.6735,1
243.9633333333333,243.661,0
243.94666666666663,243.6565,0
243.91333333333333,243.652,0
243.89,243.6485,1
243.86666666666665,243.6455,0
243.85,243.6405,0
243.33666666666667,243.5285,0
243.31666666666663,243.534,0
243.31666666666663,243.534,1
243.2866666666666,243.5445,0
243.27999999999997,243.5475,0
243.26999999999995,243.5505,1
243.26,243.5545,1
243.25,243.5605,0
243.27666666666667,243.5685,1
243.29333333333332,243.5715,1
243.31,243.575,1
243.5533333333333,243.6035,1
243.67333333333332,243.61550000000003,0
243.72666666666672,243.6205,1
243.76333333333335,243.625,1
243.85666666666668,243.6345,0
243.9,243.64,1
