ema200_previous,cci20_previous,class
243.18028035080428,-21.93861004597612,1
243.1885337173301,98.46214934662865,1
243.1933459797288,99.44153633195806,0
243.2010954335464,109.86786369240049,1
243.209079250263,117.85839417655228,1
243.21583286519532,102.54540268262848,0
243.2251322735149,101.5148840559035,0
243.2328769176945,100.2514032848662,0
243.24054450073783,89.62036625169803,0
243.24714076454683,68.31116765052944,1
243.25021911142517,32.404516569699936,1
243.2582121099501,17.310135879888527,1
243.27440708951042,48.915501406250044,0
243.2898420512497,-16.972449761541213,1
243.2985633976934,-11.852478199791927,1
243.30382540270813,-30.68672425356317,1
243.307490484158,-20.425177931153435,1
243.31357635472497,-5.560417832040456,1
243.32044095829545,22.40958172723565,0
243.32760933844415,35.295075132829474,1
243.3325606057296,21.399168773441684,0
243.33861336749587,12.854910300272394,1
243.34476163872287,17.648530028721336,0
243.3645936479768,-22.11970965669456,0
243.36708943313937,-44.81815314474896,1
243.36950207796414,-25.72284948559573,0
243.37304147719482,-2.3439712122770304,1
243.3858355976397,8.251245230768731,1
243.40058643874156,-21.24280038042813,0
243.40151501920658,-14.312606738079404,1
243.40442440981647,0.9751093585219838,1
243.40646556233645,10.273256892477988,1
243.41063219057838,19.401388098101425,0
243.61502808479324,151.9226115840708,1
243.63323011555946,108.8270309077913,0
243.6555426029863,128.3364314514768,0
243.7669883818001,27.99312385517817,0
243.78647319094304,40.903421667583906,1
243.81569136677163,-32.190404548676966,1
243.83102294148858,-40.56706791491077,1
243.89069443206319,51.90944694485402,0
245.16937120108838,-8.995491459682867,0
245.221268953558,-16.855271087085068,0
245.3142976184791,7.21770126800119,0
245.3294006245415,25.74828855910637,0
245.3628215401603,1.570210856888903,1
245.4044781685112,24.008482703539052,1
245.4212968492035,35.7745350951466,0
245.43794817983886,25.988900499439648,1
245.50779196801182,49.044444732569396,1
245.5331418154762,9.0097089461724,0
245.54581640464676,14.074815463533866,1
245.55606335685874,2.074795549648184,0
244.84953514904828,1.6931903945987798,0
244.79956980428062,12.67003486075333,1
244.77997663331814,6.090511470373088,0
244.7292339831289,6.002632994934852,0
244.7143552881337,2.1022616972241503,0
244.68815692543944,10.32250636708142,0
244.67238046061885,0.20060782566124225,1
244.6596854409755,7.9331357560764895,0
244.5701668429261,-10.512683350294218,1
244.54258095555105,1.0140571852020823,0
244.53071026543304,10.155883880388977,1
244.51864621974252,8.239774257040409,0
244.5076972391832,9.782567757734258,0
244.49754075668758,14.788556684189846,1
244.4845002590923,2.145695416204102,0
244.4755090079956,9.924854323598376,1
244.46430570044043,9.226674290765313,0
244.4571333588858,18.167946716552493,0
244.34275097974185,-1.5567982264922733,0
244.33517016923562,9.666897424865118,0
244.3276647896797,20.297657338070763,0
244.31939480158763,13.134358230237774,0
244.30874984434516,0.8352073297805495,1
244.2998287757349,0.9410111478481138,0
244.2824062421525,1.5732571457343036,1
244.2735915629912,3.4680404310444994,1
244.2653924091177,5.687527252733164,0
244.25795839184812,11.818834156428812,0
244.24960332002442,10.147069082510924,1
244.2416428551354,11.967321798105953,0
244.2336058629061,9.443652168006508,0
244.22533736885697,12.859754283041301,0
244.206912047493,0.2132241625619085,1
244.03533324343348,-4.000354626029926,1
244.02673608962624,3.2464791933174246,0
243.91534511552524,30.059927471407587,1
243.9138514134928,53.19638857036657,0
243.9176591704376,81.3145467002538,0
243.92357482495086,74.3504030470735,1
243.93922171625272,81.69973293605865,1
243.94607357889316,72.76839284692278,0
243.94971645322295,53.55319289403757,0
243.95254440031627,47.95776900458728,0
243.76985276004143,-5.7915725313419575,0
243.71240866033918,11.722195488176482,1
243.7060902707865,12.39264619035711,1
243.698528254014,13.50377462865776,1
243.69464949960042,25.677465313541607,0
243.69556811899145,47.30146802286857,1
243.6937768964984,38.023243575150225,1
243.71981376774227,61.333038218453396,0
243.7259243286216,57.36154804477928,0
243.7312905349166,40.61701965325139,0
243.7346132963731,30.899287469173284,0
243.737591523634,23.614745532899367,1
243.73923362002532,16.207691846396994,1
243.73956739287001,8.223205462261372,1
243.74056688508657,7.776476739407178,1
243.7415564321067,2.7058180499685762,0
243.74399836560193,10.713579423575938,0
243.74694381828903,9.712520242697996,1
243.7474027053993,0.6783551786306558,0
243.74785702646872,-8.94465644412215,0
243.68039544231635,-20.00836688860914,1
243.67659891617447,-3.3938866056316583,0
243.67710871712399,4.7521805719972035,0
243.6769298924438,10.300130872784028,0
243.67774787198908,11.893405724981433,1
243.67886918432689,13.609423164598494,0
243.6811301001497,21.45268599887544,0
243.5457242263327,12.383244020872727,0
243.5421211103425,22.634572329555308,0
243.5421211103425,22.634572329555308,1
243.54739633339383,49.93076117163393,0
243.5500049294603,41.92757825674757,0
243.55243183340087,34.02023926196701,1
243.55383956416782,17.073708397702525,1
243.55554475955554,19.24499833813184,0
243.5647780571777,36.18590817735621,1
243.5690480145738,29.4195555761516,1
243.57427050970742,35.2728580864134,1
243.6285425804848,93.41935005226318,1
243.65134221634617,38.33324415451012,0
243.6628061645771,38.25601746660492,1
243.6707037612065,21.18985839706248,1
243.68957198410823,26.090087134056763,0
243.69757533526607,20.7488672030532,1
