ema10_current,sma50_previous,class
242.7479209911617,243.188,1
243.19277496110772,243.18000000000004,1
243.33424129512343,243.182,0
243.44716267918275,243.19,1
243.52137108432208,243.2,1
243.62409828516158,243.21,0
243.6871421966221,243.226,0
243.7330759820916,243.23999999999995,0
243.74682875538662,243.25399999999996,0
243.68094518336272,243.264,1
243.62421664429863,243.264,1
243.6797099783551,243.266,1
243.70511265958461,243.28,0
243.5862533612204,243.278,1
243.5521236878136,243.272,1
243.5200166835776,243.266,1
243.5442695279754,243.266,1
243.5935897757516,243.272,1
243.65212452393232,243.28400000000002,0
243.66365295426186,243.29999999999995,1
243.69973851948325,243.308,0
243.72643927452896,243.318,1
243.72445593202275,243.32799999999997,0
243.5840360620896,243.38800000000003,0
243.45028644571119,243.41000000000003,1
243.47468329362832,243.422,0
243.4946443510149,243.442,1
243.5875123366237,243.50000000000003,1
243.45672908434034,243.598,0
243.48277834173297,243.596,1
243.48026195569247,243.596,1
243.52021432738465,243.59600000000003,1
243.5585502281311,243.594,0
245.50810452669404,243.83599999999998,1
245.5659307410485,243.864,0
245.55711287366313,243.898,0
245.22668104841838,244.086,0
245.24565936352226,244.12800000000004,1
245.2036240059114,244.19600000000003,1
245.25344772369567,244.22800000000004,1
245.45208632206402,244.362,0
246.32841625520317,245.93000000000004,0
246.21236019291774,245.924,0
245.83872175958703,245.972,0
245.86239747939118,245.98999999999995,0
245.92871817021057,246.03,1
246.2231095049664,246.088,1
246.29604361787418,246.108,0
246.29393916176159,246.122,1
246.5462437742421,246.188,1
246.49611484768258,246.20999999999995,0
246.4338043895158,246.214,1
246.36181748906208,246.212,0
243.37641283585307,243.8,0
243.40324521285584,243.72,1
243.3998313758376,243.694,0
243.4354882885344,243.61,0
243.4948765202517,243.582,0
243.50019558876545,243.53000000000003,0
243.512694248719,243.498,1
243.51603380013188,243.466,0
243.36358347007842,243.308,1
243.4473852914805,243.264,0
243.4751334203021,243.25600000000003,1
243.52166584960904,243.25800000000004,0
243.57509585708831,243.26800000000003,0
243.5614420648904,243.306,1
243.6217590248139,243.32,0
243.6262742334359,243.34,1
243.69580914285018,243.356,0
243.6868606936474,243.376,0
243.4252531685399,243.434,0
243.49903655271262,243.456,0
243.54122295794483,243.47599999999997,0
243.53372787468217,243.484,0
243.55424874696445,243.486,1
243.57386234987632,243.488,0
243.6058634087236,243.496,1
243.63145054754384,243.498,1
243.67339109580487,243.504,0
243.67540528006856,243.51,0
243.6770532490116,243.518,1
243.6812253855549,243.52599999999998,0
243.69028654845218,243.534,0
243.67387081236998,243.54000000000005,0
243.6494507091071,243.54200000000003,1
243.37911578236424,243.52,1
243.4067423276598,243.524,0
243.45403016580346,243.44,1
243.68373967573535,243.45,0
243.90804745658886,243.474,0
244.03420275169705,243.504,1
244.48232238160404,243.588,1
244.5391886620677,243.616,0
244.58006802217602,243.63,0
244.54732838178035,243.644,0
243.27546065841813,243.506,0
243.39236570386976,243.508,1
243.3965775560289,243.51799999999997,1
243.46021666806632,243.522,1
243.59348370013961,243.52599999999998,0
243.66615672638144,243.53800000000004,1
243.90245075355125,243.56600000000003,1
244.3934105803183,243.66,0
244.435380861344,243.69,0
244.41641375591598,243.71599999999998,0
244.40654281174577,243.73799999999997,0
244.3831085648328,243.75799999999995,1
244.31062866381862,243.79,1
244.2660992276292,243.81,1
244.23713839633845,243.814,1
244.24009638387054,243.808,0
244.2635221719869,243.8,0
244.24350129121933,243.79999999999995,1
244.23276816722571,243.794,0
244.20298090382286,243.778,0
243.44774812135643,243.762,1
243.58341676266312,243.80200000000005,0
243.63409072635716,243.81600000000003,0
243.69655685860582,243.82599999999996,0
243.750489310581,243.83,1
243.8156214786961,243.842,0
243.850729616245,243.854,0
243.0978024922157,243.532,0
243.2223334674884,243.5,0
243.2223334674884,243.5,1
243.54469389076928,243.45,0
243.59834555003025,243.43600000000004,0
243.60711775406742,243.426,1
243.61711881023328,243.414,1
243.6911421403653,243.404,0
243.76636016075832,243.408,1
243.8257829214331,243.41599999999997,1
243.90794138184967,243.426,1
244.52553845914827,243.53800000000004,1
244.59302423718844,243.59000000000003,0
244.55386609474056,243.612,1
244.49799819973958,243.624,1
244.53205045954988,243.65000000000003,0
244.50521748676903,243.662,1
