ema100_current,sma30_current,class
243.18905225418166,243.04666666666665,1
243.2059823509734,243.02,1
243.21960454887298,243.03333333333336,0
243.23295700028004,243.0533333333333,1
243.24344502462958,243.07333333333332,1
243.2576857613686,243.09333333333333,0
243.26904448124196,243.11,0
243.28048818799888,243.1266666666667,0
243.28941517665172,243.15,0
243.29067523904556,243.16666666666663,1
243.29191034970887,243.17666666666665,1
243.31029924093696,243.21,1
243.3284839227556,243.2633333333333,0
243.33751678839408,243.31666666666663,1
243.3447663049139,243.38333333333333,1
243.3498359170736,243.42666666666665,1
243.3580095074276,243.46,1
243.36831135455623,243.4933333333333,1
243.38131913882043,243.53333333333333,0
243.38917921106997,243.56666666666663,1
243.3982440122856,243.6033333333333,0
243.40743922451642,243.63333333333333,1
243.41447215531707,243.65666666666667,0
243.43239618066715,243.63666666666668,0
243.42857866939048,243.58666666666667,1
243.43290288727312,243.58333333333331,0
243.4368315650493,243.59000000000003,1
243.4505651585406,243.59333333333336,1
243.45160054841358,243.56333333333333,0
243.4551589754741,243.57,1
243.4563568285833,243.57,1
243.4621111819273,243.57,1
243.46806149971002,243.56666666666663,0
243.82994300544357,244.03333333333333,1
243.8701414176561,244.1,0
243.90527351363698,244.15666666666667,0
244.10478228197974,244.54666666666665,0
244.13464820015275,244.6,1
244.18798273851326,244.7,1
244.21942096903098,244.77666666666664,1
244.32506238048538,245.04333333333332,0
245.83408383388885,246.18666666666664,0
245.87057307332157,246.23666666666665,0
245.86638279248183,246.15,0
245.87057823792648,246.13333333333333,0
245.8842262192538,246.10333333333332,1
245.92862768583853,246.0966666666667,1
245.94552040561916,246.11000000000004,0
245.95718848396888,246.10333333333332,1
246.03293930986325,246.10666666666665,1
246.05245192054863,246.11666666666667,0
246.0590926090496,246.1233333333333,1
246.06300177668945,246.1266666666667,0
244.2284174956066,243.1133333333333,0
244.15737520939186,243.17333333333332,1
244.13215058352168,243.19333333333333,0
244.06549234972576,243.25666666666663,0
244.05050707671853,243.28333333333333,0
244.01353315183098,243.31666666666663,0
243.9979064878408,243.33333333333331,1
243.9796793286337,243.33666666666667,0
243.8651202898652,243.43,1
243.845215351992,243.44666666666672,0
243.83385144982952,243.45000000000007,1
243.82283330127632,243.46000000000004,0
243.8146333559607,243.4733333333334,0
243.8006551917408,243.47333333333336,1
243.79444397705845,243.48666666666668,0
243.78315571256888,243.49000000000007,1
243.7786513961876,243.51,0
243.76736594404213,243.52,0
243.62229653862755,243.50333333333333,0
243.61775770628597,243.50666666666663,0
243.61163846582176,243.51,0
243.6013700903672,243.5133333333333,0
243.59390507115882,243.51333333333332,1
243.58720769817168,243.51666666666668,0
243.57971296384312,243.51666666666668,1
243.57682638085092,243.5333333333334,1
243.57659697999665,243.55000000000007,0
243.5737720996549,243.5666666666667,0
243.57224280565552,243.58,1
243.570433882676,243.58333333333331,0
243.5689706919833,243.58666666666664,0
243.5661761014024,243.58666666666664,0
243.56075797658417,243.57666666666668,1
243.45396621440563,243.51,1
243.45084891813374,243.50333333333327,0
243.43766415086878,243.38,1
243.4630392727289,243.41,0
243.49156240093876,243.44666666666663,0
243.51389003269833,243.47333333333333,1
243.60340637005638,243.59666666666664,1
243.62673911589187,243.63333333333333,0
243.64929991512696,243.67,0
243.66757429566596,243.70666666666665,0
243.51813622269586,243.63,0
243.49600610749957,243.54,1
243.49317526037171,243.50666666666663,1
243.4978906238292,243.48,1
243.512602790038,243.45,0
243.52213349409507,243.42,1
243.55822548539874,243.3766666666667,1
243.64952012843827,243.55000000000007,0
243.669460434308,243.59000000000003,0
243.68349592644898,243.63,0
243.6978733121113,243.69666666666672,0
243.7087461509301,243.7433333333333,1
243.71575320199963,243.79333333333332,1
243.73903722122918,243.87,1
243.7509544053113,243.9,1
243.765235627629,243.92,0
243.78152416351418,243.95666666666665,0
243.79321984606514,243.98333333333332,1
243.8037541948537,244.00666666666663,0
243.81178983262703,244.03333333333333,0
243.7321990925196,243.9833333333333,1
243.73551672689067,243.94666666666663,0
243.73741344744647,243.91333333333333,0
243.74156271922902,243.89,0
243.74562982721366,243.86666666666665,1
243.751906508456,243.85,0
243.7560787009608,243.83666666666664,0
243.51991036140927,243.32333333333332,0
243.51617674725293,243.30666666666667,0
243.51617674725293,243.30666666666667,1
243.51986470045483,243.27999999999997,0
243.52095243985409,243.26999999999995,0
243.51817896966287,243.26,1
243.51608024373226,243.25,1
243.521823142967,243.26666666666668,0
243.5310351816962,243.29333333333332,1
243.5412513498301,243.31,1
243.55646526176227,243.34333333333333,1
243.67698746346886,243.62,1
243.72574573034674,243.72666666666672,0
243.74269551855275,243.76333333333335,1
243.7557799092213,243.79333333333335,1
243.79482958383943,243.9,0
243.80898254064275,243.94333333333333,1
