ema10_previous,mom10_previous,class
242.71412565586436,-0.20000000000001705,1
243.10379487591626,0.6999999999999886,1
243.19277496110772,0.8000000000000114,0
243.33424129512343,1.0,1
243.44716267918275,1.1000000000000227,1
243.52137108432208,1.0,0
243.62409828516158,1.200000000000017,0
243.6871421966221,0.9000000000000057,0
243.7330759820916,0.8000000000000114,0
243.74682875538662,0.19999999999998866,1
243.68094518336272,-0.19999999999998866,1
243.60163179988075,-0.30000000000001137,1
243.68057527488227,0.0,0
243.61577470198813,-0.4000000000000057,1
243.58592895177216,0.19999999999998866,1
243.52446483548383,-0.09999999999999433,1
243.5200166835776,-0.5,1
243.5442695279754,0.0,1
243.5935897757516,0.0,0
243.65212452393232,0.30000000000001137,1
243.66365295426186,0.2999999999999829,0
243.69973851948325,0.30000000000001137,1
243.72643927452896,0.20000000000001705,0
243.59084244749508,-0.4000000000000057,0
243.4495929163659,-0.5,1
243.45028644571119,-0.19999999999998866,0
243.47468329362832,-0.09999999999999433,1
243.55561245998678,0.19999999999998866,1
243.47623816563598,-0.19999999999998866,0
243.45672908434034,-0.19999999999998866,1
243.48277834173297,-0.09999999999999433,1
243.48026195569247,-0.19999999999998866,1
243.52021432738465,0.19999999999998866,0
245.53321954948075,2.0,1
245.50810452669404,1.6999999999999886,0
245.5659307410485,1.5999999999999943,0
245.12991604518257,0.20000000000001705,0
245.22668104841838,0.5,1
245.2078806496128,-0.20000000000001705,1
245.2036240059114,0.2999999999999829,1
245.4310849109149,0.6000000000000227,0
246.41865419052056,-0.30000000000001137,0
246.1997872983417,-0.30000000000001137,0
245.7362154839397,0.09999999999999433,0
245.83872175958703,0.10000000000002274,0
245.87685030515075,0.30000000000001137,1
246.11325995708577,1.4000000000000057,1
246.2231095049664,0.8000000000000114,0
246.29604361787418,0.09999999999999433,1
246.56493715452262,0.8000000000000114,1
246.50711977555991,0.20000000000001705,0
246.49611484768258,-0.09999999999999433,1
246.4338043895158,-0.30000000000001137,0
243.3711712438205,-0.09999999999999433,0
243.42963990254498,-0.09999999999999433,1
243.40324521285584,-0.19999999999998866,0
243.41424973454428,0.09999999999999433,0
243.4354882885344,0.19999999999998866,0
243.52246127515772,0.19999999999998866,0
243.50019558876545,-0.4000000000000057,1
243.512694248719,0.2999999999999829,0
243.39151836631362,-0.5,1
243.40656829370056,0.19999999999998866,0
243.4473852914805,0.0,1
243.4751334203021,0.09999999999999433,0
243.52166584960904,0.0,0
243.57509585708831,0.30000000000001137,1
243.5614420648904,0.30000000000001137,0
243.6217590248139,0.5,1
243.6262742334359,0.4000000000000057,0
243.69580914285018,0.5999999999999943,0
243.34542740393653,-0.5,0
243.4252531685399,0.20000000000001705,0
243.49903655271262,0.30000000000001137,0
243.54122295794483,0.19999999999998866,0
243.53372787468217,0.19999999999998866,1
243.55424874696445,0.4000000000000057,0
243.5899098431678,0.5,1
243.6058634087236,0.19999999999998866,1
243.63145054754384,0.2999999999999829,0
243.67339109580487,0.0,0
243.67540528006856,-0.10000000000002274,1
243.6770532490116,0.0,0
243.6812253855549,0.19999999999998866,0
243.69028654845218,0.09999999999999433,0
243.66043975557545,0.0,1
243.3488013138351,0.0,1
243.37911578236424,0.19999999999998866,0
243.31544699070977,0.9000000000000057,1
243.45403016580346,0.9000000000000057,0
243.68373967573535,1.1999999999999886,0
243.90804745658886,1.5999999999999943,1
244.35995771947742,1.6999999999999886,1
244.48232238160404,2.200000000000017,0
244.5391886620677,1.6999999999999886,0
244.58006802217602,0.09999999999999433,0
243.21175779073772,0.30000000000001137,0
243.3753495895052,-0.3999999999999773,1
243.39236570386976,0.19999999999998866,1
243.3965775560289,0.0,1
243.46021666806632,0.19999999999998866,0
243.59348370013961,0.7999999999999828,1
243.77959338601846,0.7999999999999828,1
244.30608611173585,1.1999999999999886,0
244.3934105803183,0.9000000000000057,0
244.435380861344,0.4000000000000057,0
244.41641375591598,0.4000000000000057,0
244.40654281174577,0.6000000000000227,1
244.3831085648328,0.09999999999999433,1
244.2876905629889,-0.20000000000001705,1
244.2660992276292,-0.6000000000000227,1
244.23713839633845,-0.4000000000000057,0
244.24009638387054,-0.2999999999999829,0
244.2635221719869,-0.09999999999999433,1
244.24350129121933,-0.10000000000002274,0
244.23276816722571,-0.10000000000002274,0
243.39169214832455,-0.19999999999998866,1
243.4992596959261,0.19999999999998866,0
243.58341676266312,0.5,0
243.63409072635716,0.4000000000000057,0
243.69655685860582,0.5999999999999943,1
243.750489310581,0.5999999999999943,0
243.8156214786961,0.8000000000000114,0
243.0938628480981,0.19999999999998866,0
243.17940070676468,0.19999999999998866,0
243.17940070676468,0.19999999999998866,1
243.48602225867037,0.9000000000000057,0
243.54469389076928,0.8999999999999773,0
243.59834555003025,0.3999999999999773,1
243.60711775406742,0.4000000000000057,1
243.61711881023328,0.5,0
243.71940587343246,0.4000000000000057,1
243.76636016075832,0.5,1
243.8257829214331,0.30000000000001137,1
244.4744783595258,1.5,1
244.5673149042939,0.6999999999999886,0
244.59302423718844,0.7999999999999828,1
244.55386609474056,0.4000000000000057,1
244.5544923880077,0.5,0
244.53205045954988,-0.09999999999999433,1
