rsi14_current,rsi14_previous,class
-3.07777613282434,-18.500407777050388,1
18.323516316432414,22.277730058028173,1
24.76988694583753,18.323516316432432,0
24.76988694583753,24.76988694583753,1
20.836230548135052,24.76988694583753,1
25.061974356347164,20.836230548135052,0
21.160900258450692,25.061974356347164,0
21.160900258450692,21.160900258450692,0
16.63657763603696,21.160900258450692,0
2.0195353174736543,16.63657763603696,1
2.0195353174736543,2.0195353174736543,1
22.12965611870645,6.891463635604608,1
13.686773613094175,10.70939285789956,0
1.3427049995352152,-3.2624860165443152,1
-3.6859918027169267,5.487411210615363,1
1.4764203268832716,-3.6859918027169267,1
9.801941802845704,1.4764203268832716,1
13.201650031964023,9.80194180284569,1
16.27345156714425,13.201650031964023,0
7.283662721075642,16.27345156714425,1
11.054133230035717,7.283662721075642,0
11.054133230035717,11.054133230035717,1
5.935654388105847,11.054133230035717,0
1.76575572470405,-5.936793576603848,0
-1.8018360413373105,-17.166401136642552,1
3.879108784747871,-1.8018360413373105,0
3.879108784747871,3.879108784747871,1
9.435306228375024,9.435306228375024,1
-11.488438602341231,-11.488438602341231,0
6.330362858200773,-11.488438602341231,1
-1.4717048687384278,6.330362858200742,1
11.475843209984506,-1.4717048687383991,1
11.475843209984506,11.475843209984506,0
13.221505730246008,15.14059670309007,1
18.43960836214133,13.221505730246008,0
14.619784268185626,18.43960836214133,0
17.25881243782385,14.34111631089749,0
10.650078584996491,17.25881243782385,1
8.048925420453926,5.905346588094147,1
12.025095026541125,8.048925420453926,1
11.466792555441446,18.768620519672453,0
-8.595708787446156,-0.8428364144832301,0
4.854947767465474,0.911012377284422,0
9.801070102429053,12.641082726109602,0
0.6256447028448521,9.801070102429053,0
4.065011038020131,0.9916716784941996,1
14.416792227493048,14.416792227493048,1
14.416792227493048,14.416792227493048,0
7.3801490969159715,14.416792227493048,1
5.5513746497732095,19.221440772531565,1
5.405951629219104,1.8709722321077609,0
-2.5038297766230784,5.405951629219104,1
-6.762942841306739,-2.5038297766230784,0
-0.7452288576979242,-6.150531008400961,0
-5.600105261462119,-5.600105261462119,1
-0.9379299938098312,-5.600105261462119,0
3.306361955186631,-1.1787977486342385,0
10.72061193101186,3.306361955186631,0
-2.762020923949265,6.4456307818778384,0
5.9699577150342416,-2.762020923949265,1
1.5142577916579825,5.9699577150342416,0
-6.499480834976198,-12.486775411882064,1
6.856219078603374,6.856219078603374,0
6.856219078603374,6.856219078603374,1
10.721733542434123,6.856219078603374,0
14.178119011846904,10.721733542434123,0
-0.03684619839033587,14.178119011846904,1
11.691889745498088,-0.03684619839033587,0
3.2774596066687,11.691889745498088,1
13.264134705584324,3.2774596066687,0
1.7548280784019423,13.264134705584324,0
13.165260463896034,-2.718588666353128,0
13.165260463896034,13.165260463896034,0
8.797373830786142,13.165260463896034,0
-0.6103819943709112,8.797373830786142,0
4.04546886116195,-0.6103819943709112,1
4.04546886116195,4.04546886116195,0
4.04546886116195,4.04546886116195,1
9.105602555029165,4.04546886116195,1
13.440854767851606,9.105602555029165,0
7.7325750963479996,13.440854767851606,0
7.7325750963479996,7.7325750963479996,1
7.7325750963479996,7.7325750963479996,0
7.7325750963479996,7.7325750963479996,0
0.05464813789346579,7.7325750963479996,0
0.05464813789346579,0.05464813789346579,1
4.479630263448527,-3.859525899504817,1
4.479630263448527,4.479630263448527,0
14.870054547444001,24.075709840091942,1
21.847498941927253,14.870054547444001,0
24.066345659842824,21.847498941927253,0
17.700497658232212,24.066345659842824,1
20.89329138579868,24.99650351135679,1
14.265025644511836,20.89329138579868,0
14.265025644511836,14.265025644511836,0
11.702619164645784,14.265025644511836,0
1.825131487120018,-0.5454863517553861,0
2.909462573438901,-3.324890305382766,1
-0.23818501028578964,2.909462573438901,1
8.252658882880041,-0.23818501028578964,1
16.40549302351181,8.252658882880041,0
11.147687979269406,16.40549302351181,1
17.631652586163014,14.214068076582675,1
19.886834504894253,19.886834504894253,0
17.170004990813286,19.886834504894253,0
11.31837219125427,17.170004990813286,0
11.31837219125427,11.31837219125427,0
7.925117668432094,11.31837219125427,1
0.6165694654325762,7.925117668432094,1
7.332991651174751,7.332991651174751,1
7.332991651174751,7.332991651174751,1
10.673170498435098,7.332991651174751,0
13.73089952875192,10.673170498435098,0
5.357636294818363,13.730899528751936,1
5.357636294818363,5.357636294818363,0
0.5021345378634976,5.357636294818363,0
-1.2465530181078464,-16.133402973734732,1
9.36253235347283,-1.2465530181078464,0
3.7889043781124334,9.36253235347283,0
8.74183825941924,3.7889043781124334,0
8.74183825941924,8.74183825941924,1
13.303380404559007,8.74183825941924,0
7.3500977142805075,13.303380404559007,0
-5.6544587383857134,-1.5354069851347134,0
5.39683666694232,8.92272293346524,0
5.39683666694232,8.92272293346524,1
11.949982401766976,18.62249972232605,0
11.949982401766976,11.949982401766976,0
8.08071200286345,11.949982401766976,1
8.08071200286345,8.08071200286345,1
16.973085572976288,8.08071200286345,0
15.957350925430362,13.165609045334008,1
18.526293204782466,15.957350925430362,1
22.92664811164725,18.526293204782466,1
19.36181058648505,32.469328302472526,1
19.36181058648505,19.36181058648505,0
9.53922653204694,19.36181058648505,1
6.013170717632249,9.53922653204694,1
9.22750320370183,18.119227408984532,0
9.22750320370183,9.22750320370183,1
