sma50_previous,sma200_current,class
243.188,243.0855,1
243.18000000000004,243.1065,1
243.182,243.112,0
243.19,243.1185,1
243.2,243.1245,1
243.21,243.1325,0
243.226,243.139,0
243.23999999999995,243.1455,0
243.25399999999996,243.152,0
243.264,243.157,1
243.264,243.1625,1
243.266,243.178,1
243.28,243.192,0
243.278,243.209,1
243.272,243.2205,1
243.266,243.231,1
243.266,243.238,1
243.272,243.2445,1
243.28400000000002,243.249,0
243.29999999999995,243.253,1
243.308,243.2575,0
243.318,243.2625,1
243.32799999999997,243.267,0
243.38800000000003,243.289,0
243.41000000000003,243.297,1
243.422,243.301,0
243.442,243.306,1
243.50000000000003,243.3225,1
243.598,243.3475,0
243.596,243.3505,1
243.596,243.354,1
243.59600000000003,243.358,1
243.594,243.3635,0
243.83599999999998,243.5275,1
243.864,243.5395,0
243.898,243.5515,0
244.086,243.5955,0
244.12800000000004,243.598,1
244.19600000000003,243.6045,1
244.22800000000004,243.6125,1
244.362,243.643,0
245.93000000000004,244.593,0
245.924,244.6505,0
245.972,244.78800000000004,0
245.98999999999995,244.805,0
246.03,244.8545,1
246.088,244.909,1
246.108,244.928,0
246.122,244.946,1
246.188,245.0145,1
246.20999999999995,245.0415,0
246.214,245.0535,1
246.212,245.0655,0
243.8,245.2155,0
243.72,245.17050000000003,1
243.694,245.158,0
243.61,245.1265,0
243.582,245.1195,0
243.53000000000003,245.10050000000004,0
243.498,245.094,1
243.466,245.0875,0
243.308,245.0315,1
243.264,245.016,0
243.25600000000003,245.007,1
243.25800000000004,244.998,0
243.26800000000003,244.98800000000003,0
243.306,244.978,1
243.32,244.971,0
243.34,244.963,1
243.356,244.958,0
243.376,244.9515,0
243.434,244.8865,0
243.456,244.8795,0
243.47599999999997,244.873,0
243.484,244.865,0
243.486,244.859,1
243.488,244.8535,0
243.496,244.841,1
243.498,244.833,1
243.504,244.824,0
243.51,244.815,0
243.518,244.807,1
243.52599999999998,244.7985,0
243.534,244.789,0
243.54000000000005,244.779,0
243.54200000000003,244.75800000000004,1
243.52,244.566,1
243.524,244.556,0
243.44,244.4475,1
243.45,244.44100000000003,0
243.474,244.435,0
243.504,244.428,1
243.588,244.412,1
243.616,244.406,0
243.63,244.3975,0
243.644,244.388,0
243.506,244.13,0
243.508,244.033,1
243.51799999999997,244.0185,1
243.522,244.00600000000003,1
243.52599999999998,243.996,0
243.53800000000004,243.9865,1
243.56600000000003,243.966,1
243.66,243.9405,0
243.69,243.933,0
243.71599999999998,243.92550000000003,0
243.73799999999997,243.917,0
243.75799999999995,243.9075,1
243.79,243.897,1
243.81,243.874,1
243.814,243.8625,1
243.808,243.8525,0
243.8,243.841,0
243.79999999999995,243.82800000000003,1
243.794,243.815,0
243.778,243.8035,0
243.762,243.6735,1
243.80200000000005,243.661,0
243.81600000000003,243.6565,0
243.82599999999996,243.652,0
243.83,243.6485,1
243.842,243.6455,0
243.854,243.6405,0
243.532,243.5285,0
243.5,243.534,0
243.5,243.534,1
243.45,243.5445,0
243.43600000000004,243.5475,0
243.426,243.5505,1
243.414,243.5545,1
243.404,243.5605,0
243.408,243.5685,1
243.41599999999997,243.5715,1
243.426,243.575,1
243.53800000000004,243.6035,1
243.59000000000003,243.61550000000003,0
243.612,243.6205,1
243.624,243.625,1
243.65000000000003,243.6345,0
243.662,243.64,1
