ema30_current,sma100_current,class
242.9064445893394,243.29500000000004,1
243.01850375934106,243.296,1
243.07295857572075,243.302,0
243.12591803017983,243.308,1
243.16900913273852,243.312,1
243.2222233899707,243.31600000000003,0
243.2645439303941,243.318,0
243.3041341133707,243.32100000000003,0
243.33673633013032,243.323,0
243.34586248731742,243.32000000000005,1
243.35238200813052,243.31700000000004,1
243.41296710473262,243.31800000000004,1
243.47088257466632,243.321,0
243.49089959727473,243.318,1
243.51114733119223,243.321,1
243.51638037919358,243.324,1
243.53831606654,243.32800000000003,1
243.56528816115448,243.33300000000003,1
243.59898958557525,243.341,0
243.61559564670355,243.34600000000003,1
243.6385908879724,243.34900000000002,0
243.6580847132489,243.353,1
243.6678514074358,243.357,0
243.62237725491042,243.366,0
243.5572512959214,243.372,1
243.55900035080987,243.375,0
243.56366334150684,243.377,1
243.58336603101128,243.378,1
243.5214213098341,243.38600000000002,0
243.52850875478757,243.38800000000003,1
243.52666948028502,243.389,1
243.5378520944602,243.392,1
243.54730432363658,243.396,0
244.51612064941682,243.568,1
244.59977525694646,243.59099999999995,0
244.6621027891569,243.61299999999997,0
244.9420744841278,243.75,0
244.98130926921002,243.76999999999995,1
245.03193827759642,243.81399999999996,1
245.0788894936256,243.838,1
245.24903657255302,243.921,0
246.28980765402724,245.595,0
246.26714745935985,245.641,0
246.0123613301241,245.68400000000003,0
246.00651919485588,245.689,0
245.9921113620766,245.715,1
246.06010885833803,245.768,1
246.0925246360728,245.786,0
246.10389229138343,245.801,1
246.23644310511844,245.87,1
246.25379274891387,245.893,0
246.25234010102352,245.90500000000003,1
246.24352063342891,245.915,0
243.2205418497942,244.886,0
243.28089761590496,244.799,1
243.29463519680388,244.766,0
243.34373575349878,244.67400000000006,0
243.37479195175356,244.6490000000001,0
243.39964405471613,244.59900000000005,0
243.41761487483325,244.57500000000005,1
243.42393897021861,244.548,0
243.42410123658908,244.396,1
243.4509150564587,244.365,0
243.46154236593262,244.344,1
243.47995350748016,244.317,0
243.50463737236697,244.292,0
243.50433818705292,244.267,1
243.5274488468061,244.247,0
243.5331384923867,244.223,1
243.56286053286743,244.201,0
243.56828340558047,244.176,0
243.48328075664506,243.892,0
243.50472318223603,243.866,0
243.51833061262766,243.84099999999998,0
243.518156918478,243.815,0
243.52343711728585,243.791,1
243.52938558412598,243.769,0
243.5382682930937,243.743,1
243.55374722686386,243.72599999999997,1
243.5746791326489,243.711,0
243.5878089799962,243.69400000000002,0
243.5990828143981,243.681,1
243.6066025265857,243.667,0
243.6136370960516,243.654,0
243.61275728340317,243.643,0
243.60820259629585,243.62099999999995,1
243.44564288236637,243.406,1
243.44713194114186,243.393,0
243.37421708908798,243.42999999999995,1
243.45592857880862,243.44400000000002,0
243.54728943736094,243.457,0
243.61037443020547,243.47100000000003,1
243.85644193397408,243.525,1
243.9090599954189,243.543,0
243.9582833432222,243.56,0
243.9978793782641,243.571,0
243.45153097406842,243.529,0
243.396536989618,243.51800000000003,1
243.38667114944485,243.51500000000004,1
243.39881450583863,243.51700000000002,1
243.4349719454776,243.52599999999998,0
243.45589342126888,243.53200000000004,1
243.55116065312336,243.552,1
243.84584618770188,243.589,0
243.9001567717003,243.59900000000002,0
243.93806022124718,243.604,0
243.9815896951104,243.611,0
244.00980564679938,243.614,1
244.02430691472176,243.618,1
244.06860479992088,243.63200000000003,1
244.0861622437814,243.641,1
244.10601178417218,243.65200000000004,0
244.13607695205584,243.664,0
244.1482724278233,243.67500000000004,1
244.15867217268269,243.683,0
244.16295827937745,243.69,0
243.76111882855287,243.66600000000003,1
243.75568251648,243.66800000000003,0
243.74845244876752,243.67000000000004,0
243.751167227999,243.67300000000003,0
243.75370686018329,243.676,1
243.7645521100725,243.68,0
243.76925497953712,243.68400000000003,0
243.17870737328158,243.65,0
243.20746110117724,243.647,0
243.20746110117724,243.647,1
243.31198263316404,243.618,0
243.33398923361042,243.61000000000004,0
243.34812444047932,243.59600000000003,1
243.36134769851824,243.584,1
243.4011440900029,243.578,0
243.46527694348882,243.56600000000003,1
243.5048198352981,243.569,1
243.5597594287024,243.576,1
243.93845007052784,243.646,1
244.0523019226453,243.687,0
244.0793806299824,243.705,1
244.0962428590002,243.718,1
244.1833280151173,243.74400000000009,0
244.21042289110864,243.7510000000001,1
