ema100_previous,sma100_current,class
243.196788730931,243.29500000000004,1
243.1984617360954,243.296,1
243.2059823509734,243.302,0
243.21960454887298,243.308,1
243.23295700028004,243.312,1
243.24344502462958,243.31600000000003,0
243.2576857613686,243.318,0
243.26904448124196,243.32100000000003,0
243.28048818799888,243.323,0
243.28941517665172,243.32000000000005,1
243.29067523904556,243.31700000000004,1
243.29510120075506,243.31800000000004,1
243.31832599968052,243.321,0
243.33423429927083,243.318,1
243.34333429981152,243.321,1
243.3461699534798,243.324,1
243.3498359170736,243.32800000000003,1
243.3580095074276,243.33300000000003,1
243.36831135455623,243.341,0
243.38131913882043,243.34600000000003,1
243.38917921106997,243.34900000000002,0
243.3982440122856,243.353,1
243.40743922451642,243.357,0
243.4280617262874,243.366,0
243.4261872955911,243.372,1
243.42857866939048,243.375,0
243.43290288727312,243.377,1
243.44520989795586,243.378,1
243.4523268108566,243.38600000000002,0
243.45160054841358,243.38800000000003,1
243.4551589754741,243.389,1
243.4563568285833,243.392,1
243.4621111819273,243.396,0
243.79891034944708,243.568,1
243.82994300544357,243.59099999999995,0
243.8701414176561,243.61299999999997,0
244.06698771434986,243.75,0
244.10478228197974,243.76999999999995,1
244.1605821420248,243.81399999999996,1
244.18798273851326,243.838,1
244.29215725348308,243.921,0
245.8291511277565,245.595,0
245.8574713615745,245.641,0
245.85604198450312,245.68400000000003,0
245.86638279248183,245.689,0
245.87607307843425,245.715,1
245.9107613532351,245.768,1
245.92862768583853,245.786,0
245.94552040561916,245.801,1
246.02046517632968,245.87,1
246.04163667268475,245.893,0
246.05245192054863,245.90500000000003,1
246.0590926090496,245.915,0
244.254322216065,244.886,0
244.18481345280463,244.799,1
244.15737520939186,244.766,0
244.0854531053185,244.67400000000006,0
244.06549234972576,244.6490000000001,0
244.03414825579983,244.59900000000005,0
244.01353315183098,244.57500000000005,1
243.9979064878408,244.548,0
243.88286031894748,244.396,1
243.85491179066432,244.365,0
243.845215351992,244.344,1
243.83385144982952,244.317,0
243.82283330127632,244.292,0
243.8146333559607,244.267,1
243.8006551917408,244.247,0
243.79444397705845,244.223,1
243.78315571256888,244.201,0
243.7786513961876,244.176,0
243.62661089167355,243.892,0
243.62229653862755,243.866,0
243.61775770628597,243.84099999999998,0
243.61163846582176,243.815,0
243.6013700903672,243.791,1
243.59390507115882,243.769,0
243.58436189078486,243.743,1
243.57971296384312,243.72599999999997,1
243.57682638085092,243.711,0
243.57659697999665,243.69400000000002,0
243.5737720996549,243.681,1
243.57224280565552,243.667,0
243.570433882676,243.654,0
243.5689706919833,243.643,0
243.56312693721958,243.62099999999995,1
243.45556562196705,243.406,1
243.45396621440563,243.393,0
243.42345827477791,243.42999999999995,1
243.43766415086878,243.44400000000002,0
243.4630392727289,243.457,0
243.49156240093876,243.47100000000003,1
243.57290930380054,243.525,1
243.60340637005638,243.543,0
243.62673911589187,243.56,0
243.64929991512696,243.571,0
243.51850261103328,243.529,0
243.49592542280257,243.51800000000003,1
243.49600610749957,243.51500000000004,1
243.49317526037171,243.51700000000002,1
243.4978906238292,243.52599999999998,0
243.512602790038,243.53200000000004,1
243.5410269315197,243.552,1
243.6277891318433,243.589,0
243.64952012843827,243.59900000000002,0
243.669460434308,243.604,0
243.68349592644898,243.611,0
243.6978733121113,243.614,1
243.7087461509301,243.618,1
243.7275116317107,243.63200000000003,1
243.73903722122918,243.641,1
243.7509544053113,243.65200000000004,0
243.765235627629,243.664,0
243.78152416351418,243.67500000000004,1
243.79321984606514,243.683,0
243.8037541948537,243.69,0
243.73284957923732,243.66600000000003,1
243.73156148672714,243.66800000000003,0
243.73551672689067,243.67000000000004,0
243.73741344744647,243.67300000000003,0
243.74156271922902,243.676,1
243.74562982721366,243.68,0
243.751906508456,243.68400000000003,0
243.52681253462097,243.65,0
243.5216854810329,243.647,0
243.5216854810329,243.647,1
243.518438813644,243.618,0
243.51986470045483,243.61000000000004,0
243.52095243985409,243.59600000000003,1
243.51817896966287,243.584,1
243.51608024373226,243.578,0
243.52516221137554,243.56600000000003,1
243.5310351816962,243.569,1
243.5412513498301,243.576,1
243.65359815238145,243.646,1
243.70239291611657,243.687,0
243.72574573034674,243.705,1
243.74269551855275,243.718,1
243.7791260172029,243.74400000000009,0
243.79482958383943,243.7510000000001,1
