sma200_previous,wpr14_current,class
243.0835,-22.222222222220818,1
243.101,-23.529411764705984,1
243.1065,-5.8823529411760775,0
243.112,-12.499999999999332,1
243.1185,-21.428571428572152,1
243.1245,-7.142857142856707,0
243.1325,-14.285714285713414,0
243.139,-15.384615384614374,0
243.1455,-23.07692307692375,0
243.152,-46.15384615384532,1
243.157,-46.15384615384532,1
243.17,-0.0,1
243.1845,-33.33333333333176,0
243.2035,-62.49999999999911,1
243.215,-74.99999999999824,1
243.22550000000004,-62.49999999999911,1
243.231,-37.500000000000895,1
243.238,-24.99999999999823,1
243.2445,-12.499999999999115,0
243.249,-37.500000000000895,1
243.253,-24.99999999999823,0
243.2575,-24.99999999999823,1
243.2625,-37.500000000000895,0
243.2855,-66.66666666666825,0
243.2935,-55.55555555555521,1
243.297,-44.4444444444448,0
243.301,-28.571428571430317,1
243.3175,-14.285714285717187,1
243.3445,-57.14285714285656,0
243.3475,-33.333333333334906,1
243.3505,-50.0,1
243.354,-16.666666666669823,1
243.358,-16.666666666669823,0
243.5165,-59.375000000000135,1
243.5275,-53.125000000000036,0
243.5395,-56.24999999999986,0
243.5915,-40.909090909091375,0
243.5955,-54.54545454545431,1
243.5995,-30.769230769231612,1
243.6045,-15.384615384614714,1
243.6315,-29.41176470588255,0
244.579,-93.33333333333373,0
244.6355,-73.33333333333294,0
244.771,-23.80952380952355,0
244.78800000000004,-38.095238095238216,0
244.8385,-33.33333333333378,1
244.89,-14.285714285714672,1
244.909,-14.285714285714672,0
244.928,-23.80952380952355,1
245.0005,-50.0,1
245.0285,-50.0,0
245.0415,-66.66666666666825,1
245.0535,-81.81818181818275,0
245.218,-19.999999999998863,0
245.1855,-74.99999999999824,1
245.17050000000003,-62.49999999999911,0
245.13500000000005,-50.00000000000001,0
245.1265,-25.000000000001783,0
245.11,-62.49999999999911,0
245.10050000000004,-37.500000000000895,1
245.094,-50.00000000000001,0
245.0415,-50.0,1
245.024,-20.0000000000017,0
245.016,-20.0000000000017,1
245.007,-10.000000000002274,0
244.998,-0.0,0
244.98800000000003,-30.000000000001133,1
244.978,-0.0,0
244.971,-20.0000000000017,1
244.963,-15.384615384614714,0
244.958,-38.461538461538964,0
244.8935,-27.272727272725863,0
244.8865,-27.272727272725863,0
244.8795,-36.36363636363706,0
244.873,-54.54545454545431,0
244.865,-45.45454545454569,1
244.859,-45.45454545454569,0
244.8475,-45.45454545454569,1
244.841,-36.36363636363706,1
244.833,-27.272727272725863,0
244.824,-40.000000000000576,0
244.815,-40.000000000000576,1
244.807,-57.14285714285889,0
244.7985,-57.14285714285889,0
244.789,-71.42857142857258,0
244.7695,-66.66666666666825,1
244.5765,-28.57142857142741,1
244.566,-16.66666666666588,0
244.455,-30.43478260869539,1
244.4475,-30.000000000000192,0
244.44100000000003,-23.333333333333908,0
244.435,-33.333333333333336,1
244.4175,-19.999999999999808,1
244.412,-30.000000000000192,0
244.406,-30.000000000000192,0
244.3975,-33.333333333333336,0
244.1475,-16.666666666667194,0
244.0465,-23.07692307692375,1
244.033,-44.4444444444448,1
244.0185,-14.285714285717187,1
244.00600000000003,-9.09090909090862,0
243.996,-27.272727272725863,1
243.9705,-7.692307692307187,1
243.949,-21.052631578947604,0
243.9405,-26.31578947368413,0
243.933,-36.84210526315718,0
243.92550000000003,-41.1764705882349,0
243.917,-50.00000000000089,1
243.9075,-71.42857142857113,1
243.88550000000004,-61.53846153846187,1
243.874,-61.53846153846187,1
243.8625,-69.99999999999885,0
243.8525,-59.999999999999424,0
243.841,-80.00000000000115,1
243.82800000000003,-75.00000000000179,0
243.815,-87.50000000000091,0
243.68,-41.66666666666706,1
243.6665,-24.999999999998817,0
243.661,-19.999999999998863,0
243.6565,-9.999999999999432,0
243.652,-9.999999999999432,1
243.6485,-9.09090909090862,0
243.6455,-18.18181818181724,0
243.5275,-39.999999999999616,0
243.5315,-27.272727272725863,0
243.5315,-27.272727272725863,1
243.541,-21.428571428572152,0
243.5445,-21.428571428572152,0
243.5475,-28.57142857142886,1
243.5505,-28.57142857142886,1
243.5545,-7.142857142856707,0
243.5655,-27.272727272725863,1
243.5685,-18.18181818181724,1
243.5715,-0.0,1
243.5975,-50.00000000000055,1
243.609,-50.00000000000055,0
243.61550000000003,-61.538461538461455,1
243.6205,-70.83333333333387,1
243.6315,-68.18181818181765,0
243.6345,-68.18181818181765,1
