rsi14_current,wpr14_current,class
-3.07777613282434,-22.222222222220818,1
18.323516316432414,-23.529411764705984,1
24.76988694583753,-5.8823529411760775,0
24.76988694583753,-12.499999999999332,1
20.836230548135052,-21.428571428572152,1
25.061974356347164,-7.142857142856707,0
21.160900258450692,-14.285714285713414,0
21.160900258450692,-15.384615384614374,0
16.63657763603696,-23.07692307692375,0
2.0195353174736543,-46.15384615384532,1
2.0195353174736543,-46.15384615384532,1
22.12965611870645,-0.0,1
13.686773613094175,-33.33333333333176,0
1.3427049995352152,-62.49999999999911,1
-3.6859918027169267,-74.99999999999824,1
1.4764203268832716,-62.49999999999911,1
9.801941802845704,-37.500000000000895,1
13.201650031964023,-24.99999999999823,1
16.27345156714425,-12.499999999999115,0
7.283662721075642,-37.500000000000895,1
11.054133230035717,-24.99999999999823,0
11.054133230035717,-24.99999999999823,1
5.935654388105847,-37.500000000000895,0
1.76575572470405,-66.66666666666825,0
-1.8018360413373105,-55.55555555555521,1
3.879108784747871,-44.4444444444448,0
3.879108784747871,-28.571428571430317,1
9.435306228375024,-14.285714285717187,1
-11.488438602341231,-57.14285714285656,0
6.330362858200773,-33.333333333334906,1
-1.4717048687384278,-50.0,1
11.475843209984506,-16.666666666669823,1
11.475843209984506,-16.666666666669823,0
13.221505730246008,-59.375000000000135,1
18.43960836214133,-53.125000000000036,0
14.619784268185626,-56.24999999999986,0
17.25881243782385,-40.909090909091375,0
10.650078584996491,-54.54545454545431,1
8.048925420453926,-30.769230769231612,1
12.025095026541125,-15.384615384614714,1
11.466792555441446,-29.41176470588255,0
-8.595708787446156,-93.33333333333373,0
4.854947767465474,-73.33333333333294,0
9.801070102429053,-23.80952380952355,0
0.6256447028448521,-38.095238095238216,0
4.065011038020131,-33.33333333333378,1
14.416792227493048,-14.285714285714672,1
14.416792227493048,-14.285714285714672,0
7.3801490969159715,-23.80952380952355,1
5.5513746497732095,-50.0,1
5.405951629219104,-50.0,0
-2.5038297766230784,-66.66666666666825,1
-6.762942841306739,-81.81818181818275,0
-0.7452288576979242,-19.999999999998863,0
-5.600105261462119,-74.99999999999824,1
-0.9379299938098312,-62.49999999999911,0
3.306361955186631,-50.00000000000001,0
10.72061193101186,-25.000000000001783,0
-2.762020923949265,-62.49999999999911,0
5.9699577150342416,-37.500000000000895,1
1.5142577916579825,-50.00000000000001,0
-6.499480834976198,-50.0,1
6.856219078603374,-20.0000000000017,0
6.856219078603374,-20.0000000000017,1
10.721733542434123,-10.000000000002274,0
14.178119011846904,-0.0,0
-0.03684619839033587,-30.000000000001133,1
11.691889745498088,-0.0,0
3.2774596066687,-20.0000000000017,1
13.264134705584324,-15.384615384614714,0
1.7548280784019423,-38.461538461538964,0
13.165260463896034,-27.272727272725863,0
13.165260463896034,-27.272727272725863,0
8.797373830786142,-36.36363636363706,0
-0.6103819943709112,-54.54545454545431,0
4.04546886116195,-45.45454545454569,1
4.04546886116195,-45.45454545454569,0
4.04546886116195,-45.45454545454569,1
9.105602555029165,-36.36363636363706,1
13.440854767851606,-27.272727272725863,0
7.7325750963479996,-40.000000000000576,0
7.7325750963479996,-40.000000000000576,1
7.7325750963479996,-57.14285714285889,0
7.7325750963479996,-57.14285714285889,0
0.05464813789346579,-71.42857142857258,0
0.05464813789346579,-66.66666666666825,1
4.479630263448527,-28.57142857142741,1
4.479630263448527,-16.66666666666588,0
14.870054547444001,-30.43478260869539,1
21.847498941927253,-30.000000000000192,0
24.066345659842824,-23.333333333333908,0
17.700497658232212,-33.333333333333336,1
20.89329138579868,-19.999999999999808,1
14.265025644511836,-30.000000000000192,0
14.265025644511836,-30.000000000000192,0
11.702619164645784,-33.333333333333336,0
1.825131487120018,-16.666666666667194,0
2.909462573438901,-23.07692307692375,1
-0.23818501028578964,-44.4444444444448,1
8.252658882880041,-14.285714285717187,1
16.40549302351181,-9.09090909090862,0
11.147687979269406,-27.272727272725863,1
17.631652586163014,-7.692307692307187,1
19.886834504894253,-21.052631578947604,0
17.170004990813286,-26.31578947368413,0
11.31837219125427,-36.84210526315718,0
11.31837219125427,-41.1764705882349,0
7.925117668432094,-50.00000000000089,1
0.6165694654325762,-71.42857142857113,1
7.332991651174751,-61.53846153846187,1
7.332991651174751,-61.53846153846187,1
10.673170498435098,-69.99999999999885,0
13.73089952875192,-59.999999999999424,0
5.357636294818363,-80.00000000000115,1
5.357636294818363,-75.00000000000179,0
0.5021345378634976,-87.50000000000091,0
-1.2465530181078464,-41.66666666666706,1
9.36253235347283,-24.999999999998817,0
3.7889043781124334,-19.999999999998863,0
8.74183825941924,-9.999999999999432,0
8.74183825941924,-9.999999999999432,1
13.303380404559007,-9.09090909090862,0
7.3500977142805075,-18.18181818181724,0
-5.6544587383857134,-39.999999999999616,0
5.39683666694232,-27.272727272725863,0
5.39683666694232,-27.272727272725863,1
11.949982401766976,-21.428571428572152,0
11.949982401766976,-21.428571428572152,0
8.08071200286345,-28.57142857142886,1
8.08071200286345,-28.57142857142886,1
16.973085572976288,-7.142857142856707,0
15.957350925430362,-27.272727272725863,1
18.526293204782466,-18.18181818181724,1
22.92664811164725,-0.0,1
19.36181058648505,-50.00000000000055,1
19.36181058648505,-50.00000000000055,0
9.53922653204694,-61.538461538461455,1
6.013170717632249,-70.83333333333387,1
9.22750320370183,-68.18181818181765,0
9.22750320370183,-68.18181818181765,1
