ema30_current,wpr14_current,class
242.9064445893394,-22.222222222220818,1
243.01850375934106,-23.529411764705984,1
243.07295857572075,-5.8823529411760775,0
243.12591803017983,-12.499999999999332,1
243.16900913273852,-21.428571428572152,1
243.2222233899707,-7.142857142856707,0
243.2645439303941,-14.285714285713414,0
243.3041341133707,-15.384615384614374,0
243.33673633013032,-23.07692307692375,0
243.34586248731742,-46.15384615384532,1
243.35238200813052,-46.15384615384532,1
243.41296710473262,-0.0,1
243.47088257466632,-33.33333333333176,0
243.49089959727473,-62.49999999999911,1
243.51114733119223,-74.99999999999824,1
243.51638037919358,-62.49999999999911,1
243.53831606654,-37.500000000000895,1
243.56528816115448,-24.99999999999823,1
243.59898958557525,-12.499999999999115,0
243.61559564670355,-37.500000000000895,1
243.6385908879724,-24.99999999999823,0
243.6580847132489,-24.99999999999823,1
243.6678514074358,-37.500000000000895,0
243.62237725491042,-66.66666666666825,0
243.5572512959214,-55.55555555555521,1
243.55900035080987,-44.4444444444448,0
243.56366334150684,-28.571428571430317,1
243.58336603101128,-14.285714285717187,1
243.5214213098341,-57.14285714285656,0
243.52850875478757,-33.333333333334906,1
243.52666948028502,-50.0,1
243.5378520944602,-16.666666666669823,1
243.54730432363658,-16.666666666669823,0
244.51612064941682,-59.375000000000135,1
244.59977525694646,-53.125000000000036,0
244.6621027891569,-56.24999999999986,0
244.9420744841278,-40.909090909091375,0
244.98130926921002,-54.54545454545431,1
245.03193827759642,-30.769230769231612,1
245.0788894936256,-15.384615384614714,1
245.24903657255302,-29.41176470588255,0
246.28980765402724,-93.33333333333373,0
246.26714745935985,-73.33333333333294,0
246.0123613301241,-23.80952380952355,0
246.00651919485588,-38.095238095238216,0
245.9921113620766,-33.33333333333378,1
246.06010885833803,-14.285714285714672,1
246.0925246360728,-14.285714285714672,0
246.10389229138343,-23.80952380952355,1
246.23644310511844,-50.0,1
246.25379274891387,-50.0,0
246.25234010102352,-66.66666666666825,1
246.24352063342891,-81.81818181818275,0
243.2205418497942,-19.999999999998863,0
243.28089761590496,-74.99999999999824,1
243.29463519680388,-62.49999999999911,0
243.34373575349878,-50.00000000000001,0
243.37479195175356,-25.000000000001783,0
243.39964405471613,-62.49999999999911,0
243.41761487483325,-37.500000000000895,1
243.42393897021861,-50.00000000000001,0
243.42410123658908,-50.0,1
243.4509150564587,-20.0000000000017,0
243.46154236593262,-20.0000000000017,1
243.47995350748016,-10.000000000002274,0
243.50463737236697,-0.0,0
243.50433818705292,-30.000000000001133,1
243.5274488468061,-0.0,0
243.5331384923867,-20.0000000000017,1
243.56286053286743,-15.384615384614714,0
243.56828340558047,-38.461538461538964,0
243.48328075664506,-27.272727272725863,0
243.50472318223603,-27.272727272725863,0
243.51833061262766,-36.36363636363706,0
243.518156918478,-54.54545454545431,0
243.52343711728585,-45.45454545454569,1
243.52938558412598,-45.45454545454569,0
243.5382682930937,-45.45454545454569,1
243.55374722686386,-36.36363636363706,1
243.5746791326489,-27.272727272725863,0
243.5878089799962,-40.000000000000576,0
243.5990828143981,-40.000000000000576,1
243.6066025265857,-57.14285714285889,0
243.6136370960516,-57.14285714285889,0
243.61275728340317,-71.42857142857258,0
243.60820259629585,-66.66666666666825,1
243.44564288236637,-28.57142857142741,1
243.44713194114186,-16.66666666666588,0
243.37421708908798,-30.43478260869539,1
243.45592857880862,-30.000000000000192,0
243.54728943736094,-23.333333333333908,0
243.61037443020547,-33.333333333333336,1
243.85644193397408,-19.999999999999808,1
243.9090599954189,-30.000000000000192,0
243.9582833432222,-30.000000000000192,0
243.9978793782641,-33.333333333333336,0
243.45153097406842,-16.666666666667194,0
243.396536989618,-23.07692307692375,1
243.38667114944485,-44.4444444444448,1
243.39881450583863,-14.285714285717187,1
243.4349719454776,-9.09090909090862,0
243.45589342126888,-27.272727272725863,1
243.55116065312336,-7.692307692307187,1
243.84584618770188,-21.052631578947604,0
243.9001567717003,-26.31578947368413,0
243.93806022124718,-36.84210526315718,0
243.9815896951104,-41.1764705882349,0
244.00980564679938,-50.00000000000089,1
244.02430691472176,-71.42857142857113,1
244.06860479992088,-61.53846153846187,1
244.0861622437814,-61.53846153846187,1
244.10601178417218,-69.99999999999885,0
244.13607695205584,-59.999999999999424,0
244.1482724278233,-80.00000000000115,1
244.15867217268269,-75.00000000000179,0
244.16295827937745,-87.50000000000091,0
243.76111882855287,-41.66666666666706,1
243.75568251648,-24.999999999998817,0
243.74845244876752,-19.999999999998863,0
243.751167227999,-9.999999999999432,0
243.75370686018329,-9.999999999999432,1
243.7645521100725,-9.09090909090862,0
243.76925497953712,-18.18181818181724,0
243.17870737328158,-39.999999999999616,0
243.20746110117724,-27.272727272725863,0
243.20746110117724,-27.272727272725863,1
243.31198263316404,-21.428571428572152,0
243.33398923361042,-21.428571428572152,0
243.34812444047932,-28.57142857142886,1
243.36134769851824,-28.57142857142886,1
243.4011440900029,-7.142857142856707,0
243.46527694348882,-27.272727272725863,1
243.5048198352981,-18.18181818181724,1
243.5597594287024,-0.0,1
243.93845007052784,-50.00000000000055,1
244.0523019226453,-50.00000000000055,0
244.0793806299824,-61.538461538461455,1
244.0962428590002,-70.83333333333387,1
244.1833280151173,-68.18181818181765,0
244.21042289110864,-68.18181818181765,1
