adi14_current,stoch_rsi_14_previous,class
28.5086304682157,83.93754063278692,1
28.138500306321486,100.0,1
28.889236045258755,95.6193041181328,0
29.839196304385656,100.0,1
30.1271380224288,100.0,1
30.39451247489746,91.26723929384715,0
30.64278875218976,100.0,0
29.654132731555194,91.04485588976624,0
28.736094998108808,91.04485588976627,0
26.808864225706376,80.65900828262838,1
25.01929279418984,47.10473139803854,1
23.82751702419544,21.14328396361089,1
24.669145416417518,37.71240329969313,0
21.868108022296845,0.0,1
18.93572576097408,30.89166434935492,1
16.909175483037668,0.0,1
16.71153528419644,19.99722085346585,1
17.33874074742247,52.247124095496886,1
18.274806785425397,65.41630055570515,0
18.521745256582424,77.31529121644729,1
18.167628804815713,42.492268864146226,0
17.838806385318048,73.85038129375035,1
16.68817326665854,73.85038129375035,0
14.074892976867886,0.0,0
11.723718980900257,24.28660159413655,1
11.781263603796566,59.07453707633842,0
12.217731914307196,81.57748574983876,1
12.321318526539313,100.0,1
9.841398879857568,43.946570765172176,0
9.479940862592802,21.344353790494136,1
9.669916171077269,85.1606708297445,1
9.846321814669997,47.872566859533435,1
10.01012705514896,100.0,0
36.066683634769795,70.48002307213666,1
35.901222962108825,51.17347630761283,0
35.747580908923624,60.38213367781202,0
30.407514357618858,35.33658083910636,0
29.630795677328607,56.738923307686385,1
27.828190657430497,9.551159609367305,1
27.49926336354553,27.14521603864653,1
28.178075905958515,100.0,0
20.97154111331691,0.0,0
22.22618143909097,28.756051257656274,0
21.022582531595226,100.0,0
20.640385946514307,96.13692187877035,0
18.443075284331172,84.15408982058239,1
18.029949940459744,100.0,1
17.77453904853629,100.0,0
17.75913036032934,100.0,1
18.89200066982739,100.0,1
16.85596897350981,31.103224557005788,0
16.43903175848917,45.14023347990386,1
16.289187371129106,0.0,0
26.36142655977246,78.71121629459716,0
23.5180218814308,2.7141294901922466,1
22.27543432637408,2.7141294901922466,0
18.921429054368936,24.515437246073876,0
18.61680868381536,46.63159785095691,0
17.202181312156945,62.11121912149045,0
16.52774150659339,16.70862091603072,1
15.901475972855765,59.7656923986028,0
16.360571372737304,3.608995139268009,1
14.799968119111641,83.94939056617491,0
14.428757218865249,83.94939056617491,1
14.084061382922178,83.94939056617491,0
14.132824171475525,100.0,0
13.34574201489194,100.0,1
12.614880012350055,48.37268506164109,0
11.936222438561153,90.97026693738823,1
12.060965966298456,60.409908302721284,0
11.728211985074987,96.68050150455852,0
10.551203324066408,54.67971582219765,0
11.592449135621324,99.72813516405235,0
12.559320246350902,99.72813516405235,0
12.074671102857986,87.71818431464987,0
11.624639755328849,61.85059786979043,1
11.206753504051797,74.8558425022343,0
10.894874503855425,74.8558425022343,1
10.965592863192587,74.8558425022343,1
11.471529205555123,88.80712605132376,0
11.941327237748927,100.0,0
12.816823244868123,84.38039864214826,1
13.6297838229074,64.67527056395471,0
15.187370909879636,64.67527056395471,0
16.633701776353846,59.37525096117794,0
17.047087438593024,4.7328939332397075,1
13.647362654291616,91.20842341977463,1
12.703805468948413,100.0,0
19.612686809556244,100.0,1
21.5913002090508,88.98375557720291,0
23.42858408001002,97.33353953636237,0
24.812100966834027,99.9887940515733,1
29.967589134721035,100.0,1
31.34619330779241,95.14327495117088,0
32.62632575421583,87.29779602613846,0
32.74811854588482,87.29779602613846,0
19.198150644333147,87.31825139682074,0
14.166002276412605,73.55320541789546,1
13.786046332060563,84.7822423933027,1
12.916829735310724,45.24559670624518,1
13.554546592099767,100.0,0
14.14671224483238,100.0,1
16.677219901394473,88.89314561000013,1
24.034625244078974,83.20548203416988,0
24.433777777973873,83.20548203416988,0
24.80441941659055,73.46664913090882,0
24.33503920954046,46.57993017179693,0
23.89918616013681,46.57993017179693,1
23.085019319478427,12.782206237349241,1
22.225102817930544,28.03718340851975,1
21.386482110013713,28.03718340851975,1
21.2785551900486,28.03718340851975,0
21.178337335795323,41.98050090227376,0
20.594244309146546,54.74475354537572,1
19.582386587333122,19.791215705546048,0
18.642804417077798,24.603018275446768,0
25.380583426642843,65.86169952882888,1
22.66283896773444,96.99007430814251,0
21.318524807058505,100.0,0
20.07023308643088,91.67590488561798,0
18.85586140719128,99.07300654103969,1
17.7821959635366,99.07300654103969,0
16.7852209087144,100.0,0
28.047482860480557,95.0612461296213,0
25.182504638209327,100.0,0
25.182504638209327,100.0,1
22.225217024745675,100.0,0
21.40025334139247,85.75895175068598,0
20.250489922857888,84.34089184237841,1
19.182852462790045,75.26046225985358,1
18.512652009814406,75.26046225985358,0
18.068313226042694,77.52234619578424,1
17.981200619141127,89.02189991712179,1
18.19813323954607,99.60371264094181,1
25.539220006270078,90.92470966997251,1
26.142946115175576,42.05776173905254,0
26.186910541257912,42.05776173905257,1
25.63961220031826,5.4375782736624965,1
26.037022757697468,41.903373211795305,0
25.60473829445279,11.12594936770667,1
