ema20_previous,ema50_previous,class
242.80494008222905,243.05081734269802,1
242.9735719306936,243.0801567765349,1
243.02817124666146,243.09723482203853,0
243.10911759592483,243.12724866225426,1
243.18830584822425,243.156699094496,1
243.24745301310742,243.1810730391989,0
243.32299027329418,243.2141750962919,0
243.3803219293884,243.2414438595034,0
243.43368119754837,243.26764325945183,0
243.47541036069975,243.28766645258773,1
243.4831061194764,243.2920716897411,1
243.4959031496912,243.30490584953125,1
243.5896667964339,243.3507402272872,0
243.62481730125285,243.37771325986583,1
243.62870159974887,243.38922113110297,1
243.582892164194,243.38825726589275,1
243.57499767236592,243.39263933389682,1
243.58541488616103,243.40653350945578,1
243.60585156366957,243.42564520011646,0
243.6368412400411,243.44915619207558,1
243.63988082045898,243.46144762562298,0
243.65513026612962,243.477792216164,1
243.668927383641,243.49349584237004,0
243.61136159673583,243.52442472476272,0
243.5360683833497,243.51255442376754,1
243.53263329922112,243.51574372563167,0
243.5390491754857,243.52518394693396,1
243.5724850856665,243.5545785459897,1
243.496092165583,243.56219727325947,0
243.4824772213984,243.5552229905087,1
243.49515763676848,243.55697895166531,1
243.49561881421917,243.55474448297244,1
243.51805922863358,243.5598271723899,0
244.81806398135518,244.13457566301184,1
244.865743807797,244.18102591608482,0
244.9529290156389,244.24318168121968,0
245.1783164513054,244.49865839231296,0
245.25567103400329,244.55473397200885,1
245.29822466314442,244.6246263992505,1
245.30821094057927,244.65700775575604,1
245.34270306406464,244.8000337612191,0
246.39915846957436,246.11119101088147,0
246.28039620981326,246.1010535779913,0
245.88114214902456,246.00222037498435,0
245.91805783334868,246.0194204556496,0
245.89144822143643,246.02153319613763,1
245.98850985045692,246.06322380568764,1
246.04466204697792,246.08648833757584,0
246.09546641525884,246.10699971877625,1
246.30929454768696,246.20774843612026,1
246.33322832528802,246.2252391078703,0
246.3559530000833,246.2333196869252,1
246.35597803129951,246.23139942716784,0
243.2851107520689,243.48892970336541,0
243.35144098069063,243.46644913507347,1
243.3510051490398,243.45194484822804,0
243.39164023291127,243.4249696349054,0
243.41386236904182,243.4193215270121,0
243.47282361897427,243.4213413881039,0
243.46588803621484,243.41068678503564,1
243.4801483739834,243.40829314679337,0
243.42995816325836,243.36018757137555,1
243.43941772418876,243.3540655555481,0
243.4576868138441,243.3612556220941,1
243.46826491104267,243.3712317520857,0
243.4962859986712,243.38719265139287,0
243.53264999060036,243.41503967685944,1
243.53102823747517,243.4226666918136,0
243.561107905178,243.4436001301281,1
243.56778745378688,243.45464230130239,0
243.6053778230587,243.47824336277438,0
243.43341967851242,243.4535383943004,0
243.47725870881715,243.4738747829836,0
243.51543482358952,243.4928000608603,0
243.53450022922726,243.5033799701416,0
243.52972672332132,243.50386102766103,1
243.53641941633828,243.5082447888069,0
243.5436316920596,243.5177064639288,1
243.55048787212868,243.52154726678987,1
243.56323935261327,243.53038622929424,0
243.5887635252758,243.54280013444543,0
243.5963819356714,243.55141925652737,1
243.60773809253936,243.55970037382176,0
243.61950048044707,243.56765674141843,0
243.63014264093502,243.57468748923145,0
243.63466389959882,243.57729558812068,1
243.3919082094387,243.4786918402208,1
243.3992271261044,243.4807546650657,0
243.30149203616463,243.38654096331402,1
243.3799187624617,243.4136662072789,0
243.50593417329483,243.46363079689957,0
243.64494681463356,243.52131994420768,1
243.9569343878308,243.67285872345792,1
244.05805512794174,243.72565081729766,0
244.11651058343682,243.76031268948935,0
244.16791108290508,243.7936152725756,0
243.3085189720704,243.4785969895356,0
243.2692667032982,243.45285561946952,1
243.30165569150776,243.4577724455459,1
243.3139973557042,243.45673407018205,1
243.35671059146011,243.46750112130297,0
243.4423777568309,243.49598663110697,1
243.61828912021068,243.5502679699613,1
243.98626163883515,243.72280836140885,0
244.06405391858522,243.76641211403037,0
244.12193806068558,243.8031571362052,0
244.15079849893291,243.82939082912742,0
244.179885863592,243.85398214441014,1
244.19370365394352,243.87736915796813,1
244.20042475824815,243.90048910839386,1
244.21079869360514,243.913461844291,1
244.22316017469691,243.9228578186069,0
244.24238041160982,243.93519328660145,0
244.27226949887117,243.95342100085227,1
244.27282553840038,243.96124994942073,0
244.26737754262746,243.96570385355844,0
243.6010388386833,243.78249283555442,1
243.60751389556057,243.7881330243901,0
243.6309064056638,243.79681520218614,0
243.64105947834895,243.8000081230579,0
243.6597694012546,243.8051565838701,1
243.67520965695155,243.81255756573015,0
243.7031665309972,243.82358988163492,0
243.07158298150074,243.3362586496526,0
243.110795002005,243.32422517571862,0
243.110795002005,243.32422517571862,1
243.2985766221217,243.35205431816294,0
243.35168511790573,243.36140400928653,0
243.3982478919212,243.3716142565921,1
243.4323400762957,243.3768889280473,1
243.45723430681159,243.38257035500945,0
243.54907212003056,243.41963891186245,1
243.5914204416193,243.4409310230653,1
243.6481860179817,243.4659233235105,1
244.11850550148483,243.69113701774154,1
244.2441792258726,243.77663953392852,0
244.3003834654829,243.8156778387047,1
244.3122491032734,243.83835249684574,1
244.36961512845642,243.8936252381765,0
244.38292331426982,243.91716470418132,1
