mom10_previous,uosc_current,class
-0.20000000000001705,21.73981761800549,1
0.6999999999999886,25.79184034575511,1
0.8000000000000114,27.410741074107047,0
1.0,25.458241947805533,1
1.1000000000000227,22.059716360914866,1
1.0,22.53823196687541,0
1.200000000000017,17.008123195731017,0
0.9000000000000057,18.001621612297242,0
0.8000000000000114,21.294207393056475,0
0.19999999999998866,18.823053158624145,1
-0.19999999999998866,18.40018779047218,1
-0.30000000000001137,24.898530091291583,1
0.0,20.041599065123695,0
-0.4000000000000057,22.632547091945906,1
0.19999999999998866,15.68505663134856,1
-0.09999999999999433,17.598505696236007,1
-0.5,25.244667205092536,1
0.0,25.249840853002485,1
0.0,24.48608887900327,0
0.30000000000001137,20.68233353947642,1
0.2999999999999829,23.03139518331161,0
0.30000000000001137,25.313688402191204,1
0.20000000000001705,27.7983641514426,0
-0.4000000000000057,32.136985555576594,0
-0.5,31.831787260358386,1
-0.19999999999998866,33.67464714709917,0
-0.09999999999999433,30.50520907663741,1
0.19999999999998866,27.385426892815772,1
-0.19999999999998866,38.083953960731904,0
-0.19999999999998866,45.29616724738735,1
-0.09999999999999433,38.155061019383176,1
-0.19999999999998866,41.79587880618865,1
0.19999999999998866,42.747729538901595,0
2.0,11.016211916399515,1
1.6999999999999886,10.700751923449292,0
1.5999999999999943,11.397583103340258,0
0.20000000000001705,25.58364296705452,0
0.5,26.44745501293643,1
-0.20000000000001705,20.504068649828078,1
0.2999999999999829,20.10329201522816,1
0.6000000000000227,16.042671807504803,0
-0.30000000000001137,18.091746962714303,0
-0.30000000000001137,13.347815385319764,0
0.09999999999999433,25.024668661996568,0
0.10000000000002274,22.66507885341846,0
0.30000000000001137,19.125336279995143,1
1.4000000000000057,18.533360537814385,1
0.8000000000000114,23.974840469084764,0
0.09999999999999433,26.17734288287027,1
0.8000000000000114,21.78115975099018,1
0.20000000000001705,21.20493225785105,0
-0.09999999999999433,22.597534560382535,1
-0.30000000000001137,17.862198395321165,0
-0.09999999999999433,42.98227227399214,0
-0.09999999999999433,40.04091994637346,1
-0.19999999999998866,38.65157398992244,0
0.09999999999999433,29.467876039305487,0
0.19999999999998866,25.602943840185226,0
0.19999999999998866,31.432506261682025,0
-0.4000000000000057,33.68136187095412,1
0.2999999999999829,33.28713458506989,0
-0.5,30.263857267044934,1
0.19999999999998866,35.26533304614739,0
0.0,35.51621465746649,1
0.09999999999999433,35.2383180954608,0
0.0,30.00099267330749,0
0.30000000000001137,33.81157340985156,1
0.30000000000001137,41.478646253021104,0
0.5,35.67655987503232,1
0.4000000000000057,42.090403875300176,0
0.5999999999999943,44.50969795231997,0
-0.5,24.090984102535906,0
0.20000000000001705,23.367220712535282,0
0.30000000000001137,22.030616651112343,0
0.19999999999998866,20.930118181710338,0
0.19999999999998866,23.598901098901,1
0.4000000000000057,20.58849779661936,0
0.5,19.07207006191723,1
0.19999999999998866,23.222917307625213,1
0.2999999999999829,30.54741988643785,0
0.0,35.26624442880442,0
-0.10000000000002274,35.5825206580791,1
0.0,38.38355303274524,0
0.19999999999998866,40.77758625813279,0
0.09999999999999433,37.97508151814147,0
0.0,39.402789901124265,1
0.0,23.64773866535798,1
0.19999999999998866,26.14139814600563,0
0.9000000000000057,40.707841220730856,1
0.9000000000000057,38.199920714206435,0
1.1999999999999886,34.934560388860234,0
1.5999999999999943,31.093998491570744,1
1.6999999999999886,22.414338104076982,1
2.200000000000017,21.35090829231859,0
1.6999999999999886,19.118047448054604,0
0.09999999999999433,19.248889408464443,0
0.30000000000001137,19.21139380253013,0
-0.3999999999999773,46.43433231459743,1
0.19999999999998866,56.2979917565609,1
0.0,56.73128261177804,1
0.19999999999998866,56.45098948670705,0
0.7999999999999828,43.778893660313855,1
0.7999999999999828,27.796629444037556,1
1.1999999999999886,21.582156528700303,0
0.9000000000000057,24.40108987600564,0
0.4000000000000057,21.897842594564352,0
0.4000000000000057,23.470062016355136,0
0.6000000000000227,22.459849038908096,1
0.09999999999999433,17.539360562863887,1
-0.20000000000001705,21.363808605188233,1
-0.6000000000000227,21.907519585081612,1
-0.4000000000000057,22.359463608892398,0
-0.2999999999999829,21.19047920468336,0
-0.09999999999999433,22.151191698592022,1
-0.10000000000002274,28.53547406734099,0
-0.10000000000002274,26.705413759481825,0
-0.19999999999998866,32.89703926646609,1
0.19999999999998866,36.99339763163145,0
0.5,30.552163548508094,0
0.4000000000000057,27.50345713227412,0
0.5999999999999943,25.68820737495389,1
0.5999999999999943,25.71765347360269,0
0.8000000000000114,23.572125142941925,0
0.19999999999998866,31.488374427887784,0
0.19999999999998866,28.90510468289171,0
0.19999999999998866,28.90510468289171,1
0.9000000000000057,20.766228061634067,0
0.8999999999999773,21.60682454800091,0
0.3999999999999773,20.9438278518816,1
0.4000000000000057,22.39925482890425,1
0.5,30.2793265847447,0
0.4000000000000057,27.290729283839113,1
0.5,31.71212972033501,1
0.30000000000001137,33.113674577969014,1
1.5,25.780138262747503,1
0.6999999999999886,23.77513642819716,0
0.7999999999999828,21.334289747762075,1
0.4000000000000057,18.502682733675357,1
0.5,17.408876232405245,0
-0.09999999999999433,19.015269484327774,1
