ema200_previous,stochk_14_current,class
243.18028035080428,55.55555555555623,1
243.1885337173301,75.04713423831045,1
243.1933459797288,80.02450980392116,0
243.2010954335464,82.10784313725487,1
243.209079250263,85.60924369747927,1
243.21583286519532,86.30952380952391,0
243.2251322735149,88.09523809523813,0
243.2328769176945,87.91208791208794,0
243.24054450073783,89.92673992674055,0
243.24714076454683,84.61538461538484,1
243.25021911142517,74.35897435897455,1
243.2582121099501,58.13908313908306,1
243.27440708951042,68.18181818181891,0
243.2898420512497,47.222222222223365,1
243.2985633976934,37.50000000000088,1
243.30382540270813,37.50000000000088,1
243.307490484158,33.333333333334515,1
243.31357635472497,45.83333333333361,1
243.32044095829545,62.500000000000284,0
243.32760933844415,75.00000000000058,1
243.3325606057296,75.00000000000058,0
243.33861336749587,70.83333333333421,1
243.34476163872287,70.83333333333421,0
243.3645936479768,16.6666666666659,0
243.36708943313937,31.48148148148163,1
243.36950207796414,29.62962962962989,0
243.37304147719482,49.735449735449656,1
243.3858355976397,85.71428571428288,1
243.40058643874156,33.333333333334735,0
243.40151501920658,34.92063492063627,1
243.40442440981647,42.06349206349282,1
243.40646556233645,44.44444444444502,1
243.41063219057838,61.111111111110056,0
243.61502808479324,47.91666666666654,1
243.63323011555946,44.27083333333314,0
243.6555426029863,43.74999999999983,0
243.7669883818001,32.555018786902735,0
243.78647319094304,45.005611672278064,1
243.81569136677163,59.44055944055873,1
243.83102294148858,62.820512820511986,1
243.89069443206319,81.1463046757168,0
245.16937120108838,26.666666666666387,0
245.221268953558,8.88888888888836,0
245.3142976184791,54.761904761904546,0
245.3294006245415,70.89947089947083,0
245.3628215401603,61.904761904761756,1
245.4044781685112,73.01587301587256,1
245.4212968492035,79.36507936507894,0
245.43794817983886,85.71428571428531,1
245.50779196801182,82.664995822891,1
245.5331418154762,58.333333333333705,0
245.54581640464676,49.99999999999997,1
245.55606335685874,42.42424242424193,0
244.84953514904828,66.66666666666761,0
244.79956980428062,62.247474747475366,1
244.77997663331814,51.13636363636466,0
244.7292339831289,45.83333333333361,0
244.7143552881337,45.83333333333361,0
244.68815692543944,54.166666666666366,0
244.67238046061885,50.0,1
244.6596854409755,54.166666666666366,0
244.5701668429261,46.6666666666659,1
244.54258095555105,56.66666666666533,0
244.53071026543304,66.66666666666477,1
244.51864621974252,79.99999999999828,0
244.5076972391832,83.33333333333142,0
244.49754075668758,86.66666666666458,1
244.4845002590923,83.33333333333144,0
244.4755090079956,86.66666666666553,1
244.46430570044043,79.74358974358908,0
244.4571333588858,84.61538461538456,0
244.34275097974185,36.3636363636362,0
244.33517016923562,54.54545454545517,0
244.3276647896797,66.66666666666752,0
244.31939480158763,75.757575757577,0
244.30874984434516,63.63636363636465,1
244.2998287757349,54.54545454545517,0
244.2824062421525,51.51515151515144,1
244.2735915629912,48.48484848484856,1
244.2653924091177,48.48484848484856,0
244.25795839184812,56.666666666667226,0
244.24960332002442,61.515151515151814,1
244.2416428551354,57.61904761904742,0
244.2336058629061,43.80952380952266,0
244.22533736885697,38.095238095236546,0
244.206912047493,36.507936507934886,1
244.03533324343348,66.66666666666802,1
244.02673608962624,76.19047619047716,0
243.91534511552524,42.31884057970973,1
243.9138514134928,51.7632850241545,0
243.9176591704376,71.20772946859908,0
243.92357482495086,68.88888888888879,1
243.93922171625272,72.22222222222223,1
243.94607357889316,77.7777777777778,0
243.94971645322295,79.99999999999993,0
243.95254440031627,75.55555555555544,0
243.76985276004143,71.75925925925921,0
243.71240866033918,68.68945868945805,1
243.7060902707865,66.83760683760579,1
243.698528254014,54.456654456653865,1
243.69464949960042,54.68975468975446,0
243.69556811899145,62.77056277056304,1
243.6937768964984,69.1142191142188,1
243.71981376774227,77.1929824561402,0
243.7259243286216,78.94736842105239,0
243.7312905349166,75.43859649122804,0
243.7346132963731,68.73065015479894,0
243.737591523634,62.919246646027176,1
243.73923362002532,50.26260504201707,1
243.73956739287001,34.98168498168489,1
243.74056688508657,35.89743589743573,1
243.7415564321067,32.30769230769172,0
243.74399836560193,32.82051282051253,0
243.74694381828903,36.66666666666652,1
243.7474027053993,38.33333333333298,0
243.74785702646872,29.166666666665826,0
243.68039544231635,20.00000000000044,1
243.67659891617447,47.22222222222239,0
243.67710871712399,62.777777777778084,0
243.6769298924438,76.1111111111116,0
243.67774787198908,83.33333333333431,1
243.67886918432689,83.93939393939486,0
243.6811301001497,87.272727272728,0
243.5457242263327,62.35294117647146,0
243.5421211103425,69.49494949494998,0
243.5421211103425,69.49494949494998,1
243.54739633339383,80.21978021978012,0
243.5500049294603,85.71428571428595,0
243.55243183340087,85.71428571428595,1
243.55383956416782,76.19047619047636,1
243.55554475955554,71.42857142857117,0
243.5647780571777,76.6233766233772,1
243.5690480145738,80.08658008658112,1
243.57427050970742,81.81818181818281,1
243.6285425804848,64.10256410256358,1
243.65134221634617,56.410256410255954,0
243.6628061645771,48.71794871794831,1
243.6707037612065,43.16239316239307,1
243.68957198410823,37.37373737373759,0
243.69757533526607,38.38383838383855,1
